id_cliente,id_sku,num_pedidos,volumepedidos,volumecompras
3,13857,64,2234.02,229.12
3,13859,34,281.96,51.85
3,13860,82,3307.33,871.53
3,13863,23,1020.04,172.74
3,13865,11,284.31,21.87
3,13867,3,238.68,
3,13871,14,895.8,185.94
3,13878,2,89.09,45.29
3,13879,2,55.7001,
3,13891,1,141.3192,141.3192
3,139,75,16673.4,4366.8
3,13900,21,197.81,7.11
3,13915,30,1209.53,229.28
3,13918,22,60.12,15.9
3,13919,9,8316.0,
3,13922,12,86.04,7.17
3,13925,11,599.1744,
3,13930,30,197.71,39.31
3,13932,19,125.4,26.4
3,13946,25,839.44,114.9
3,13950,2,54.96,
3,13951,1,110.5,110.5
3,13953,15,511.66,33.84
3,13957,37,1687.94745,319.36975
3,13972,1,27.59,27.59
3,13975,3,35.61,23.74
3,13976,32,3544.39,
3,13977,20,141.26,42.59
3,13978,13,69.99,
3,13983,40,2073.4644,661.836
3,13984,34,271.149,
3,13996,12,275.99,9.98
3,14008,20,483.2,72.48
3,1401,14,126.0,9
3,14013,43,1354.18,341.732
3,14014,27,832.58,152.4
3,14015,13,339.584,131.744
3,14016,9,265.392,
3,14017,1,29.688,
3,14018,73,4235.442,358.2
3,14021,46,1444.422,325.552
3,14022,48,1892.737,510.367
3,14026,2,47.6,
3,14040,5,3392.888,
3,14055,4,3300.9,
3,14057,4,2960.4,
3,14058,6,2596.99,
3,14059,6,4161.15,
3,14063,1,10.99,
3,14065,10,8973.75,
3,14066,4,2890.2,
3,14067,5,1142.96,114.56
3,14073,11,769.8,60
3,14086,4,68.16,17.04
3,14087,1,43.1,
3,14107,11,643.72,
3,14113,19,323.64,
3,14122,4,162.21,35.2
3,14134,1,57.23,
3,1414,68,592.5,179.49
3,14144,31,1574.07,554.4
3,14149,3,44.8,26.55
3,14150,48,283.13,65.12
3,1416,103,1215.42,304.95
3,1417,1,10.1,
3,14174,2,47.39004,47.39004
3,1418,61,582.02,165.48
3,14180,1,10.14,
3,14181,4,108.44,27.11
3,14207,1,36.0,
3,14209,17,899.12,151.36
3,14224,6,1180.96,1180.96
3,14234,29,880.92,21.24
3,14236,23,152.26,
3,14237,21,923.1,79.9
3,14240,3,6.96,
3,14245,2,374.4,
3,14251,18,969.54,
3,1426,1,15.95,
3,14264,1,21.0,
3,14278,1,20.38,20.38
3,14279,6,97.6,12.8
3,1428,8,71.3,15.6
3,14307,33,301.7,43.1
3,14311,1,83.94,83.94
3,14315,2,72.6,
3,14317,46,471.2,178.4
3,14326,21,1360.26,135.14
3,14330,5,221.64,92.68
3,14354,1,157.4,
3,14357,25,3432.82,369.18
3,14364,14,393.4,
3,14367,6,71.4,
3,14372,5,1868.75,
3,14376,9,2308.35,419.7
3,14380,1,29.93,
3,14388,2,107.74,
3,14391,23,2006.46,180.18
3,14396,13,1099.85,168.86
3,14398,16,1193.49545,136.8052
3,144,1,1.62,
3,14408,3,876.172,193.882
3,14411,2,57.68004,
3,14412,2,680.4,
3,14420,20,444.0524,35.5492
3,14421,1,5.46,
3,1443,9,56.82,20.52
3,14435,3,958.841,240.981
3,14438,11,7266.0,547.75
3,14439,2,319.76,
3,14457,2,309.96,
3,14468,11,3590.4,
3,1447,2,101.5,43.5
3,14470,9,4246.72,388.7
3,14485,1,405.0,
3,14488,17,6049.44,241.2
3,1449,25,374.49,60
3,1450,12,179.49,60
3,14502,1,594.45,594.45
3,14504,53,13617.24,2464.0
3,14506,13,5530.28,407.96
3,14515,1,83.6304,83.6304
3,14524,30,767.65,151.45
3,14526,8,78.72,
3,14529,11,3027.6,261
3,1454,17,255.0,60
3,14546,6,228.77,115.35
3,14548,40,2318.77,640.09
3,14552,29,4540.73,1021.37
3,14558,50,6764.25,2534.5
3,14564,45,687.54,161.92
3,1457,10,139.41,15
3,14572,3,391.32,
3,14575,4,1369.44,
3,14596,2,74.29,74.29
3,14601,15,138.76,
3,14604,2,117.26,
3,14607,2,120.68,
3,14622,23,550.17,117.63
3,1463,1,38.0004,
3,14643,1,31.5,31.5
3,14645,3,191.6,
3,14647,1,27.79,27.79
3,14648,1,127.3695,
3,14659,23,253.2,25.32
3,14667,2,612.0,
3,14702,31,443.52,60.06
3,14713,10,1103.4,156.12
3,14724,5,116.3,
3,14739,28,875.83,97.66
3,14759,9,4044.0,2348
3,14769,4,66.84,
3,1477,180,9701.05999999999,1883.74
3,14770,5,24.95,
3,14779,7,170.86,146.43
3,148,3,5.82,
3,14806,14,431.45,58.71
3,1481,49,896.0,53.4
3,14823,1,15.35,
3,1483,1,16.6,
3,14846,41,1617.45,355.05
3,14849,20,604.28,262.23
3,1485,1,0.75,
3,14863,66,6865.45,897.3
3,14870,26,733.8,255.75
3,14874,1,30.36,30.36
3,14876,28,862.3,213.9
3,14893,3,35.37,
3,14895,25,1110.89,248.09
3,14900,6,690.48,114.16
3,14907,1,48.055,
3,14908,12,715.55,177.45
3,14909,1,13.5,
3,14914,1,63.88,
3,14918,1,18.468,
3,14923,22,329.91,166.11
3,14924,1,19.17,19.17
3,14927,9,456.82,406.62
3,14931,1,42.805,
3,14948,3,191.64,
3,14964,14,864.36,185.22
3,14971,2,19.92,
3,14976,1,21.08,21.08
3,14983,1,17.4816,17.4816
3,14995,13,493.5,
3,15,1,93.0,
3,15015,15,251.42,29.01
3,15080,2,30.08,
3,15081,2,1600.0,800
3,1510,14,429.0,117.0
3,15100,4,223.6,
3,15111,9,122.7,26.3
3,15125,1,20.67,20.67
3,15129,1,170.16,
3,15139,21,6142.464,
3,15144,1,10.0,
3,1516,1,6.2,
3,15167,6,3.6,
3,15247,1,3.25,
3,15267,4,160.0,
3,15298,2,146.4,
3,15307,2,167.0004,
3,15314,1,12.99,
3,15341,3,289.17,
3,15346,1,4.3,4.3
3,15366,1,6.9,
3,15367,1,84.0,84
3,15379,2,6.98,
3,15392,2,62.74,62.74
3,15393,4,42.6,
3,15413,1,2.29,
3,15452,3,179.7,
3,15454,7,52.2,52.2
3,15468,1,39.72,
3,1548,1,45.7,
3,15482,1,41.32,41.32
3,1550,41,2364.1,354.6
3,15515,2,436.15,
3,1552,2,52.8,13.2
3,15540,1,156.03,
3,15552,70,3434.82,824.61
3,15555,4,240.96,60.24
3,15556,10,1279.197,
3,15558,16,899.68,63.44
3,15626,1,74.487,
3,15631,2,41.3,
3,15634,5,655.0,124
3,15635,2,91.6,
3,15637,1,-34.68,
3,15847,35,1550.64,249.21
3,1616,1,8.0,
3,1617,2,160.0,128
3,1618,1,16.0,
3,1619,1,8.0,
3,16210,1,21.75,
3,16429,6,87.0,
3,16516,1,5.0,
3,16603,1,227.05,
3,16684,1,27.55,
3,16907,1,1.11,
3,16909,2,38.31,36.99
3,1698,6,92.0,
3,17092,7,649.95,92.85
3,17280,1,65.52,
3,17316,1,64.44,
3,17406,11,65.61,65.61
3,17448,41,211.6228,29.89
3,17524,10,3433.2,
3,17533,3,209.64,45.89
3,17534,4,43.74,
3,17535,4,445.6,
3,17536,4,403.89,
3,1764,32,726.384,113.4975
3,1765,27,1127.603,157.697
3,17651,43,1100.994,376.2492
3,17652,57,1047.5052,235.9896
3,1774,15,174.25,42
3,17751,1,17.85,
3,17761,1,72.24,
3,17762,1,10.42,
3,178,16,1588.2,331.2
3,1783,2,2.6,
3,1784,1,14.0,
3,17916,1,6.5,
3,17918,11,71.5,
3,1801,14,285.8,81.4
3,18011,19,15128.0,
3,1802,17,346.38,101.9
3,1803,17,344.27,101.9
3,1804,59,1122.93,42.5
3,1805,24,488.68,121.8
3,1806,25,508.87,81.4
3,1807,25,511.88,103.4
3,1808,18,364.77,19.9
3,18098,1,358.2,358.2
3,18112,26,216.04,162.25
3,18118,1,12.39,12.39
3,18119,1,4.94,4.94
3,182,8,469.11,395.04
3,1830,17,859.5,20
3,18329,4,5337.0,
3,1833,7,362.05,55.7
3,18330,2,1188.0,
3,18334,1,549.0,
3,1838,54,4925.196,880.788
3,1839,3,36.0,
3,1843,106,5452.95,1221.6156
3,1844,1,23.5,
3,18477,6,39.0,
3,1850,2,158.1,
3,18552,27,3174.42,
3,1858,4,111.6,
3,1859,2,168.5,168.5
3,18594,29,1300.36,
3,18605,1,2.0,
3,18635,1,15.0,
3,18636,6,132.0,
3,18638,8,120.0,
3,18640,2,62.4,
3,18646,7,290.4,
3,18666,3,57.51,
3,1876,21,95.07,30.42
3,18789,68,1037.83,131.86
3,18815,74,923.3528,428.6516
3,18839,4,11.1,11.1
3,18869,74,1639.9944,781.1532
3,18871,7,208.53,
3,1889,2,148.2,
3,18893,1,10.0,
3,18895,2,55.8,
3,18899,25,2517.5,503.5
3,1890,1,30.932,
3,1892,21,1160.49,
3,1893,27,1666.0,1236.0
3,1896,14,1760.2,238.9
3,19007,1,90.0,
3,1901,4,175.2,
3,19014,64,50730.3,1517.5
3,19093,34,950.49,16.74
3,19096,14,888.16,63.44
3,19099,4,178.374,
3,19104,42,3617.766,535.3512
3,19109,2,16.02,
3,19113,2,16.9,
3,19163,1,21.09,
3,1917,2,0.0,
3,19182,235,14283.79,6058.75
3,19191,98,1176.2,827.039999999999
3,19194,2,167.6608,
3,19202,5,93.66,37.8
3,19221,2,34.4,
3,19239,2,7.7,
3,1924,25,548.1252,144.1908
3,1925,96,3810.852,1991.934
3,19293,1,1.4,
3,19316,3,31.56,10.52
3,19331,2,77.5,
3,1934,54,1799.91,117.8
3,19345,1,2.68,
3,19357,5,178.84,42.08
3,1936,5,236.74,
3,19376,5,28.75,
3,19378,2,13.0,
3,19386,92,2273.17,493.38
3,1939,17,2683.17,226.47
3,1940,2,35.8,
3,1941,5,302.2,117.5
3,19410,18,573.93,127.52
3,1946,6,2248.09,403.2
3,19460,5,299.5,
3,19465,47,1061.07,315.0
3,19466,1,21.07,
3,19473,3,58.62,
3,1948,57,8332.1,2557.9
3,1950,12,2985.6,1207.6
3,1955,1,13.5,
3,1958,1,18.0,
3,1959,2,150.0,
3,19598,1,210.0,
3,1960,5,109.998,
3,1961,1,630.0,
3,19630,5,2310.0,
3,19636,1,204.95,
3,19637,1,204.95,
3,19651,43,259.72,47.9
3,19652,65,329.65,57.48
3,19685,1,78.75,78.75
3,19686,2,58.14,58.14
3,19689,4,521.4,521.4
3,19690,23,657.99,272.81
3,19697,6,28.26,
3,1971,2,160.7,
3,19711,28,2808.0,360
3,19755,16,6145.0,1082.5
3,19757,10,174.48,
3,19760,10,2074.0,
3,19775,14,418.6,
3,19777,69,3762.51,686.19
3,19787,19,154.07,15.42
3,19790,2,269.74,
3,19791,13,717.14,124.72
3,19796,4,33.88,
3,19799,11,1169.04,
3,198,15,716.01,172.83
3,19802,3,67.73,
3,19803,48,2167.47,626.56
3,19804,19,5785.5,2560.5
3,19815,7,149.3772,
3,19825,1,4.9,4.9
3,19829,38,1642.4,312.5
3,19833,17,161.5,19.0
3,19837,1,40.0,
3,19849,18,1531.7592,332.5098
3,19854,7,140.98,20.14
3,1988,1,528.0,
3,199,6,1500.0,
3,19927,11,59.83,40.19
3,19943,80,988.62,489.3
3,1996,1,30.51,
3,19985,54,284.69,140.6
3,19986,16,103.44,
3,19987,66,349.86,178.26
3,19988,3,8.73,
3,200,4,135.6,
3,20011,5,18.75,
3,20013,85,1400.87,238.76
3,20020,120,1146.01,456.9
3,2005,3,313.2,104.4
3,20051,1,8.8,
3,20052,41,2879.2,
3,20055,2,11.12,
3,2007,2,391.68,
3,20079,53,528.09,154.07
3,20081,18,251.73,151.05
3,20096,1,36.98,
3,20104,2,25.55,25.55
3,20108,5,7.8,
3,20115,1,2.08,
3,2012,6,711.36,355.68
3,20121,104,1827.8931,746.331
3,2014,2,209.76,104.88
3,2015,1,8.22,
3,20154,2,6.22,
3,20159,1,37.12,
3,20175,11,107.31,
3,20184,1,3079.8,
3,20189,32,270.86,116.76
3,20193,6,259.92945,70.88985
3,20215,1,38.02,38.02
3,20217,1,4.482,
3,20272,1,490.0,
3,20274,4,933.56,933.56
3,20279,8,276.9,
3,20290,6,638.5,325.8
3,20297,2,348.0,174
3,20298,3,552.6,
3,20320,7,953.25,829.75
3,20338,4,174.0,
3,20340,33,1338.16,372.2
3,20354,14,705.88,151.26
3,20431,8,322.8,
3,20446,17,672.6,215.0
3,20461,2,721.48,721.48
3,20477,1,51.04,
3,20486,6,23.59,
3,20501,2,66.23,
3,20513,1,329.0,
3,20514,6,258.71,123.12
3,20538,3,922.5,
3,20547,16,807.488,
3,2055,1,4.2,
3,20551,2,33.75,
3,20552,102,7268.25,2922.6
3,20566,2,18.14,
3,20576,5,3248.0,825
3,20581,51,15650.0,1495.0
3,20582,1,430.0,
3,20597,2,33.32,
3,2060,139,2183.14,295.05
3,20600,2,299.8,
3,20615,10,103.37,
3,20627,2,648.0,
3,20628,7,536.1,67
3,20639,2,12.0,
3,20651,20,45.4,
3,20660,11,112.37,35.8
3,20663,10,259.0,77.7
3,20664,103,7999.5,1858.5
3,20667,4,107.64,
3,20691,2,475.0,237.5
3,2070,2,282.19,
3,20706,26,42.6,6.6
3,20711,8,367.2,91.8
3,2072,10,536.4,286.08
3,2073,3,138.57,
3,20748,2,896.4,
3,20749,3,1884.6,
3,20750,1,578.0,
3,20772,1,550.08,
3,20777,2,7.2,3.6
3,20778,29,1012.5,348.8
3,20782,34,2256.3,621.3
3,20791,7,61.1,42.3
3,20807,15,300.0,75
3,2081,3,362.7,306.9
3,20821,15,304.9,27.7
3,20822,4,80.0,20
3,20825,91,4497.0,1431
3,20828,62,2226.26,250.26
3,20837,54,913.48,
3,20843,2,28.22,
3,20846,1,58.2,
3,20851,1,10.9,10.9
3,20869,15,4516.0,1802
3,20885,131,2827.57,675.25
3,20887,4,188.08,
3,20899,16,187.0,59.5
3,20900,7,190.1,40.8
3,20902,3,21.15,
3,20905,7,1646.0,726
3,20954,40,1242.0,90
3,20958,49,426.18,224.16
3,20965,8,4981.5,
3,2097,8,73.28,9.16
3,20971,1,409.0,
3,20975,9,71.1,23.7
3,2104,3,54.9,
3,2105,1,13.97,13.97
3,2106,4,43.09,
3,21073,2,652.8,
3,2108,3,122.46,
3,21083,4,1039.2,1039.2
3,21086,6,866.25,288.75
3,21093,89,6114.025,1545.275
3,2111,6,35.82,
3,21120,6,1495.24,1495.24
3,21138,1,47.281,47.281
3,2114,112,2693.81,402.56
3,21146,3,63.9,
3,21154,21,951.4116,169.3584
3,21156,10,267.5232,155.1312
3,21157,3,55.008,
3,21159,3,18.0,
3,21160,15,465.0,93
3,21162,28,764.53,218.79
3,21167,20,91.98,21.9
3,21170,214,3770.66,1198.37
3,21172,95,6755.41,1801.49
3,21174,11,81.26,66.74
3,21175,67,625.51,128.93
3,21178,3,25.92,25.92
3,21180,19,1447.27,509.44
3,21190,32,601.38,108.54
3,21191,11,89.64,32.48
3,21192,64,982.2,475.04
3,21193,112,2524.39,502.03
3,21198,37,1960.25,549.52
3,21199,15,115.68,12.34
3,212,1,4.83,
3,21201,92,802.390000000001,135.13
3,21202,123,7923.75000000001,1366.18
3,21204,6,204.1,56.24
3,21206,236,1278.31,521.98
3,21213,3,87.18,
3,21219,13,405.7,223.78
3,21220,34,982.64,226.24
3,21228,2,37.5,18.75
3,21229,28,618.75,93.75
3,21231,37,221.76,32.34
3,21232,25,666.76,59.08
3,21236,80,550.580000000001,121.94
3,21242,2,78.76,39.38
3,21243,19,840.0,175
3,21244,2,17.24,8.62
3,21248,34,17939.0,
3,21250,1,3.49,3.49
3,21251,9,34.72,34.72
3,21280,141,653.500000000001,164.88
3,21285,21,220.39,130.39
3,21293,1,29.8896,
3,21298,2,23.76,11.88
3,21303,3,70.24,17.56
3,21310,1,4.69,4.69
3,21360,27,201.81,45.49
3,21380,75,420.560000000001,87.76
3,21383,7,47.5776,
3,21410,1,10.38,
3,21422,7,420.0,
3,21424,9,683.17,228.58
3,21437,1,21.366,
3,21450,1,3.7,3.7
3,21474,1,7.71,7.71
3,21489,6,27.324,
3,2151,37,1077.4512,42.9024
3,21520,1,29.2096,
3,2153,2,31.44,
3,216,1,31.18,
3,21602,6,25.56,8.52
3,2164,24,613.31,116.24
3,21650,9,26700.84,
3,21654,4,41.8,10.45
3,21656,6,3963.57525,102.95025
3,2166,1,46.68,
3,21664,6,67.78,44.74
3,21674,17,322.44012,86.88012
3,21685,1,100.8,
3,21688,13,293.58,158.58
3,2169,3,40.18,10.99
3,21698,14,868.9,
3,2172,2,59.16,29.58
3,21730,25,533.88,
3,2175,122,488.550000000001,149.86
3,21759,114,4506.39,1847.05
3,21783,9,1481.0418,
3,21785,7,91.92,91.92
3,21795,1,41.6,
3,2183,1,183.3,
3,21834,1,6.86,
3,2184,12,763.97,186.24
3,21849,35,482.96,132.28
3,2185,4,237.76,
3,21856,1,10.3,10.3
3,21864,10,2622.78,
3,2192,1,213.75,
3,21932,1,287.3,287.3
3,21934,20,2164.32,1306.08
3,21960,4,55.88,55.88
3,21973,30,735.15,113.1
3,2198,5,74.4,
3,21982,8,80.92,
3,21986,3,23.13,23.13
3,21992,31,3693.96,834.12
3,21998,1,132.6,
3,2200,27,1239.02,
3,22000,6,725.16,144.24
3,22025,3,114.51,38.17
3,22051,1,48.36,
3,22054,4,27.99,27.99
3,22057,1,1.0,
3,22075,28,272.7,45.45
3,22076,10,99.3,
3,22081,7,69.3,19.8
3,22092,12,118.8,39.6
3,22096,23,622.225,106.85
3,22097,1,26.78,26.78
3,221,23,8872.5,
3,22110,1,13.77,
3,22113,7,98.01,18.15
3,22127,2,19.98,
3,22128,5,44.95,
3,22129,2,16.98,
3,22132,10,94.9,
3,22140,15,282.67,192.98
3,22159,1,9.99,
3,22164,2,59.9616,59.9616
3,22184,10,279.648,244.938
3,22188,8,313.3407,64.83015
3,22189,10,537.6,53.76
3,22192,168,8732.81999999999,2141.79
3,22198,2,25.08,12.54
3,222,2,244.5,
3,22203,10,56.9,11.08
3,22216,1,16.93,
3,22227,9,211.2,
3,22228,9,335.5,
3,2224,35,2150.8,129.39
3,22249,2,170.19,
3,22250,2,33.98,
3,22257,2,29.24,19.74
3,22258,5,28.5,
3,2228,30,691.39,255.55
3,2229,4,112.48,28.12
3,223,5,99.5,
3,2231,2,125.37,
3,2232,1,14.93,
3,2239,2,42.12,42.12
3,224,3,10.47,
3,22529,4,160.0,40
3,22534,2,204.8,96
3,22536,17,246.5,87.0
3,22542,5,15.8,
3,22569,15,553.68,247.48
3,22572,2,1128.87,
3,22618,18,1109.8,
3,22634,6,4050.0,
3,2264,70,3516.72,830.08
3,22644,6,189.98,
3,22650,12,236.28,39.38
3,22652,7,413.1588,
3,22735,25,906.36,456.3
3,22746,1,40.0,
3,2283,14,583.63,545.37
3,22900,2,158.62,62.5
3,23,4,1182.5,
3,230,11,364.65,66.3
3,23051,4,30.84,
3,231,1,2.69,
3,23102,3,97.5,
3,2316,2,23.46,
3,2318,14,298.04,23.14
3,23186,14,1044.0036,
3,2319,3,48.24,48.24
3,23191,8,11.72,
3,23197,8,247.98,
3,23198,9,80.91,
3,232,1,5.29,
3,2320,25,495.32,61.84
3,23205,12,815.9976,
3,23206,12,707.9976,
3,2322,33,236.5,
3,23229,2,49.6,
3,2325,1,116.09,
3,23250,2,152.0,114
3,2326,11,70.4,12.8
3,2327,7,44.8,6.4
3,23275,39,772.27065,470.20065
3,23276,27,816.1722,618.90165
3,23277,42,1242.679275,902.8296
3,233,1,3.19,
3,23323,3,14.16,4.66
3,23337,12,546.85,503.85
3,23338,2,84.8,84.8
3,23349,1,82.08,
3,23367,4,23.04,11.52
3,23369,2,544.0,
3,23386,32,467.81,105.49
3,2341,1,38.04,
3,23421,2,105.18,52.59
3,23438,1,92.5,
3,23449,1,17.11,
3,23456,2,40.42,20.21
3,23458,40,4834.0,
3,23461,12,272.7,
3,23463,13,421.2,
3,23474,6,1467.72,
3,235,3,12.45,
