id_cliente,categoria_nivel3,num_pedidos,volumepedidos,volumecompras
2188,117,1,34.1496,
2188,158,3,35.4883,
2188,159,1,7.85,
2188,161,2,166.44,
2188,183,3,73.04,
2188,189,2,10.475,
2188,195,1,2.7,
2188,234,1,2.25,
2188,237,7,209.89,
2188,244,5,835.96,
2188,323,6,262.8,
2188,667,6,2640.0,
2188,714,1,40.3,
2189,62,3,66.6,
2189,71,1,140.62,
2189,74,1,70.47,
2189,84,2,103.68,
2189,114,6,701.0308,
2189,143,1,130.0,
2189,164,1,321.75,
2189,173,3,613.68,
2189,237,1,37.8,
2191,158,1,16.03,
2191,237,1,3.72,
2195,52,1,108.0,
2195,114,1,3.39,
2195,117,1,93.36,
2195,138,1,115.5648,
2195,148,1,24.0,
2195,156,1,160.0,
2195,161,1,83.4,
2195,214,1,2.72,
2195,216,2,43.02,
2195,222,1,11.95,
2195,226,1,5.42,
2195,229,1,5.79,
2195,230,1,8.1,
2195,246,1,24.0501,
2195,323,1,30.5,
2195,382,1,5.99,
2195,642,1,26.78,
2195,643,1,4.59,
2195,652,1,332.5,
2195,653,1,201.6,
2195,654,7,728.0,
2195,662,1,101.4405,
2195,668,8,771.6,
2195,670,1,240.0,
2195,679,1,158.4,
2195,703,1,48.3,
2195,704,1,38.15,
2204,68,2,148.72,
2204,70,2,457.2945,
2204,89,6,133.5728,
2204,95,6,643.5012,
2204,96,1,112.2,
2204,97,1,58.4,
2204,132,2,17.0,
2204,138,1,29.52,
2204,155,1,58.9,
2204,164,3,69.68,
2204,183,2,10.7,
2204,189,1,7.72,
2204,216,1,27.3,
2204,222,1,8.04,
2204,223,1,2.08,
2204,234,1,4.47,
2204,237,1,6.34,
2204,246,2,195.6,
2204,253,1,1.23,
2204,254,1,13.68,
2204,376,1,280.1,
2204,409,1,6.72,
2204,703,2,174.0,
2204,718,1,2190.0,
2204,722,1,33.15,
2204,728,2,20.6,
2204,737,1,22.35,
2214,138,1,29.52,
2221,86,3,262.89,
2222,95,1,113.1606,
2222,114,2,72.69,
2222,138,1,84.4452,
2222,153,1,4.62,
2222,158,1,47.37,
2222,172,1,173.85,
2222,173,1,9.99,
2222,183,1,10.47,
2222,186,1,19.53,
2222,195,1,107.64,
2222,223,1,6.24,
2222,237,1,10.92,
2222,323,1,278.88,
2222,409,1,50.4,
2222,713,1,125.7,
2228,117,2,790.3224,
2228,222,1,35.52,
2235,67,1,63.26,
2235,81,1,30.16,
2235,85,1,1165.6,
2235,86,2,1296.32,
2235,89,2,84.8016,
2235,95,3,670.56,
2235,97,1,13.4,
2235,108,1,154.72,
2235,114,1,7.42,
2235,136,1,189.0,
2235,138,1,56.2824,
2235,152,1,102.05952,
2235,153,2,1541.54,
2235,158,1,173.69,
2235,164,3,100.14,
2235,172,1,115.9,
2235,173,4,123.69,
2235,180,1,13.66,
2235,183,1,20.9,
2235,186,2,974.82,
2235,191,1,23.24,
2235,195,4,89.437,
2235,196,1,17.7,
2235,208,2,23.79,
2235,216,1,4.16,
2235,222,1,11.0,
2235,223,1,4.16,
2235,230,2,63.39,
2235,234,2,158.7528,
2235,237,3,30.61,
2235,243,1,45.8,
2235,244,1,135.72,
2235,245,1,146.4,
2235,246,2,67.54,
2235,250,1,80.0,
2235,253,1,7.1,
2235,323,1,56.66,
2235,390,2,12.13,
2235,396,1,19.16,
2235,397,1,8.74,
2235,409,1,6.62,
2235,416,1,13.8,
2235,429,1,12.7,
2235,641,3,14.08,
2235,667,1,1825.0,
2235,668,1,192.0,
2235,669,1,2020.0,
2235,703,2,194.86,
2235,713,1,32.32,
2235,717,1,9.94,
2235,728,1,23.22,
2235,736,2,560.0,
2239,164,1,325.2,
2241,158,1,16.79,
2241,669,1,465.0,
2242,686,1,3890.0,
2242,687,1,2090.0,
2245,70,6,1991.9388,
2245,88,4,25.2,
2245,89,6,196.5864,
2245,91,4,396.8712,
2245,95,2,238.68,
2245,213,2,10.5,
2245,214,2,7.8,
2245,216,2,7.62,
2245,222,2,13.92,
2245,226,2,15.57,
2245,641,2,246.24,
2245,722,4,167.1936,
2247,390,1,48.12,48.12
2247,410,1,22.6,22.6
2247,416,1,13.45,13.45
2247,496,1,112.26015,112.26015
2247,497,1,81.96,81.96
2247,502,1,238.12,238.12
2247,510,1,33.99,33.99
2251,70,2,156.1176,
2251,114,3,11.19,
2251,117,1,34.1496,
2251,173,3,158.25,
2251,234,3,33.75,
2251,237,3,55.8,
2251,246,3,49.95,
2251,664,3,318.6,
2254,89,2,64.5792,
2254,108,2,132.64,
2254,216,1,1.94,
2254,237,2,37.88,
2254,240,1,34.29,
2254,667,2,930.0,
2258,138,1,309.5532,
2266,108,1,751.6,
2266,667,1,472.5,
2267,669,1,1860.0,
2272,669,1,465.0,
2272,703,2,328.92,
2272,736,2,189.0,
2273,62,3,35.44,
2273,70,6,198.9372,
2273,89,6,65.3772,
2273,95,8,266.901,
2273,108,9,8250.24,
2273,117,22,2123.7552,
2273,122,4,29.15,
2273,158,2,33.58,
2273,176,5,71.94,
2273,183,8,112.93,
2273,186,2,19.6,
2273,193,1,46.95,
2273,195,30,478.0676,
2273,196,2,139.18,
2273,234,2,4.48,
2273,237,2,6.66,
2273,244,1,37.8,
2273,254,1,2.21,
2273,308,3,60.92,
2273,323,2,130.0,
2273,389,10,316.64,
2273,390,9,287.84,
2273,393,3,82.01,
2273,395,7,90.61,
2273,396,4,41.8,
2273,397,19,321.18,
2273,398,8,38.48,
2273,402,10,436.62,
2273,403,8,107.45,
2273,404,3,45.45,
2273,409,12,459.58,
2273,412,4,561.84,
2273,416,31,784.810000000002,
2273,417,8,408.43,
2273,418,5,94.04,
2273,442,3,4.32,
2273,444,1,44.0,
2273,452,1,2.12,
2273,454,5,210.15,
2273,470,1,17.9,
2273,495,1,22.29,
2273,510,2,77.71,
2273,618,1,3.95,
2273,624,3,13.71,
2273,625,3,35.55,
2273,669,6,6772.5,
2280,89,2,49.2408,
2280,95,7,479.0328,
2280,124,4,254.825,
2280,148,4,87.95,
2280,183,5,468.5,
2280,195,5,40.86,
2280,244,1,48.8,
2280,246,1,8.6016,
2280,253,1,1.23,
2280,323,1,13.9,
2280,329,3,24.0,
2280,335,3,21.0,
2280,409,3,48.73,
2280,410,3,2.82,
2280,417,1,31.8,
2280,477,1,28.52,
2280,496,3,229.8,
2280,497,2,104.09,
2280,510,1,23.75,
2280,516,3,165.84,
2280,687,5,1625.0,
2281,110,5,619.75,
2281,114,10,1200.98,
2281,120,1,39.9,
2281,124,1,62.76,
2281,125,2,161.5,
2281,153,1,9.81,
2281,158,2,99.19,
2281,159,5,314.0,
2281,166,1,35.3,
2281,169,5,84.84,
2281,170,5,172.35,
2281,183,7,233.24,
2281,186,15,767.68,
2281,216,2,4.16,
2281,246,7,96.985,
2281,250,1,10.98,
2281,251,1,11.1,
2281,253,6,46.29,
2281,390,1,41.7,
2281,409,4,97.8,
2281,652,5,1380.75,
2281,653,5,1060.5,
2281,660,3,415.8,
2281,664,1,113.4,
2281,703,4,153.05,
2281,707,6,781.947,
2281,714,2,90.12,
2281,736,9,891.0,
2281,737,1,112.42,
2284,158,1,87.36,
2284,183,1,3.49,
2284,195,1,28.07,
2284,253,1,2.81,
2286,153,1,1.54,
2286,173,1,3.33,
2286,186,1,6.51,
2286,195,1,3.13,
2286,237,1,3.64,
2286,253,1,56.0,
2289,95,3,121.68,
2289,173,1,3.33,
2289,195,1,2.88,
2292,88,1,199.3008,
2292,158,2,754.13,552.65
2292,189,1,115.8,
2292,195,4,176.22,
2292,253,2,4.64,
2292,409,2,80.64,
2292,633,2,123.6,
2292,669,1,445.0,
2292,703,1,10.6,
2292,736,2,504.0,
2295,142,1,33.69,
2295,153,1,1.54,
2295,186,1,6.51,
2295,230,3,25.965,
2295,246,2,59.04,
2295,736,5,306.71,
2300,68,2,1258.32,
2300,69,2,137.07,
2300,72,4,707.87,
2300,128,2,227.0376,
2300,156,2,237.6,
2300,158,2,1206.0,
2300,183,2,439.74,
2300,230,2,65.94,
2300,237,2,513.24,
2300,429,2,35.75,
2300,721,4,465.4,
2301,223,1,2.08,
2301,390,1,4.69,
2301,668,1,105.6,
2301,669,1,445.0,
2301,703,1,89.0,
2301,736,1,13.5,
2303,68,2,1010.1,
2303,70,2,2398.3872,
2325,687,2,1196.0,
2327,153,1,98.1,
2338,97,1,87.1,
2338,136,1,73.77,
2338,185,1,44.46,
2338,195,1,31.4736,
2338,230,1,46.6,
2338,246,1,18.8928,
2338,668,1,105.6,
2338,678,1,116.4,
2338,736,1,252.0,
2340,95,1,18.75,
2340,172,1,54.96,
2340,703,1,89.0,
2340,736,1,13.5,
2345,70,1,85.2588,85.2588
2345,95,2,136.9494,97.1694
2345,117,1,97.0488,97.0488
2345,164,1,101.5,101.5
2345,172,1,335.74,335.74
2345,183,1,89.6,89.6
2345,185,1,74.1,74.1
2345,195,1,59.8,
2345,216,1,20.8,20.8
2345,237,1,35.2,35.2
2345,253,1,46.4,
2345,397,1,28.3,28.3
2345,403,1,104.5,
2345,409,1,16.3,
2345,416,1,34.5,
2345,703,1,117.24,117.24
2345,722,1,51.4512,
2345,736,2,273.24,138.24
2355,108,1,398.4,
2355,136,5,525.0,
2355,138,5,772.7832,
2355,652,4,700.0,
2355,653,2,648.0,
2355,654,4,1492.0,
2355,660,1,279.0,
2355,664,3,658.8,
2355,668,3,950.4,
2355,669,3,1260.0,
2355,686,1,38.9,
2355,703,5,3871.0,
2355,736,9,4464.0,
2355,737,4,3984.0,
2356,114,1,3.73,
2356,237,1,3.96,
2356,246,1,10.99,
2356,416,1,6.9,
2356,668,1,105.6,
2356,669,1,967.5,
2356,703,2,98.75,
2366,108,5,2513.0112,
2368,149,1,35.6,
2368,154,1,94.44,
2368,156,1,195.0,
2368,176,1,161.0,
2368,183,1,265.6,
2368,195,1,102.0,
2368,234,1,110.88,
2368,237,1,170.88,
2368,450,1,140.72,
2368,703,1,230.96,
2368,736,1,27.0,
2372,253,2,476.0,
2372,508,2,540.0,
2378,95,7,867.7236,
2378,108,1,66.2,
2378,114,2,44.76,
2378,125,3,312.75,
2378,138,1,29.52,
2378,148,1,136.4,
2378,153,2,15.4,
2378,154,4,598.78,
2378,156,5,1036.05,399.75
2378,158,1,126.32,
2378,164,7,1309.14,
2378,172,4,1044.19,
2378,183,8,139.31,
2378,195,2,156.6,
2378,198,1,376.74,
2378,216,2,62.32,
2378,230,3,299.11,
2378,243,3,180.0,
2378,245,5,2342.4,585.6
2378,246,1,4.896,
2378,248,1,20.76,
2378,253,5,58.03,
2378,340,3,130.5,
2378,362,2,42.0,
2378,365,13,882.0,
2378,372,3,36.0,
2378,409,1,6.72,
2378,416,7,303.6,
2378,429,1,58.5,
2378,633,3,185.4,
2378,641,1,13.4,
2378,643,1,5.08,
2378,667,2,2745.0,
2378,669,5,6675.0,
2378,703,9,4320.8,
2378,714,1,491.5,
2378,736,8,1647.0,
2378,739,1,186.6,
2381,158,1,473.7,
2381,172,1,157.5,
2381,173,1,59.94,
2381,216,1,50.4,
2381,230,1,119.76,
2381,703,1,10.6,
2384,195,1,149.5,
2384,253,1,61.5,
2384,409,1,39.12,
2384,416,1,41.4,
2387,96,1,31.08,
2387,159,1,9.38,
2387,195,1,26.996,
2387,244,1,36.0,
2387,246,1,36.9792,
2387,250,1,32.48,
2387,480,1,23.0,
2387,495,1,4.1,
2387,503,1,6.35,
2387,505,1,31.44,
2387,506,1,31.12,
2387,508,1,14.88,
2387,719,1,28.4,
2392,114,1,3.73,
2392,153,1,24.64,
2392,158,2,545.29,
2392,164,1,158.34,
2392,172,1,1010.21,
2392,173,2,97.36,
2392,183,1,208.57,
2392,189,1,100.36,
2392,195,2,159.42,
2392,208,1,63.44,
2392,223,1,2.08,
2392,230,1,190.17,
2392,234,1,76.8,
2392,237,1,198.11,
2392,245,1,1464.0,
2392,253,1,52.44,
2392,397,1,45.28,
2392,409,2,84.98,
2392,416,1,75.9,
2392,429,1,35.75,
2395,62,1,60.44,
2395,67,2,63.8,
2395,70,8,2293.458,1807.62
2395,88,5,522.0781,
2395,89,9,361.8996,
2395,90,1,22.4004,
2395,91,2,76.3902,
2395,92,1,658.8,658.8
2395,94,3,119.7906,
2395,95,10,1582.4202,1189.32
2395,96,3,391.4584,
2395,97,4,171.14,
2395,116,2,92.4,
2395,117,4,157.41,
2395,128,1,58.6089,
2395,152,1,18.6696,
2395,153,9,186.8996,
2395,156,5,77.25,
2395,158,10,224.05,
2395,159,3,49.04,
2395,161,2,178.62,
2395,164,15,2154.65,
2395,165,2,401.85,
2395,166,2,86.27,
2395,169,3,47.32,
2395,170,4,46.23,
2395,172,2,107.46,
2395,173,13,220.56,
2395,174,2,18.12,
2395,176,4,44.81,
2395,177,3,170.18,
2395,179,2,16.85,
2395,180,4,23.9,
2395,182,2,12.24,
2395,183,10,2118.81,
2395,186,5,144.4,
2395,189,7,135.69,
2395,191,2,13.14,
2395,195,12,115.94,
2395,196,11,114.87,
2395,198,2,28.59,
2395,204,2,12.88,
2395,205,1,7.77,
2395,207,2,58.05,
2395,208,10,134.97,
2395,210,2,6.34,
2395,211,2,6.25,
2395,214,2,6.18,
2395,216,8,55.38,
2395,222,3,42.7,
2395,223,10,76.79,
2395,227,2,5.46,
2395,230,5,62.0,
2395,234,2,4.83,
2395,237,9,83.77,
2395,243,2,45.89,
2395,244,11,466.02,
2395,246,6,353.46,
2395,247,2,8.04,
2395,250,1,11.85,
2395,253,7,50.91,
2395,323,8,132.4208,
2395,390,3,12.13,
2395,394,1,9.0,
2395,396,9,210.0,
2395,397,1,2.83,
2395,398,2,10.3,
2395,403,5,296.02,
2395,409,15,624.74,
2395,412,2,10.66,
2395,429,2,6.2,
2395,508,2,7.0,
2395,516,2,7.7,
2395,641,2,13.12,
2395,643,2,9.22,
2395,646,4,29.35,
2395,703,2,54.53,
2395,706,1,17.03,
2395,713,11,177.68,
2395,717,5,48.45,
2395,722,3,552.3186,
2395,736,4,698.985,
2395,737,2,44.97,
2395,739,2,7.69,
2395,742,4,70.79,
2402,246,1,18.8928,
2403,137,1,9.96,
2403,735,1,17.78,
2411,114,1,45.2004,
2411,580,1,320.0,
2415,136,1,73.77,
2415,703,1,89.0,
2415,735,1,16.08,
2416,108,2,767.52,383.76
2418,68,4,1008.0,252
2418,70,3,85.2588,
2418,92,4,1560.0,390
2418,97,1,58.4,
2418,108,3,450.96,
2418,183,7,51.49,
2418,222,7,38.5,
2418,246,7,132.2496,
2418,416,3,20.7,
2418,660,1,279.1188,
2418,669,7,3098.59,
2418,671,4,1440.0,
2418,672,4,1530.0,
2418,703,9,361.5,
2418,736,10,2760.0,
2419,95,1,37.5,
2426,86,1,495.0,
2426,95,1,125.4,
2426,164,1,569.5,
2426,669,1,890.0,
2426,703,1,116.6,
2426,736,1,131.25,
2431,70,2,113.6784,
2431,95,2,75.0,
2431,114,2,14.92,
2431,117,2,194.0976,
2431,173,2,211.0,
2431,183,2,51.84,
2431,222,2,44.0,
2431,246,2,36.72,
2431,409,2,33.6,
2431,667,2,1760.0,
2431,668,2,211.2,
2431,669,2,890.0,
2431,703,2,178.0,
2431,736,2,113.52,
2434,95,1,18.75,
2434,138,1,19.08,
2434,164,1,119.7,
2434,243,1,22.59,
2434,703,1,47.93,
2434,704,1,32.14,
2435,85,1,31.48,
2440,114,1,654.6,
2440,164,1,1025.6,
2440,195,1,29.9,
2440,254,1,29.6004,
2440,642,1,401.38,
2440,646,1,236.88,
2445,70,2,170.5176,
2445,85,2,68.26,
2445,95,2,50.16,
2445,237,1,19.98,
2445,736,2,56.33,
2446,108,1,398.4,
2446,138,1,55.1988,
2446,664,1,109.8,
2446,677,1,365.0,
2446,704,1,115.2,
2452,95,1,129.702,
2452,129,8,378.51,
2452,136,15,1678.47855,
2452,137,5,49.8,
2452,246,8,405.98941,
2452,251,6,72.9,
2452,736,8,1906.6,
2467,69,2,1075.2,
2467,83,1,186.72,
2467,85,2,1949.67,
2467,92,1,150.3,
2472,186,1,9.8,
2475,70,1,24.8196,
2475,103,1,128.2,
2475,668,1,105.6,
2477,664,1,329.4,
2477,677,1,730.0,
2482,86,1,990.0,990
2482,89,1,602.6184,
2482,92,1,509.7024,
2482,108,1,450.96,
2482,117,1,104.04,
2482,164,1,1197.0,
2482,183,1,637.99,
2482,195,1,269.1,
2482,237,1,502.83,
2482,669,1,1335.0,
2487,70,3,372.294,
2487,85,1,203.76,
2487,86,1,82.5,
2487,88,2,122.1408,
2487,97,1,58.4,
2487,108,1,360.0,
2487,136,3,262.02,
2487,137,1,31.56,
2487,138,5,147.6,
2487,152,1,9.555,
2487,158,1,82.8402,
2487,164,2,77.62,
2487,173,2,36.53,
2487,176,1,9.75,
2487,186,1,85.5,
2487,195,1,29.9,
2487,202,1,14.49,
2487,223,2,609.6,
2487,235,1,21.83,
2487,240,1,85.27,
2487,245,1,1.42,
2487,246,2,37.8798,
2487,248,1,316.56,
2487,390,2,93.8,
2487,402,1,63.0,
2487,403,1,40.2,
2487,416,1,21.9,
2487,508,1,3.5,
2487,516,1,38.5,
2487,641,1,35.21,
2487,646,1,3.29,
2487,657,1,127.8,
2487,659,1,127.0,
2487,668,2,316.8,
2487,669,2,865.0,
2487,703,3,63.6,
2487,713,1,183.0,
2487,728,1,127.44,
2487,736,4,825.0,
2493,158,1,315.8,
2493,216,1,60.48,
2502,703,1,57.5,
2507,114,2,5689.6,
2507,158,2,1326.19,
2507,169,3,516.6,
2507,172,2,167.87,
2507,189,1,7.72,
2507,195,3,2685.19,
2507,246,2,662.8965,
2507,253,2,280.72,
2507,254,3,107.64,
2507,736,2,5400.0,
2512,84,1,13.82,
2512,108,1,63.68,
2512,132,1,16.1,
2512,158,1,63.16,
2512,183,1,56.16,
2512,194,1,15.4,
2512,223,1,19.5,
2512,230,1,47.28,
2512,244,1,48.44,
2512,253,2,11.16,
2512,254,1,42.51,
2512,409,1,6.72,
2512,717,1,29.82,
2513,85,1,158.06,
2513,86,1,412.5,
2513,95,2,104.7192,
2513,110,1,237.0,
2513,125,1,230.25,
2513,138,1,29.52,
2513,154,1,110.0,
2513,195,1,150.24,
2513,206,1,29.8992,
2513,237,1,107.6,
2513,240,1,112.2,
2513,243,1,147.6,
2513,244,1,160.0,
2513,667,1,880.0,
2513,668,1,105.6,
2513,669,1,967.5,
2513,703,1,159.0,
2513,727,1,44.99,
2513,736,1,229.5,
2514,132,2,34.55,
2514,246,2,24.24,
2514,703,2,115.41,
2514,736,1,252.0,
2516,95,5,220.92,
2516,137,2,320.2404,
2516,145,1,31.552,
2516,183,4,84.74,
2516,189,5,474.0,
2516,237,1,3.04,
2516,703,2,102.3,
2517,195,6,217.65,
2517,233,1,10.85,
2517,244,3,52.5,
2517,250,4,1008.0,
2519,85,1,142.8,
2525,106,13,2045.1294,1024.0794
2525,110,2,410.34,
2525,112,8,599.394,
2525,114,7,925.14,203.46
2525,132,1,336.48,
2525,139,1,18.88,
2525,248,3,32.85,
2525,740,16,3293.8,2161.0
2527,70,2,284.196,
2527,95,2,109.1184,
2527,114,2,149.2,
2527,117,2,175.6224,
2527,138,2,59.04,
2527,158,2,319.9608,
2527,172,2,659.52,
2527,173,2,633.0,
2527,176,2,229.2,
2527,183,2,276.6,
2527,195,4,316.46,
2527,223,2,41.6,
2527,253,2,46.4,
2527,409,2,100.8,
2527,429,1,65.0,
2527,703,2,634.56,
2527,736,2,54.0,
2530,70,1,74.4588,
2530,172,1,57.95,
2530,195,1,15.24,
2530,246,2,75.6183,
2531,67,1,446.64,
2540,701,1,518.5,
2542,673,1,419.55,
2543,95,1,93.9292,
2543,136,1,65.64,
2557,86,2,147.46,
2558,138,1,29.52,
2568,95,1,35.0598,
2568,117,1,32.6604,
2568,124,1,35.39013,
2568,136,2,174.68,
2568,138,1,18.3708,
2568,153,6,148.65,
2568,703,2,53.3,
2568,704,6,160.68,
2568,736,2,56.18,
2579,70,7,2271.6924,
2579,72,1,142.4,
2579,77,4,1401.8,
2579,83,8,8684.2,
2579,85,8,3757.56,
2579,86,8,65842.04,
2579,92,4,1085.3568,
2579,95,4,398.7264,
2579,102,1,116.5,
2579,108,5,408.92,
2579,112,1,100.05,
2579,114,2,214.66,
2579,117,1,137.7216,
2579,118,3,299.52,
2579,125,1,72.7,
2579,132,3,389.24,
2579,136,3,421.08,
2579,138,1,37.101,
2579,148,1,32.73,
2579,158,4,138.29,
2579,159,1,36.85,
2579,161,2,31.38,
2579,183,2,6.52,
2579,186,3,57.6,
2579,246,2,182.9204,
2579,519,1,104.12,
2579,652,1,325.0,
2579,667,1,1401.5,
2579,668,1,96.0,
2579,669,2,1995.0,
2579,672,1,727.5,
2579,673,3,2424.4,
2579,674,2,2505.0,
2579,678,1,71.24,
2579,680,1,219.6,
2579,687,1,864.0,
2579,703,9,1334.89,
2579,705,2,674.72,
2579,706,1,268.5,
2579,736,5,296.67,
2582,168,2,137.16,
2582,194,2,189.2,
2582,237,1,114.39,
2582,239,2,163.8,
2585,136,1,105.0,
2585,669,1,445.0,
2585,673,1,595.0,
2585,687,1,251.7,
2585,703,1,180.0,
2585,737,1,498.0,
2587,173,2,58.4,
2587,234,1,192.78,
2592,136,2,283.5,
2592,669,1,445.0,
2598,70,1,84.9,
2599,68,1,80.52,
2599,95,1,60.84,
2599,195,1,2.88,
2599,234,1,25.68,
2599,253,1,23.2,
2599,416,1,7.5,
2599,712,5,250.72,
2602,195,3,102.5636,
2602,416,1,7.5,
2610,172,1,927.2,
2610,703,1,445.0,
2617,244,2,72.0,
2617,246,2,113.3568,
2617,254,2,25.6128,
2621,725,1,125.0,
2625,119,6,1860.34,
2625,201,3,4489.86,
2628,97,1,58.4,
2628,114,2,135.6012,
2628,136,1,214.36,
2628,158,1,219.42,
2628,164,1,113.9,
2628,186,2,171.0,
2628,195,1,47.4,
2628,244,1,118.8,
2628,323,1,202.68,
2628,390,1,4.69,
2628,396,1,95.8,
2628,397,1,38.7,
2628,416,1,112.5,
2628,703,1,153.48,
2629,85,2,188.1,
2629,95,2,224.1,
2629,136,2,212.64,
2629,138,2,118.08,
2629,153,1,15.4,
2629,164,2,569.5,
2629,173,2,75.3,
2629,183,2,32.0,
2629,186,2,256.5,
2629,222,1,33.0,
2629,223,2,24.96,
2629,230,2,54.95,
2629,237,2,78.96,
2629,243,1,45.98,
2629,246,2,75.7596,
2629,323,2,203.35,
2629,376,1,140.05,
2629,390,1,13.75,
2629,409,2,35.86,
2629,416,1,30.0,
2629,667,2,845.0,
2629,668,2,211.2,
2629,669,2,890.0,
2629,703,4,375.56,
2629,713,2,169.38,
2629,736,2,274.28,
2637,158,1,15.79,
2637,164,1,12.18,
2637,183,1,3.49,
2638,89,10,230.1288,
2638,114,11,640.1208,
2638,158,12,1056.7586,
2638,161,2,154.8,
2638,173,10,33.15,
2638,183,12,445.04,
2638,186,4,153.9,
2638,195,15,524.17,
2638,216,2,83.04,
2638,223,1,35.64,
2638,253,11,403.2,
2639,687,1,59.8,
2639,701,1,30.5,
2641,70,1,81.36,
2641,85,1,79.03,
2641,89,1,26.2008,
2641,707,2,240.951,
2712,114,1,27.92,
2712,153,1,99.1,
2712,172,1,234.76,
2712,183,1,698.0,
2712,195,1,327.0,
2712,237,1,177.66,
2712,239,1,38.4,
2712,245,1,75.0,
2712,706,1,62.4,
2712,739,1,24.8,
2730,89,1,28.9896,
2730,95,2,218.8188,
2730,158,1,16.79,
2730,223,1,1.95,
2730,237,1,3.29,
2730,323,1,100.97,
2730,516,1,3.85,
2730,652,1,282.5,
2730,736,1,28.09,
2731,88,1,3.06,
2731,89,2,29.6196,
2731,91,1,52.1004,
2731,96,3,25.38,
2731,97,1,7.53,
2731,114,2,7.21,
2731,117,1,32.6604,
2731,159,1,9.38,
2731,169,1,3.56,
2731,183,1,3.26,
2731,195,1,1.82,
2731,208,2,29.24,
2731,222,2,37.78,
2731,244,1,3.65,
2731,246,1,6.28,
2731,250,1,2.41,
2731,251,1,5.55,
2731,253,1,1.23,
2731,505,1,3.09,
2731,517,1,1.5,
2734,95,1,57.6,
2734,97,2,116.8,
2734,135,1,52.5,
2734,148,1,65.2,
2734,158,1,63.48,
2734,164,1,251.66,
2734,172,1,53.34,
2734,180,1,41.04,
2734,183,1,32.0,
2734,186,1,111.3,
2734,195,2,47.4,
2734,208,2,19.5,
2734,222,3,162.12,
2734,230,1,41.52,
2734,234,1,51.84,
2734,237,2,71.68,
2734,240,1,21.04,
2734,245,2,292.8,
2734,253,1,33.36,
2734,323,1,29.05,
2734,403,1,53.6,
2734,642,1,54.47,
2734,667,1,422.5,
2734,669,1,445.0,
2734,703,1,49.39,
2734,713,2,366.0,
2734,736,1,56.44,
2737,108,1,398.4,
2737,660,1,139.5,
2737,703,1,89.0,
2737,736,1,252.0,
2738,158,1,15.79,
2738,186,1,5.35,
2738,208,1,12.99,
2738,237,2,6.12,
2738,416,1,15.0,
2738,417,2,26.0,
2747,89,1,521.8128,
2760,114,1,4.91,
2760,137,2,804.0,
2760,158,7,1945.1208,
2760,164,8,950.3,
2760,183,7,915.1,
2760,186,8,235.42,
2760,195,3,98.7,
2760,208,4,68.61,
2760,244,6,107.36,
2760,246,9,3593.19,
2760,409,4,2167.4,
2760,430,1,20.4,
2760,652,8,582.5,
2760,669,8,1969.0,
2760,673,2,1270.0,
2760,703,9,428.11,
2764,85,1,553.21,
2764,148,1,195.6,
2764,153,1,83.16,
2764,164,1,438.48,
2764,186,1,171.0,
2764,195,2,550.8,
2764,237,1,191.7,
2764,250,1,400.0,
2764,669,1,522.5,
2764,736,1,504.0,
2767,88,4,178.5,
2767,89,4,136.08,
2767,94,3,65.6406,
2767,95,1,78.12,
2768,153,3,40.04,
2768,158,2,315.8,
2768,164,2,273.3,
2768,173,3,68.39,
2768,183,3,154.92,
2768,186,2,171.0,
2768,189,1,77.2,
2768,195,5,155.77,
2768,216,1,20.8,
2768,223,3,31.2,
2768,253,2,14.76,
2768,409,2,79.44,
2768,429,1,19.5,
2770,96,1,238.7475,
2770,136,1,104.82,
2770,138,1,29.52,
2770,158,1,165.6804,
2770,183,1,33.7,
2770,195,1,53.58,
2770,196,1,26.55,
2770,208,1,24.51,
2770,216,1,14.56,
2770,222,1,27.5,
2770,230,1,25.12,
2770,237,1,42.48,
2770,245,1,4.26,
2770,253,1,6.96,
2770,323,1,67.56,
2770,390,1,23.45,
2770,403,1,20.1,
2770,516,1,15.4,
2770,641,1,25.15,
2770,667,1,857.5,
2770,668,1,105.6,
2770,703,2,138.03,
2777,62,1,82.50065,
2777,136,1,14.06,
2777,195,1,29.9,
2777,246,1,32.4864,
2779,148,2,130.4,
2779,156,2,66.0,
2779,158,5,762.98,
2779,164,2,159.4,
2779,173,2,50.2,
2779,186,4,342.0,
2779,195,3,284.4,
2779,222,2,41.6,
2779,230,1,15.7,
2779,237,2,62.4,
2779,253,2,24.6,
2779,280,2,46.4,
2779,289,2,54.78,
2779,323,2,87.5,
2779,641,2,61.2,
2779,643,2,50.8,
2779,646,2,47.8,
2779,713,2,167.6,
2780,70,2,166.9176,
2780,95,1,56.25,
2782,96,2,690.66,
2782,114,2,707.82,
2782,132,1,154.88,
2782,153,1,204.2,
2782,164,2,359.1,
2782,191,1,132.72,
2782,195,1,71.1,
2782,222,1,11.25,
2782,232,2,1643.52,
2782,235,1,152.81,
2782,237,1,95.16,
2782,244,2,1171.28,
2782,253,2,53.4,
2782,703,1,1221.597,
2785,246,1,6.46,
2793,85,1,752.4,
2793,95,1,279.0,
2793,114,1,199.0,
2793,125,1,767.75,
2793,153,1,152.0,
2793,230,1,157.0,
2793,234,1,222.0,
2793,237,1,256.0,
2793,323,2,1148.64,
2793,409,1,84.0,
2793,646,1,403.5,
2793,706,1,618.3,
2793,713,1,1197.0,
