id_cliente,categoria_nivel3,num_pedidos,volumepedidos,volumecompras
51,664,2,26.98,
51,669,2,348.8,
51,680,1,174.0,
51,687,1,84.0,
51,696,1,1104.0,
51,720,1,26.82,
67,70,1,79.4604,
67,351,1,4.25,
67,416,1,324.25,
67,581,1,330.0,
67,682,1,256.0,
67,683,1,180.0,
84,39,1,1990.0,
84,62,1,208.8,
84,142,1,180.0,
84,390,1,24.69,
84,401,1,34.0,
84,404,2,805.8,
84,654,1,1569.0,
84,687,1,486.0,
84,699,1,924.0,
84,701,1,440.0,
97,68,1,33.9,
98,69,1,270.9,
98,72,1,106.8504,
98,81,1,15.3,
98,84,1,654.6,
98,95,2,455.5836,
98,108,2,145.84,
98,136,2,42.26,
98,142,1,200.0,
98,164,1,7.97,
98,173,2,53.34,
98,186,1,6.51,
98,191,1,32.85,
98,216,2,3.5,
98,237,1,3.72,
98,240,2,279.0,
98,246,3,71.6094,
98,253,1,12.28,
98,686,1,406.8,
98,706,1,25.0,
98,707,1,143.94,
98,711,2,38.0,
98,743,3,89.6,
103,39,120,17463.5252,
103,52,15,10353.37,
103,58,2,6.78,
103,62,123,18476.57445,
103,66,3,77.37,
103,67,79,38640.28,
103,68,217,38257.342,30.88
103,69,29,959.41,
103,70,249,416922.582400001,
103,71,3,600.53,
103,72,12,115.82,
103,74,102,6176.16,
103,75,23,19418.6,
103,76,2,6.85,
103,77,114,2534.55,9.78
103,80,4,175.56,
103,81,97,5417.02,
103,83,29,4118.22,
103,84,167,9038.71000000001,
103,85,231,34605.149,
103,86,235,89199.2399999998,
103,88,12,376.2096,
103,89,271,68726.3644,
103,90,3,80.7504,
103,92,28,711.0702,
103,93,44,374.53,
103,95,225,19637.5518,
103,96,16,589.1926,
103,97,1,4.12,
103,98,1,338.88,
103,102,35,2022.78,
103,105,52,2520.085,
103,106,56,6852.95985,
103,108,366,546832.207993,
103,109,31,61048.565,
103,110,144,30436.5945999999,
103,111,7,2396.52,
103,112,64,6267.115,
103,114,97,6454.8932,
103,116,2,167.6988,
103,117,105,5861.9284,
103,118,3,241.2888,
103,119,6,397.6,
103,120,1,158.6004,
103,121,1,75.12,
103,122,1,10.4,
103,123,24,1163.8772,
103,124,175,38768.1981099999,
103,125,1,30.9,
103,126,5,197.4,
103,128,98,8387.79659999999,
103,129,82,1596.62,
103,132,138,15026.92,
103,135,15,4350.2511,
103,136,251,23937.559924,
103,137,70,11062.72,
103,138,226,14485.0614,
103,139,2,55.16,
103,140,2,175.4,
103,142,10,299.02,
103,143,2,2689.44,
103,144,6,386.35,
103,145,52,4207.652,
103,146,1,25.5,
103,147,1,9.67,
103,148,235,18480.7204,22.56
103,149,195,50229.9000000001,20.12
103,150,139,43282.22,
103,152,110,1584.7748,
103,153,312,3798.04999999998,
103,154,50,1206.25,
103,155,16,24035.698,
103,156,171,26769.9793,
103,158,585,586383.628600006,
103,159,5,26.57,
103,160,41,466.18,
103,161,80,5927.25299999999,
103,164,383,71024.1800000001,
103,165,1,77.94,
103,167,5,14.65,
103,168,10,123.66,
103,169,67,1968.76,
103,170,83,517.549999999998,
103,171,2,105.0,
103,172,181,9865.53999999998,
103,173,287,22157.6300000001,
103,175,37,18770.83,
103,176,17,850.71,
103,177,51,902.609999999999,
103,179,6,415.74,
103,180,29,200.8,
103,182,3,437.99,
103,183,132,4268.4896,
103,184,1,8.75,
103,185,10,84.67,
103,186,604,102928.3,
103,189,39,915.67,
103,191,7,230.36,
103,194,1,7.15,
103,195,561,118471.26,
103,196,71,3724.0296,
103,198,8,124.72,
103,201,1,59.99,
103,202,111,817.2,
103,204,7,515.556,
103,205,6,157.63,
103,206,3,128.5,
103,208,37,3606.23,
103,210,7,15.9,
103,212,1,3.38,
103,214,1,2.6,
103,216,211,26396.9908,
103,222,55,2021.36,
103,223,78,825.040000000001,
103,227,1,2.85,
103,230,52,1112.7802,
103,232,5,70.17,
103,233,12,23.21,
103,234,310,18770.5756,
103,235,35,5905.0,
103,236,116,7505.30079999999,
103,237,256,53767.8296000001,
103,238,81,1251.83,
103,239,76,1014.48,
103,240,115,5976.65999999998,
103,241,61,14332.62,
103,242,108,2580.16,14.66
103,243,73,3934.77,
103,244,486,79206.0019999998,113.66
103,245,143,3886.74000000001,19.44
103,246,675,77738.8748000006,28.19
103,247,25,619.33,38.34
103,248,116,1283.74,
103,250,269,40634.2492000001,
103,251,29,680.36,53.02
103,253,150,19319.6305,
103,254,45,675.830200000001,
103,264,1,29.94,
103,268,1,4.74,
103,269,1,10.77,
103,275,1,47.88,
103,276,34,428.03,
103,280,61,466.27,
103,286,18,796.0,
103,289,1,25.08,
103,308,11,31.8,
103,314,21,182.7,
103,323,74,18466.0008,
103,326,12,838.8,
103,329,2,606.0,
103,331,28,194.6,
103,333,28,168.0,
103,340,6,104.4,
103,341,1,97.6,
103,348,5,16.0,
103,351,42,22887.5,
103,352,37,110.3,
103,353,3,65.8,
103,354,28,84.0,
103,358,1,12.0,
103,361,29,94.0,
103,362,21,126.0,
103,365,29,52.2,
103,372,4,48.0,
103,374,46,2227.03,
103,378,1,812.5,
103,380,2,10.34,
103,383,88,3772.5033,
103,387,3,19.67,
103,388,22,1518.0,
103,389,15,466.69,
103,390,48,1985.4004,
103,393,1,8.55,
103,396,76,844.379999999999,
103,397,3,20.05,
103,398,1,5.15,
103,399,3,48.45,
103,402,6,312.57,
103,403,55,2285.95,
103,404,1,14.69,
103,409,205,2347.0184,
103,410,2,11.02,
103,412,4,42.97,
103,416,83,2735.21,
103,417,29,2336.82,
103,418,42,11654.15,
103,424,1,171.0,
103,426,4,862.62,
103,429,10,97.69,
103,462,2,11139.0,
103,465,2,355.7496,
103,466,1,0.08,
103,470,3,115.4,
103,471,44,8720.22,
103,480,53,715.209999999999,
103,482,31,4774.06,
103,484,63,769.37,
103,494,4,68.68,
103,497,8,376.96,
103,499,56,2452.24,
103,503,1,4.57,
103,504,1,5.0,
103,505,3,17.6,
103,506,4,14.84,
103,508,4,42.23,
103,510,3,7.99,
103,512,5,881.63,
103,515,3,10.02,
103,516,2,399.22,
103,517,18,53.46,
103,519,61,12953.99,
103,524,56,495.48,
103,528,1,1.1,
103,548,2,38.64,
103,566,110,2509.21,
103,579,3,1359.6,
103,580,4,1535.9,
103,581,2,590.0,
103,583,1,150.0,
103,584,2,1052.0,
103,589,13,767.0,
103,618,28,1547.6492,
103,620,1,25.0,
103,621,14,33.81,
103,626,6,27.0,
103,629,24,169.33,
103,633,75,2953.3,
103,634,21,8224.0,
103,635,53,389.809999999999,
103,636,7,716.2188,
103,641,8,378.408,
103,643,6,143.18,
103,644,3,5.5,
103,646,5,129.58,
103,649,8,655.479,
103,651,2,103.43,
103,652,124,53740.64,
103,653,11,9390.95,
103,654,59,47962.15,
103,656,5,555.502,
103,657,54,7313.61,
103,658,68,19898.0,
103,659,21,2162.88,
103,660,41,5331.714,
103,661,14,3502.0702,
103,662,58,6018.558,
103,663,51,5551.86,
103,664,25,2215.62,
103,666,128,70066.25,
103,667,53,519217.15,
103,668,10,1017.56,
103,669,79,240961.99,
103,670,12,3006.35,
103,672,1,405.0,
103,673,154,92161.8499999999,
103,674,214,186006.01,
103,676,1,318.0,
103,678,23,2697.75,
103,679,2,529.8,
103,680,19,4631.8,
103,681,3,86.86,
103,682,4,629.25,
103,683,3,484.0,
103,684,34,17908.2,
103,685,23,1828.5,
103,686,52,17759.0,
103,687,106,8226.80060000001,
103,691,2,447.9,
103,696,2,1104.0,
103,699,23,12341.7,
103,701,43,11321.9,
103,703,284,46541.3700000001,
103,704,64,8275.21000000001,
103,705,73,3056.76,
103,706,248,13061.16,
103,707,132,29432.2233,
103,708,60,423.99,
103,710,60,616.539999999999,
103,712,5,115.24,
103,713,164,26628.32,
103,714,6,71.87,
103,716,138,7349.11000000001,
103,717,61,7216.35999999999,
103,718,4,12.07,
103,719,5,11.0,
103,720,48,9910.0978,818.5104
103,721,2,146.21,
103,725,7,326.0,
103,727,2,7.96,
103,728,17,1104.88,
103,729,1,9.96,
103,734,27,230.7,
103,735,4,20.02,
103,736,254,23792.42,
103,737,2,106.14,
103,738,24,18812.08,
103,739,16,1711.7,
103,740,80,381.28,
103,741,1,136.8,
103,742,50,3451.6,
103,743,10,2376.0,
103,744,1,2.85,
107,62,1,2.61,
107,195,1,29.8,
112,402,1,26.55,
115,402,1,132.9,
117,660,1,7.6,
120,62,1,99.0,
120,114,3,187.5,
120,122,3,31.2,
120,136,1,111.0,
120,150,1,18.5,
120,199,1,33.0,
120,230,3,22.05,
120,236,3,173.55,
120,244,1,17.39,
120,245,3,45.6,
120,246,3,30.36,
120,251,3,16.41,
120,390,2,49.38,49.38
120,393,4,265.2,198.9
120,396,3,84.5,67.6
120,397,2,34.56,17.28
120,401,3,153.0,153
120,402,5,102.53,74.05
120,403,3,204.8,153.6
120,409,1,22.7,22.7
120,412,1,52.14,52.14
120,652,1,11.89,
120,654,3,349.0,
120,659,2,10.7,
120,667,1,17.2,
120,669,1,19.29,
120,674,2,1987.5,
120,675,3,806.9,
120,699,2,851.0,
120,704,3,120.6,
120,741,3,20.4,
121,652,2,520.0,
121,659,1,95.22,
121,667,1,564.75,
121,669,1,19.29,
121,671,1,370.0,
121,675,1,15.6,
123,83,1,65.47,
123,85,2,117.67,
123,88,1,3.18,
123,89,1,15.12,
123,114,1,22.8,
123,164,1,104.9,
123,195,1,340.2,
123,208,1,4.02,
123,251,1,14.99,
123,718,1,18.58,
128,98,2,208.34,208.34
128,143,1,116.9592,116.9592
128,462,1,590.0,
128,656,1,172.728,
128,713,1,32.03,32.03
130,52,3,990.0,330
130,62,2,186.6,36.6
130,85,2,63.66,
130,88,1,6.24,
130,96,1,82.2,82.2
130,108,4,233.32,
130,110,2,241.67,
130,111,7,144.65,
130,114,56,4779.4979,3015.3587
130,117,4,193.9512,102
130,123,4,414.664,
130,124,2,82.5797,
130,129,3,300.4128,103.0608
130,132,37,5850.0024,3517.4184
130,136,30,3014.89,1327.54
130,137,12,1282.92,537.08
130,138,9,758.1972,225.6372
130,148,11,735.63,212.98
130,149,9,520.01016,271.47
130,150,7,229.75,
130,153,13,209.83,39.15
130,154,3,75.0,
130,156,3,691.86,96.18
130,158,12,1384.4574,146.7396
130,166,4,79.1,22.6
130,169,2,58.62,20.62
130,173,3,29.25,
130,177,10,94.06,14.8
130,180,2,13.68,
130,183,15,1625.06,538.38
130,185,4,46.17,24
130,186,16,441.06,
130,189,7,286.74,
130,191,11,140.37,43
130,193,28,1615.225,896.225
130,195,73,3063.89,1398.3
130,196,19,386.34,62.02
130,202,5,98.25,42
130,207,2,60.04,
130,208,24,1362.18,896.38
130,214,3,27.96,9.32
130,216,11,78.3,20.7
130,218,4,35.53,10.68
130,222,3,94.83,31.61
130,227,2,43.4208,21.7104
130,231,3,57.35,34.41
130,232,18,1172.8224,700.5312
130,236,4,28.36,
130,237,7,367.95,295.45
130,240,1,29.89,
130,241,2,17.54,
130,243,1,72.3,72.3
130,244,38,4963.49,333.4
130,245,2,71.56,71.56
130,246,56,2000.51212,983.9908
130,248,3,39.75,29.63
130,250,5,85.5,19.0
130,251,23,1648.37,1142.84
130,253,24,286.9,102.5
130,254,15,305.74,160.29
130,393,6,448.4096,
130,398,7,101.4,33.8
130,399,7,69.94,16.14
130,402,2,138.6,
130,404,1,98.5,
130,409,1,1.68,
130,410,7,101.59,
130,412,7,85.76,53.6
130,414,4,34.16,
130,416,1,109.5,
130,417,4,202.12,69.12
130,495,7,99.0,33.0
130,618,1,97.89,
130,621,1,4.8,
130,636,1,88.32,
130,651,3,270.0,90
130,652,18,6723.6,4230
130,653,2,805.0,805.0
130,654,26,13466.5,7737.5
130,656,1,450.225,
130,657,9,1822.0,998
130,658,24,3115.85,1229.4
130,659,20,1892.7,914.94
130,660,19,2265.1688,124.2
130,662,6,712.8395,321.6995
130,667,23,9608.48,2524.5
130,668,6,400.02,
130,669,31,11315.88,4567.5
130,673,39,32439.32,13521.12
130,674,48,42080.52,21107.6
130,675,3,1125.0,1125.0
130,678,9,660.24,261.92
130,679,10,2512.0,1996
130,680,16,3717.6,1664.4
130,682,8,989.0,444
130,686,11,5785.5,3284.5
130,687,29,17570.9,11110.1
130,691,1,239.2,239.2
130,694,6,2413.3,1343.2
130,699,15,9982.2,3352
130,701,2,837.0,538
130,703,14,1243.7408,280.16
130,704,13,491.01,53.56
130,706,1,160.86,160.86
130,711,12,452.2524,234.3032
130,713,1,13.56,13.56
130,734,3,154.9,154.9
130,735,7,426.34,398.84
130,736,18,3352.0,903
130,737,5,884.5,640
130,741,15,2458.2,1684.4
134,62,1,2.61,
143,52,4,167.68,
143,62,60,4618.9892,
143,66,1,25.61,
143,67,7,684.2,
143,68,4,1451.5,
143,70,22,2884.062,
143,72,4,38.6,
143,74,3,188.46,
143,75,1,90.24,
143,77,1,221.84,
143,80,3,101.01,
143,81,2,9.8,
143,83,1,131.84,
143,84,3,103.68,
143,85,20,950.74,
143,86,4,612.22,
143,88,9,141.8007,
143,89,32,2569.8328,
143,90,12,349.6428,
143,91,5,200.7,
143,92,5,568.7688,
143,95,41,4109.4074,
143,96,16,357.5,
143,97,1,57.68,
143,103,1,56.86,
143,108,12,4954.04,
143,109,1,13.805,
143,110,5,210.31,
143,111,1,83.65,
143,112,1,149.35,
143,114,9,1072.7448,
143,116,2,84.7992,
143,117,1,203.52,
143,119,5,135.36,
143,122,2,189.4,
143,124,5,372.26,
143,126,5,242.165,
143,128,2,79.4292,
143,132,1,17.70552,
143,136,11,670.5946,
143,137,2,937.5,
143,138,7,1691.948,
143,139,3,210.9496,
143,142,10,620.26,
143,145,11,475.76,
143,146,1,25.5,
143,148,24,495.82,
143,149,19,560.39,
143,150,20,672.94,
143,152,1,1.91,
143,153,2,78.27,
143,154,11,521.07,
143,155,2,136.8,
143,156,9,111.13,
143,158,95,5504.6972,
143,159,8,42.0,
143,160,2,24.44,
143,161,1,14.25,
143,164,25,626.5,
143,167,3,6.75,
143,168,12,49.28,
143,169,16,240.46,
143,170,7,1287.9,
143,173,7,41.44,
143,174,2,18.9,
143,176,6,43.91,
143,177,27,471.59,
143,180,3,158.18,
143,182,2,418.71,
143,183,13,135.13,
143,185,14,331.32,
143,186,49,3001.58,
143,189,10,173.36,
143,191,12,137.83,
143,194,2,14.3,
143,195,40,327.168,
143,196,18,269.37,
143,202,20,124.56,
143,204,6,20.34,
143,205,6,85.98,
143,207,2,49.04,
143,208,13,137.93,
143,211,1,2.89,
143,214,2,6.99,
143,216,10,24.92,
143,217,2,5.8,
143,222,1,5.0,
143,223,5,12.5,
143,225,2,18.4,
143,226,2,10.38,
143,227,1,2.85,
143,230,27,668.94,
143,232,7,46.66,
143,233,10,60.94,
143,234,35,142.89,
143,235,14,857.67,
143,236,25,1157.6,
143,237,33,2028.79,
143,238,4,9.68,
143,239,3,33.41,
143,240,12,1578.0,
143,243,15,285.1,
143,244,31,800.87,
143,245,30,657.45,
143,246,35,586.4448,
143,247,4,74.2,
143,248,11,58.6,
143,250,6,133.04,
143,251,20,124.1,
143,253,11,52.48,
143,254,35,304.29,
143,280,4,8.8,
143,289,2,4.98,
143,323,15,650.52,
143,326,6,77.4,
143,327,1,6.0,
143,331,6,41.7,
143,335,1,1.8,
143,340,2,17.4,
143,342,3,12.6,
143,343,2,2.1,
143,350,8,78.01,
143,351,8,414.0,
143,352,7,20.3,
143,353,9,45.1,
143,357,6,17.4,
143,361,14,72.0,
143,365,9,23.4,
143,370,6,71.4,
143,374,12,1565.84,
143,383,2,7.52,
143,384,1,3.3,
143,387,4,27.4,
143,390,9,110.96,
143,393,3,25.65,
143,394,5,38.45,
143,397,13,218.37,
143,398,5,42.75,
143,399,2,31.94,
143,400,3,5.85,
143,402,2,21.4,
143,403,2,17.55,
143,404,2,54.9,
143,406,4,10.08,
143,409,28,1366.74,
143,410,13,85.52,
143,412,4,113.2,
143,416,18,143.34,
143,417,8,62.66,
143,418,5,96.17,
143,429,1,4.69,
143,436,1,32.0,
143,439,1,0.01,
143,452,2,1.98,
143,454,3,21.3,
143,462,2,850.0,
143,466,1,51.53,
143,470,2,308.89,
143,471,9,1063.85,
143,477,4,58.22,
143,480,7,618.4,
143,484,2,125.86,
143,489,4,768.84,
143,494,2,132.4,
143,495,6,24.6,
143,496,14,708.3508,
143,497,4,217.57,
143,503,2,9.14,
143,504,4,24.47,
143,505,1,5.3,
143,506,1,3.21,
143,508,8,704.7928,
143,510,6,55.47,
143,512,4,850.24,
143,515,6,14.96,
143,516,8,349.9,
143,517,1,592.3012,
143,518,6,119.1,
