id,distributorprofile_id,name,uf
23130,44,Mogi das Cruzes,SP
23131,44,Mogi Guaçu,SP
23132,44,Mogi Mirim,SP
23133,44,Mombuca,SP
23134,44,Monções,SP
23135,44,Mongaguá,SP
23136,44,Monte Alegre do Sul,SP
23137,44,Monte Alto,SP
23138,44,Monte Aprazível,SP
23139,44,Monte Azul Paulista,SP
23140,44,Monte Castelo,SP
23141,44,Monte Mor,SP
23142,44,Monteiro Lobato,SP
23143,44,Morro Agudo,SP
23144,44,Morungaba,SP
23145,44,Motuca,SP
23146,44,Murutinga do Sul,SP
23147,44,Nantes,SP
23148,44,Narandiba,SP
23149,44,Natividade da Serra,SP
23150,44,Nazaré Paulista,SP
23151,44,Neves Paulista,SP
23152,44,Nhandeara,SP
23153,44,Nipoã,SP
23154,44,Nova Aliança,SP
23155,44,Nova Campina,SP
23156,44,Nova Canaã Paulista,SP
23157,44,Nova Castilho,SP
23158,44,Nova Europa,SP
23159,44,Nova Granada,SP
23160,44,Nova Guataporanga,SP
23161,44,Nova Independência,SP
23162,44,Nova Luzitânia,SP
23163,44,Nova Odessa,SP
23164,44,Novais,SP
23165,44,Novo Horizonte,SP
23166,44,Nuporanga,SP
23167,44,Ocauçu,SP
23168,44,Óleo,SP
23169,44,Olímpia,SP
23170,44,Onda Verde,SP
23171,44,Oriente,SP
23172,44,Orindiúva,SP
23173,44,Orlândia,SP
23174,44,Osasco,SP
23175,44,Oscar Bressane,SP
23176,44,Osvaldo Cruz,SP
23177,44,Ourinhos,SP
23178,44,Ouro Verde,SP
23179,44,Ouroeste,SP
23180,44,Pacaembu,SP
23181,44,Palestina,SP
23182,44,Palmares Paulista,SP
23183,44,Palmeira d`Oeste,SP
23184,44,Palmital,SP
23185,44,Panorama,SP
23186,44,Paraguaçu Paulista,SP
23187,44,Paraibuna,SP
23188,44,Paraíso,SP
23189,44,Paranapanema,SP
23190,44,Paranapuã,SP
23191,44,Parapuã,SP
23192,44,Pardinho,SP
23193,44,Pariquera-Açu,SP
23194,44,Parisi,SP
23195,44,Patrocínio Paulista,SP
23196,44,Paulicéia,SP
23197,44,Paulínia,SP
23198,44,Paulistânia,SP
23199,44,Paulo de Faria,SP
23200,44,Pederneiras,SP
23201,44,Pedra Bela,SP
23202,44,Pedranópolis,SP
23203,44,Pedregulho,SP
23204,44,Pedreira,SP
23205,44,Pedrinhas Paulista,SP
23206,44,Pedro de Toledo,SP
23207,44,Penápolis,SP
23208,44,Pereira Barreto,SP
23209,44,Pereiras,SP
23210,44,Peruíbe,SP
23211,44,Piacatu,SP
23212,44,Piedade,SP
23213,44,Pilar do Sul,SP
23214,44,Pindamonhangaba,SP
23215,44,Pindorama,SP
23216,44,Pinhalzinho,SP
23217,44,Piquerobi,SP
23218,44,Piquete,SP
23219,44,Piracaia,SP
23220,44,Piracicaba,SP
23221,44,Piraju,SP
23222,44,Pirajuí,SP
23223,44,Pirangi,SP
23224,44,Pirapora do Bom Jesus,SP
23225,44,Pirapozinho,SP
23226,44,Pirassununga,SP
23227,44,Piratininga,SP
23228,44,Pitangueiras,SP
23229,44,Planalto,SP
23230,44,Platina,SP
23231,44,Poá,SP
23232,44,Poloni,SP
23233,44,Pompéia,SP
23234,44,Pongaí,SP
23235,44,Pontal,SP
23236,44,Pontalinda,SP
23237,44,Pontes Gestal,SP
23238,44,Populina,SP
23239,44,Porangaba,SP
23240,44,Porto Feliz,SP
23241,44,Porto Ferreira,SP
23242,44,Potim,SP
23243,44,Potirendaba,SP
23244,44,Pracinha,SP
23245,44,Pradópolis,SP
23246,44,Praia Grande,SP
23247,44,Pratânia,SP
23248,44,Presidente Alves,SP
23249,44,Presidente Bernardes,SP
23250,44,Presidente Epitácio,SP
23251,44,Presidente Prudente,SP
23252,44,Presidente Venceslau,SP
23253,44,Promissão,SP
23254,44,Quadra,SP
23255,44,Quatá,SP
23256,44,Queiroz,SP
23257,44,Queluz,SP
23258,44,Quintana,SP
23259,44,Rafard,SP
23260,44,Rancharia,SP
23261,44,Redenção da Serra,SP
23262,44,Regente Feijó,SP
23263,44,Reginópolis,SP
23264,44,Registro,SP
23265,44,Restinga,SP
23266,44,Ribeira,SP
23267,44,Ribeirão Bonito,SP
23268,44,Ribeirão Branco,SP
23269,44,Ribeirão Corrente,SP
23270,44,Ribeirão do Sul,SP
23271,44,Ribeirão dos Índios,SP
23272,44,Ribeirão Grande,SP
23273,44,Ribeirão Pires,SP
23274,44,Ribeirão Preto,SP
23275,44,Rifaina,SP
23276,44,Rincão,SP
23277,44,Rinópolis,SP
23278,44,Rio Claro,SP
23279,44,Rio das Pedras,SP
23280,44,Rio Grande da Serra,SP
23281,44,Riolândia,SP
23282,44,Riversul,SP
23283,44,Rosana,SP
23284,44,Roseira,SP
23285,44,Rubiácea,SP
23286,44,Rubinéia,SP
23287,44,Sabino,SP
23288,44,Sagres,SP
23289,44,Sales,SP
23290,44,Sales Oliveira,SP
23291,44,Salesópolis,SP
23292,44,Salmourão,SP
23293,44,Saltinho,SP
23294,44,Salto,SP
23295,44,Salto de Pirapora,SP
23296,44,Salto Grande,SP
23297,44,Sandovalina,SP
23298,44,Santa Adélia,SP
23299,44,Santa Albertina,SP
23300,44,Santa Bárbara d`Oeste,SP
23301,44,Santa Branca,SP
23302,44,Santa Clara d`Oeste,SP
23303,44,Santa Cruz da Conceição,SP
23304,44,Santa Cruz da Esperança,SP
23305,44,Santa Cruz das Palmeiras,SP
23306,44,Santa Cruz do Rio Pardo,SP
23307,44,Santa Ernestina,SP
23308,44,Santa Fé do Sul,SP
23309,44,Santa Gertrudes,SP
23310,44,Santa Isabel,SP
23311,44,Santa Lúcia,SP
23312,44,Santa Maria da Serra,SP
23313,44,Santa Mercedes,SP
23314,44,Santa Rita d`Oeste,SP
23315,44,Santa Rita do Passa Quatro,SP
23316,44,Santa Rosa de Viterbo,SP
23317,44,Santa Salete,SP
23318,44,Santana da Ponte Pensa,SP
23319,44,Santana de Parnaíba,SP
23320,44,Santo Anastácio,SP
23321,44,Santo André,SP
23322,44,Santo Antônio da Alegria,SP
23323,44,Santo Antônio de Posse,SP
23324,44,Santo Antônio do Aracanguá,SP
23325,44,Santo Antônio do Jardim,SP
23326,44,Santo Antônio do Pinhal,SP
23327,44,Santo Expedito,SP
23328,44,Santópolis do Aguapeí,SP
23329,44,Santos,SP
23330,44,São Bento do Sapucaí,SP
23331,44,São Bernardo do Campo,SP
23332,44,São Caetano do Sul,SP
23333,44,São Carlos,SP
23334,44,São Francisco,SP
23335,44,São João da Boa Vista,SP
23336,44,São João das Duas Pontes,SP
23337,44,São João de Iracema,SP
23338,44,São João do Pau d`Alho,SP
23339,44,São Joaquim da Barra,SP
23340,44,São José da Bela Vista,SP
23341,44,São José do Barreiro,SP
23342,44,São José do Rio Pardo,SP
23343,44,São José do Rio Preto,SP
23344,44,São José dos Campos,SP
23345,44,São Lourenço da Serra,SP
23346,44,São Luís do Paraitinga,SP
23347,44,São Manuel,SP
23348,44,São Miguel Arcanjo,SP
23349,44,São Paulo,SP
23350,44,São Pedro,SP
23351,44,São Pedro do Turvo,SP
23352,44,São Roque,SP
23353,44,São Sebastião,SP
23354,44,São Sebastião da Grama,SP
23355,44,São Simão,SP
23356,44,São Vicente,SP
23357,44,Sarapuí,SP
23358,44,Sarutaiá,SP
23359,44,Sebastianópolis do Sul,SP
23360,44,Serra Azul,SP
23361,44,Serra Negra,SP
23362,44,Serrana,SP
23363,44,Sertãozinho,SP
23364,44,Sete Barras,SP
23365,44,Severínia,SP
23366,44,Silveiras,SP
23367,44,Socorro,SP
23368,44,Sorocaba,SP
23369,44,Sud Mennucci,SP
23370,44,Sumaré,SP
23371,44,Suzanápolis,SP
23372,44,Suzano,SP
23373,44,Tabapuã,SP
23374,44,Tabatinga,SP
23375,44,Taboão da Serra,SP
23376,44,Taciba,SP
23377,44,Taguaí,SP
23378,44,Taiaçu,SP
23379,44,Taiúva,SP
23380,44,Tambaú,SP
23381,44,Tanabi,SP
23382,44,Tapiraí,SP
23383,44,Tapiratiba,SP
23384,44,Taquaral,SP
23385,44,Taquaritinga,SP
23386,44,Taquarituba,SP
23387,44,Taquarivaí,SP
23388,44,Tarabai,SP
23389,44,Tarumã,SP
23390,44,Tatuí,SP
23391,44,Taubaté,SP
23392,44,Tejupá,SP
23393,44,Teodoro Sampaio,SP
23394,44,Terra Roxa,SP
23395,44,Tietê,SP
23396,44,Timburi,SP
23397,44,Torre de Pedra,SP
23398,44,Torrinha,SP
23399,44,Trabiju,SP
23400,44,Tremembé,SP
23401,44,Três Fronteiras,SP
23402,44,Tuiuti,SP
23403,44,Tupã,SP
23404,44,Tupi Paulista,SP
23405,44,Turiúba,SP
23406,44,Turmalina,SP
23407,44,Ubarana,SP
23408,44,Ubatuba,SP
23409,44,Ubirajara,SP
23410,44,Uchoa,SP
23411,44,União Paulista,SP
23412,44,Urânia,SP
23413,44,Uru,SP
23414,44,Urupês,SP
23415,44,Valentim Gentil,SP
23416,44,Valinhos,SP
23417,44,Valparaíso,SP
23418,44,Vargem,SP
23419,44,Vargem Grande do Sul,SP
23420,44,Vargem Grande Paulista,SP
23421,44,Várzea Paulista,SP
23422,44,Vera Cruz,SP
23423,44,Vinhedo,SP
23424,44,Viradouro,SP
23425,44,Vista Alegre do Alto,SP
23426,44,Vitória Brasil,SP
23427,44,Votorantim,SP
23428,44,Votuporanga,SP
23429,44,Zacarias,SP
29017,30,Cajamar,SP
29039,30,Mogi Guaçu,SP
37219,8,Maragogi,AL
39406,47,Águas de Lindóia,SP
39479,58,Conchal,SP
39515,58,Jandira,SP
39551,58,Pindamonhangaba,SP
39587,58,São Miguel Arcanjo,SP
39623,61,Salto de Pirapora,SP
39659,61,Mogi Guaçu,SP
39695,64,Pedreira,SP
39731,69,Mogi Guaçu,SP
39760,74,Campinas,SP
39796,80,Cosmópolis,SP
39832,88,Valinhos,SP
39868,94,Jaguariúna,SP
39904,92,Itirapina,SP
39940,96,Espírito Santo do Pinhal,SP
39975,96,Socorro,SP
40115,107,Vinhedo,SP
40150,97,Santo André,SP
40185,108,Pindamonhangaba,SP
40220,110,Socorro,SP
40255,110,Ubatuba,SP
40290,112,Bauru,SP
40325,86,Amparo,SP
40360,11,São João da Boa Vista,SP
40395,121,Cesário Lange,SP
40430,121,Louveira,SP
40535,86,Saltinho,SP
40569,86,Nova Odessa,SP
40705,157,Cuiabá,MT
40739,156,Buritizal,SP
40773,156,Iporanga,SP
40841,156,Ribeirão Preto,SP
40875,156,Tatuí,SP
40909,159,Campinas,SP
40943,160,Serra Negra,SP
40977,164,Porto Ferreira,SP
41011,165,Bueno Brandão,MG
41078,168,Santo Antônio do Jardim,SP
41144,183,Rio Claro,SP
41210,194,Maranguape,CE
41243,212,Hortolândia,SP
41276,215,Pirassununga,SP
41309,216,Águas da Prata,SP
41375,226,Rio Claro,SP
41441,224,Presidente Prudente,SP
41474,224,Itabira,MG
41507,224,Itaboraí,RJ
41540,184,Poços de Caldas,MG
41573,184,Cosmópolis,SP
41606,184,Itapira,SP
41639,184,Palmital,SP
41672,184,Santa Cruz das Palmeiras,SP
41738,236,Itapira,SP
41771,236,Sumaré,SP
41804,238,Campinas,SP
41837,242,Porto Velho,RO
41870,245,Limeira,SP
41903,258,Bragança Paulista,SP
41936,258,Espírito Santo do Pinhal,SP
41969,272,São Paulo,SP
42034,284,Hortolândia,SP
42066,267,Socorro,SP
42098,304,Diadema,SP
42130,306,Taboão da Serra,SP
42162,60,São Sebastião,SP
42253,321,Praia Grande,SP
42285,321,São Lourenço da Serra,SP
42317,322,Cidreira,RS
42349,275,Guarulhos,SP
42381,275,Santana de Parnaíba,SP
42413,328,Franco da Rocha,SP
42445,333,Americana,SP
42477,334,Guarulhos,SP
29018,30,Cabreúva,SP
29040,30,Mogi Mirim,SP
39407,47,Lindóia,SP
39480,58,Conchas,SP
39516,58,Jarinu,SP
39552,58,Pinhalzinho,SP
39588,58,São Pedro,SP
39624,61,Americana,SP
39660,61,Estiva Gerbi,SP
39696,64,Atibaia,SP
39732,69,Mogi Mirim,SP
39761,74,Indaiatuba,SP
39797,80,Pedreira,SP
39833,88,Vinhedo,SP
39869,94,Pedreira,SP
39905,92,Porto Feliz,SP
39941,96,Lindóia,SP
39976,96,Sorocaba,SP
40116,107,Louveira,SP
40151,97,Santo Antônio da Alegria,SP
40186,108,Tremembé,SP
40221,110,Piracicaba,SP
40256,110,Guarujá,SP
40291,112,Campinas,SP
40326,86,Artur Nogueira,SP
40361,11,Cordeirópolis,SP
40396,121,Cosmópolis,SP
40431,121,Mairinque,SP
40466,121,Santa Bárbara d`Oeste,SP
40501,132,Bragança Paulista,SP
40536,86,Rio das Pedras,SP
40570,86,Paulínia,SP
40604,137,Taboão da Serra,SP
40638,137,Santa Fé do Sul,SP
40706,157,Várzea Grande,MT
40740,156,Cabreúva,SP
40774,156,Iracemápolis,SP
40808,156,Oriente,SP
40842,156,Rincão,SP
40876,156,Tupã,SP
40910,159,Socorro,SP
40944,160,Bragança Paulista,SP
40978,164,Pirassununga,SP
41012,165,Munhoz,MG
41145,183,São Pedro,SP
41244,212,Indaiatuba,SP
41277,215,Conchal,SP
41310,216,Espírito Santo do Pinhal,SP
41343,174,Bueno Brandão,MG
41376,226,Araraquara,SP
41442,224,Taubaté,SP
41475,224,Uberaba,MG
41508,224,Rio das Ostras,RJ
41541,184,Aguaí,SP
41574,184,Cotia,SP
41607,184,Itobi,SP
41640,184,Paraibuna,SP
41673,184,Santa Gertrudes,SP
41706,237,São Paulo,SP
41739,236,Itirapina,SP
41772,236,Tambaú,SP
41838,242,Porto Alegre,RS
41871,245,Piracicaba,SP
41904,258,Campinas,SP
41937,258,Porto Feliz,SP
41970,272,Arujá,SP
42035,284,Indaiatuba,SP
42067,295,Bauru,SP
42099,304,Osasco,SP
42131,306,Santos,SP
42163,60,Ilhabela,SP
42254,321,Vargem Grande Paulista,SP
42318,322,Balneário Pinhal,RS
42350,275,Itapevi,SP
42382,275,São Caetano do Sul,SP
42414,328,Francisco Morato,SP
42446,333,Nova Odessa,SP
42478,86,Araçoiaba da Serra,SP
42509,336,Chapecó,SC
42540,325,Praia Grande,SP
42571,340,Santa Rosa de Viterbo,SP
42633,346,Araçoiaba da Serra,SP
42664,346,Tapiraí,SP
42695,345,Limeira,SP
42726,355,Valinhos,SP
42757,360,São Paulo,SP
42788,275,Buri,SP
42819,275,Espírito Santo do Pinhal,SP
42850,275,Jambeiro,SP
42881,275,Pardinho,SP
42912,275,Santa Cruz do Rio Pardo,SP
42943,275,Taquaritinga,SP
42974,364,Hortolândia,SP
43036,413,Itapecerica da Serra,SP
43067,419,Vinhedo,SP
43098,424,São Paulo,SP
43129,180,Cabreúva,SP
43160,180,Ibiúna,SP
43191,180,Limeira,SP
43222,180,Piracicaba,SP
43253,180,São Miguel Arcanjo,SP
43284,434,São Bernardo do Campo,SP
43315,441,Florianópolis,SC
43346,448,Indaiatuba,SP
43377,403,Hortolândia,SP
43408,464,Santos,SP
43466,491,Canápolis,MG
43498,498,Nazaré Paulista,SP
43751,528,Embu,SP
43782,530,Mogi Guaçu,SP
43813,531,Araras,SP
43844,531,Itatiba,SP
43875,531,Dois Córregos,SP
43906,531,Gavião Peixoto,SP
43937,531,Panorama,SP
43968,531,São Bernardo do Campo,SP
43999,531,Álvares Machado,SP
44030,531,Ibirarema,SP
44061,531,Pilar do Sul,SP
44092,531,Presidente Bernardes,SP
44123,531,Auriflama,SP
44154,531,Itaju,SP
44185,531,Júlio Mesquita,SP
44216,531,Rincão,SP
44247,531,Santa Isabel,SP
44278,531,Campos do Jordão,SP
44309,531,Mairinque,SP
44340,531,Monte Mor,SP
44371,531,São João do Pau d`Alho,SP
44402,531,Taiúva,SP
44433,531,União Paulista,SP
44464,536,Hortolândia,SP
29019,30,Descalvado,SP
29041,30,Nazaré Paulista,SP
39408,47,Monte Alegre do Sul,SP
39445,58,Aguaí,SP
39481,58,Cordeirópolis,SP
39517,58,Joanópolis,SP
39553,58,Piracaia,SP
39589,58,São Roque,SP
39625,61,Santa Bárbara d`Oeste,SP
39661,61,Jaguariúna,SP
39697,64,Extrema,MG
39762,74,Salto,SP
39798,86,Socorro,SP
39834,88,Indaiatuba,SP
39870,94,Monte Alegre do Sul,SP
39906,92,Indaiatuba,SP
39942,96,Piracicaba,SP
39977,96,Sumaré,SP
40117,107,Hortolândia,SP
40152,97,Santo Antônio de Posse,SP
40187,108,São Sebastião,SP
40222,110,Limeira,SP
40257,110,São Sebastião,SP
40292,112,Uberlândia,MG
40327,86,Holambra,SP
40362,11,Santa Gertrudes,SP
40397,121,Cotia,SP
40432,121,Mairiporã,SP
40467,121,Sumaré,SP
40502,132,Mairiporã,SP
40537,86,Rio Claro,SP
40571,86,Tatuí,SP
40707,156,Sorocaba,SP
40741,156,Caçapava,SP
40775,156,Itapetininga,SP
40809,156,Osvaldo Cruz,SP
40843,156,Rinópolis,SP
40877,156,Tupi Paulista,SP
40911,159,Serra Negra,SP
40945,160,Atibaia,SP
40979,164,Leme,SP
41013,165,Toledo,MG
41047,166,São Paulo,SP
41080,168,Leme,SP
41146,183,Mogi Guaçu,SP
41179,189,Diadema,SP
41212,186,São Paulo,SP
41245,211,Valinhos,SP
41278,215,Mogi Mirim,SP
41311,216,Jacutinga,MG
41344,174,Atibaia,SP
41377,226,Hortolândia,SP
41410,224,São Paulo,SP
41443,224,Taboão da Serra,SP
41476,224,Araxá,MG
41509,224,Resende,RJ
41542,184,Caraguatatuba,SP
41575,184,Cristais Paulista,SP
41608,184,Itu,SP
41641,184,Paulínia,SP
41674,184,Santa Rita do Passa Quatro,SP
41740,236,Jaguariúna,SP
41773,236,Tapiratiba,SP
41839,242,Curitiba,PR
41872,245,Cosmópolis,SP
41905,258,Mogi Guaçu,SP
41938,258,Pedra Bela,SP
41971,272,Guarulhos,SP
42004,282,Mauá,SP
42036,284,Iracemápolis,SP
42068,295,Jaú,SP
42100,304,Carapicuíba,SP
42164,60,Valinhos,SP
42255,321,São José dos Campos,SP
42287,322,Porto Alegre,RS
42319,322,Torres,RS
42351,275,Itaquaquecetuba,SP
42415,328,Itapecerica da Serra,SP
42447,333,Atibaia,SP
42510,336,Concórdia,SC
42541,325,Cubatão,SP
42572,340,São Simão,SP
42634,346,Porto Feliz,SP
42665,348,São Paulo,SP
42696,345,Vinhedo,SP
42727,355,Paulínia,SP
42758,275,Aguaí,SP
42789,275,Cabreúva,SP
42820,275,Estiva Gerbi,SP
42851,275,Jarinu,SP
42882,275,Pariquera-Açu,SP
42913,275,Santa Gertrudes,SP
42944,275,Taquarivaí,SP
42975,364,Monte Mor,SP
43006,121,Araçoiaba da Serra,SP
43037,413,Embu,SP
43068,419,Jundiaí,SP
43099,180,Aguaí,SP
43130,180,Caçapava,SP
43161,180,Iguape,SP
43192,180,Lindóia,SP
43223,180,Piraju,SP
43285,434,São Caetano do Sul,SP
43316,441,Brasília,DF
43347,448,Itu,SP
43378,403,Jundiaí,SP
43409,464,São Sebastião,SP
43467,491,Anápolis,GO
43499,498,Paulínia,SP
43783,530,Mogi Mirim,SP
43814,531,Assis,SP
43845,531,Itu,SP
43876,531,Dolcinópolis,SP
43907,531,General Salgado,SP
43938,531,Paraguaçu Paulista,SP
43969,531,São Caetano do Sul,SP
44000,531,Álvaro de Carvalho,SP
44031,531,Ibitinga,SP
44062,531,Pindorama,SP
44093,531,Presidente Epitácio,SP
44124,531,Avaí,SP
44155,531,Itanhaém,SP
44186,531,Jumirim,SP
44217,531,Rinópolis,SP
44248,531,Santa Lúcia,SP
44279,531,Campos Novos Paulista,SP
44310,531,Mairiporã,SP
44341,531,Monteiro Lobato,SP
44372,531,São Joaquim da Barra,SP
44403,531,Conchas,SP
44434,531,Urânia,SP
44465,536,Cajamar,SP
29020,30,Cotia,SP
29042,30,Osasco,SP
39409,47,Pedreira,SP
39446,58,Águas de Lindóia,SP
39482,58,Cosmópolis,SP
39518,58,Jumirim,SP
39554,58,Piracicaba,SP
39590,58,São Sebastião,SP
39626,61,Piracicaba,SP
39698,67,Cajamar,SP
39734,69,Pinhalzinho,SP
39763,74,Itu,SP
39799,80,Várzea Paulista,SP
39835,88,Atibaia,SP
39871,94,Itapira,SP
39907,92,Boituva,SP
39943,96,São Pedro,SP
40118,107,Sumaré,SP
40153,97,Santo Expedito,SP
40188,111,Olímpia,SP
40223,110,Bauru,SP
40258,110,Praia Grande,SP
40293,112,Maringá,PR
40328,86,Itapira,SP
40363,11,Louveira,SP
40398,121,Cruzeiro,SP
40433,121,Mauá,SP
40468,121,Suzano,SP
40503,132,Osasco,SP
40538,86,Porto Ferreira,SP
40572,86,Porto Feliz,SP
40606,137,Arandu,SP
40742,156,Cajati,SP
40776,156,Aroeiras do Itaim,PI
40810,156,Ourinhos,SP
40844,156,Rio das Pedras,SP
40878,156,Taquaritinga,SP
40912,159,Valinhos,SP
40946,160,Mogi Guaçu,SP
40980,164,Araras,SP
41014,165,Socorro,SP
41081,168,Estiva Gerbi,SP
41147,183,Mogi Mirim,SP
41180,189,São Bernardo do Campo,SP
41246,211,Campinas,SP
41279,215,Limeira,SP
41312,216,Andradas,MG
41345,174,Monte Sião,MG
41378,226,Itapevi,SP
41444,224,Mauá,SP
41477,224,Diamantina,MG
41510,224,Arraial do Cabo,RJ
41543,184,Americana,SP
41576,184,Cravinhos,SP
41609,184,Ituverava,SP
41642,184,Pederneiras,SP
41675,184,Santo André,SP
41741,236,Leme,SP
41774,236,Valinhos,SP
41840,242,São Paulo,SP
41873,192,Socorro,SP
41906,258,Mogi Mirim,SP
41939,258,Pinhalzinho,SP
41972,272,Suzano,SP
42005,282,Ribeirão Pires,SP
42037,284,Itu,SP
42069,295,Barra Bonita,SP
42101,304,Barueri,SP
42133,306,Praia Grande,SP
42165,60,Vinhedo,SP
42256,321,Taubaté,SP
42288,322,Esteio,RS
42320,322,Arroio do Sal,RS
42352,275,Itapecerica da Serra,SP
42384,275,Santo André,SP
42416,329,Sorocaba,SP
42448,333,Itatiba,SP
42480,336,Curitiba,PR
42511,336,Lages,SC
42542,337,Socorro,SP
42573,340,Campinas,SP
42666,348,Guarulhos,SP
42697,345,Itupeva,SP
42728,355,Vinhedo,SP
42759,275,Águas de Lindóia,SP
42790,275,Caçapava,SP
42821,275,Guaíra,SP
42852,275,Jaú,SP
42883,275,Paulínia,SP
42914,275,Santa Rita do Passa Quatro,SP
42945,275,Itatiba,SP
42976,364,Piracicaba,SP
43007,325,Araçoiaba da Serra,SP
43038,413,Cotia,SP
43069,419,Mogi Mirim,SP
43100,180,Águas de Lindóia,SP
43131,180,Cachoeira Paulista,SP
43162,180,Ilha Comprida,SP
43193,180,Lorena,SP
43224,180,Porto Feliz,SP
43255,180,São Pedro,SP
43286,434,Guarulhos,SP
43317,441,Campo Grande,MS
43348,448,Itupeva,SP
43379,403,Itupeva,SP
43410,464,Guarujá,SP
43468,491,Rianápolis,GO
43500,498,Cosmópolis,SP
43753,528,Guarulhos,SP
43784,530,Estiva Gerbi,SP
43815,531,Atibaia,SP
43846,531,Jacareí,SP
43877,531,Dourado,SP
43908,531,Getulina,SP
43939,531,Paraibuna,SP
43970,531,São Carlos,SP
44001,531,Alvinlândia,SP
44032,531,Ibiúna,SP
44063,531,Pinhalzinho,SP
44094,531,Presidente Venceslau,SP
44125,531,Avanhandava,SP
44156,531,Itaóca,SP
44187,531,Junqueirópolis,SP
44218,531,Rio das Pedras,SP
44249,531,Santa Maria da Serra,SP
44280,531,Cananéia,SP
44311,531,Manduri,SP
44342,531,Morro Agudo,SP
44373,531,São José da Bela Vista,SP
44404,531,Tambaú,SP
44435,531,Urupês,SP
44466,536,Franco da Rocha,SP
29021,30,Corumbataí,SP
29043,30,Paulínia,SP
37268,8,Abaíra,BA
37269,8,Abaré,BA
37270,8,Acajutiba,BA
37271,8,Adustina,BA
37272,8,Água Fria,BA
37273,8,Aiquara,BA
37274,8,Alagoinhas,BA
37275,8,Alcobaça,BA
37276,8,Almadina,BA
37277,8,Amargosa,BA
37278,8,Amélia Rodrigues,BA
37279,8,América Dourada,BA
37280,8,Anagé,BA
37281,8,Andaraí,BA
37282,8,Andorinha,BA
37283,8,Angical,BA
37284,8,Anguera,BA
37285,8,Antas,BA
37286,8,Antônio Cardoso,BA
37287,8,Antônio Gonçalves,BA
37288,8,Aporá,BA
37289,8,Apuarema,BA
37290,8,Araças,BA
37291,8,Aracatu,BA
37292,8,Araci,BA
37293,8,Aramari,BA
37294,8,Arataca,BA
37295,8,Aratuípe,BA
37296,8,Aurelino Leal,BA
37297,8,Baianópolis,BA
37298,8,Baixa Grande,BA
37299,8,Banzaê,BA
37300,8,Barra,BA
37301,8,Barra da Estiva,BA
37302,8,Barra do Choça,BA
37303,8,Barra do Mendes,BA
37304,8,Barra do Rocha,BA
37305,8,Barreiras,BA
37306,8,Barro Alto,BA
37307,8,Barro Preto (antigo Gov. Lomanto Jr.),BA
37308,8,Barrocas,BA
37309,8,Belmonte,BA
37310,8,Belo Campo,BA
37311,8,Biritinga,BA
37312,8,Boa Nova,BA
37313,8,Boa Vista do Tupim,BA
37314,8,Bom Jesus da Lapa,BA
37315,8,Bom Jesus da Serra,BA
37316,8,Boninal,BA
37317,8,Bonito,BA
37318,8,Boquira,BA
37319,8,Botuporã,BA
37320,8,Brejões,BA
37321,8,Brejolândia,BA
37322,8,Brotas de Macaúbas,BA
37323,8,Brumado,BA
37324,8,Buerarema,BA
37325,8,Buritirama,BA
37326,8,Caatiba,BA
37327,8,Cabaceiras do Paraguaçu,BA
37328,8,Cachoeira,BA
37329,8,Caculé,BA
37330,8,Caém,BA
37331,8,Caetanos,BA
37332,8,Caetité,BA
37333,8,Cafarnaum,BA
37334,8,Cairu,BA
37335,8,Caldeirão Grande,BA
37336,8,Camacan,BA
37337,8,Camaçari,BA
37338,8,Camamu,BA
37339,8,Campo Alegre de Lourdes,BA
37340,8,Campo Formoso,BA
37341,8,Canápolis,BA
37342,8,Canarana,BA
37343,8,Canavieiras,BA
37344,8,Candeal,BA
37345,8,Candeias,BA
37346,8,Candiba,BA
37347,8,Cândido Sales,BA
37348,8,Cansanção,BA
37349,8,Canudos,BA
37350,8,Capela do Alto Alegre,BA
37351,8,Capim Grosso,BA
37352,8,Caraíbas,BA
37353,8,Caravelas,BA
37354,8,Cardeal da Silva,BA
37355,8,Carinhanha,BA
37356,8,Casa Nova,BA
37357,8,Castro Alves,BA
37358,8,Catolândia,BA
37359,8,Catu,BA
37360,8,Caturama,BA
37361,8,Central,BA
37362,8,Chorrochó,BA
37363,8,Cícero Dantas,BA
37364,8,Cipó,BA
37365,8,Coaraci,BA
37366,8,Cocos,BA
37367,8,Conceição da Feira,BA
37368,8,Conceição do Almeida,BA
37369,8,Conceição do Coité,BA
37370,8,Conceição do Jacuípe,BA
37371,8,Conde,BA
37372,8,Condeúba,BA
37373,8,Contendas do Sincorá,BA
37374,8,Coração de Maria,BA
37375,8,Cordeiros,BA
37376,8,Coribe,BA
37377,8,Coronel João Sá,BA
37378,8,Correntina,BA
37379,8,Cotegipe,BA
37380,8,Cravolândia,BA
37381,8,Crisópolis,BA
37382,8,Cristópolis,BA
37383,8,Cruz das Almas,BA
37384,8,Curaçá,BA
37385,8,Dário Meira,BA
37386,8,Dias d`Ávila,BA
37387,8,Dom Basílio,BA
37388,8,Dom Macedo Costa,BA
37389,8,Elísio Medrado,BA
37390,8,Encruzilhada,BA
37391,8,Entre Rios,BA
37392,8,Érico Cardoso,BA
37393,8,Esplanada,BA
37394,8,Euclides da Cunha,BA
37395,8,Eunápolis,BA
37396,8,Fátima,BA
37397,8,Feira da Mata,BA
37398,8,Feira de Santana,BA
37399,8,Filadélfia,BA
