id,distributorprofile_id,name,uf
29557,8,Sagres,SP
29558,8,Sales,SP
29559,8,Sales Oliveira,SP
29560,8,Salesópolis,SP
29561,8,Salmourão,SP
29562,8,Saltinho,SP
29563,8,Salto,SP
29564,8,Salto de Pirapora,SP
29565,8,Salto Grande,SP
29566,8,Sandovalina,SP
29567,8,Santa Adélia,SP
29568,8,Santa Albertina,SP
29569,8,Santa Bárbara d`Oeste,SP
29570,8,Santa Branca,SP
29571,8,Santa Clara d`Oeste,SP
29572,8,Santa Cruz da Conceição,SP
29573,8,Santa Cruz da Esperança,SP
29574,8,Santa Cruz das Palmeiras,SP
29575,8,Santa Cruz do Rio Pardo,SP
29576,8,Santa Ernestina,SP
29577,8,Santa Fé do Sul,SP
29578,8,Santa Gertrudes,SP
29579,8,Santa Isabel,SP
29580,8,Santa Lúcia,SP
29581,8,Santa Maria da Serra,SP
29582,8,Santa Mercedes,SP
29583,8,Santa Rita d`Oeste,SP
29584,8,Santa Rita do Passa Quatro,SP
29585,8,Santa Rosa de Viterbo,SP
29586,8,Santa Salete,SP
29587,8,Santana da Ponte Pensa,SP
29588,8,Santana de Parnaíba,SP
29589,8,Santo Anastácio,SP
29590,8,Santo André,SP
29591,8,Santo Antônio da Alegria,SP
29592,8,Santo Antônio de Posse,SP
29593,8,Santo Antônio do Aracanguá,SP
29594,8,Santo Antônio do Jardim,SP
29595,8,Santo Antônio do Pinhal,SP
29596,8,Santo Expedito,SP
29597,8,Santópolis do Aguapeí,SP
29598,8,Santos,SP
29599,8,São Bento do Sapucaí,SP
29600,8,São Bernardo do Campo,SP
29601,8,São Caetano do Sul,SP
29602,8,São Carlos,SP
29603,8,São Francisco,SP
29604,8,São João da Boa Vista,SP
29605,8,São João das Duas Pontes,SP
29606,8,São João de Iracema,SP
29607,8,São João do Pau d`Alho,SP
29608,8,São Joaquim da Barra,SP
29609,8,São José da Bela Vista,SP
29610,8,São José do Barreiro,SP
29611,8,São José do Rio Pardo,SP
29612,8,São José do Rio Preto,SP
29613,8,São José dos Campos,SP
29614,8,São Lourenço da Serra,SP
29615,8,São Luís do Paraitinga,SP
29616,8,São Manuel,SP
29617,8,São Miguel Arcanjo,SP
29618,8,São Paulo,SP
29619,8,São Pedro,SP
29620,8,São Pedro do Turvo,SP
29621,8,São Roque,SP
29622,8,São Sebastião,SP
29623,8,São Sebastião da Grama,SP
29624,8,São Simão,SP
29625,8,São Vicente,SP
29626,8,Sarapuí,SP
29627,8,Sarutaiá,SP
29628,8,Sebastianópolis do Sul,SP
29629,8,Serra Azul,SP
29630,8,Serra Negra,SP
29631,8,Serrana,SP
29632,8,Sertãozinho,SP
29633,8,Sete Barras,SP
29634,8,Severínia,SP
29635,8,Silveiras,SP
29636,8,Socorro,SP
29637,8,Sorocaba,SP
29638,8,Sud Mennucci,SP
29639,8,Sumaré,SP
29640,8,Suzanápolis,SP
29641,8,Suzano,SP
29642,8,Tabapuã,SP
29643,8,Tabatinga,SP
29644,8,Taboão da Serra,SP
29645,8,Taciba,SP
29646,8,Taguaí,SP
29647,8,Taiaçu,SP
29648,8,Taiúva,SP
29649,8,Tambaú,SP
29650,8,Tanabi,SP
29651,8,Tapiraí,SP
29652,8,Tapiratiba,SP
29653,8,Taquaral,SP
29654,8,Taquaritinga,SP
29655,8,Taquarituba,SP
29656,8,Taquarivaí,SP
29657,8,Tarabai,SP
29658,8,Tarumã,SP
29659,8,Tatuí,SP
29014,30,Campinas,SP
29036,30,Louveira,SP
29660,8,Taubaté,SP
29661,8,Tejupá,SP
29662,8,Teodoro Sampaio,SP
29663,8,Terra Roxa,SP
29664,8,Tietê,SP
29665,8,Timburi,SP
29666,8,Torre de Pedra,SP
29667,8,Torrinha,SP
29668,8,Trabiju,SP
29669,8,Tremembé,SP
29670,8,Três Fronteiras,SP
29671,8,Tuiuti,SP
29672,8,Tupã,SP
29673,8,Tupi Paulista,SP
29674,8,Turiúba,SP
29675,8,Turmalina,SP
29676,8,Ubarana,SP
29677,8,Ubatuba,SP
29678,8,Ubirajara,SP
29679,8,Uchoa,SP
29680,8,União Paulista,SP
29681,8,Urânia,SP
29682,8,Uru,SP
29683,8,Urupês,SP
29684,8,Valentim Gentil,SP
29685,8,Valinhos,SP
29686,8,Valparaíso,SP
29687,8,Vargem,SP
29688,8,Vargem Grande do Sul,SP
29689,8,Vargem Grande Paulista,SP
29690,8,Várzea Paulista,SP
29691,8,Vera Cruz,SP
29692,8,Vinhedo,SP
29693,8,Viradouro,SP
29694,8,Vista Alegre do Alto,SP
29695,8,Vitória Brasil,SP
29696,8,Votorantim,SP
29697,8,Votuporanga,SP
29698,8,Zacarias,SP
39403,47,Amparo,PB
39440,57,Itaquaquecetuba,SP
39476,58,Cerquilho,SP
39512,58,Jacareí,SP
39548,58,Peruíbe,SP
39584,58,São José dos Campos,SP
39620,61,Sorocaba,SP
39656,61,Votorantim,SP
39692,64,Socorro,SP
39728,69,Serra Negra,SP
39757,73,Serra Negra,SP
39793,80,Sumaré,SP
39829,88,Campinas,SP
39865,94,Itatiba,SP
39901,92,Cerquilho,SP
39937,96,Aguaí,SP
39972,96,Bragança Paulista,SP
40112,104,São Paulo,SP
40147,97,Holambra,SP
40182,108,Caraguatatuba,SP
40217,110,Sorocaba,SP
40252,17,Mogi Mirim,SP
40287,112,São Paulo,SP
40322,116,Campinas,SP
40357,11,Araraquara,SP
40392,121,Capivari,SP
40427,121,Limeira,SP
40462,121,São Roque,SP
40497,132,Guarulhos,SP
40532,86,Americana,SP
40567,86,Leme,SP
40601,137,Tabatinga,SP
40669,138,Campinas,SP
40703,153,Bragança Paulista,SP
40737,156,Borebi,SP
40771,156,Hortolândia,SP
40805,156,Novais,SP
40839,156,Ribeirão Bonito,SP
40873,156,Taquarituba,SP
40907,83,Maceió,AL
40941,160,Águas de São Pedro,SP
40975,164,Tambaú,SP
41009,165,Monte Sião,MG
41076,168,Valinhos,SP
41142,183,Araras,SP
41175,188,Guarujá,SP
41208,194,João Pessoa,PB
41241,212,Valinhos,SP
41274,215,Campinas,SP
41307,216,Caconde,SP
41340,174,Amparo,SP
41373,226,Araçatuba,SP
41406,226,Osasco,SP
41439,224,Rio Claro,SP
41472,224,Varginha,MG
41505,224,Macaé,RJ
41538,184,Águas da Prata,SP
41571,184,Conchal,SP
41604,184,Itanhaém,SP
41637,184,Ourinhos,SP
41670,184,Sales Oliveira,SP
41703,236,Mogi Mirim,SP
41736,236,Indaiatuba,SP
41769,236,Serra Negra,SP
41802,125,Tuiuti,SP
41835,242,Boa Vista,RR
41868,245,Americana,SP
41901,258,Artur Nogueira,SP
41934,258,Andradas,MG
41967,266,Duque de Caxias,RJ
42000,281,Jundiaí,SP
42032,284,Elias Fausto,SP
42064,267,Sorocaba,SP
42096,304,São Bernardo do Campo,SP
42128,306,Mairiporã,SP
42219,317,Atibaia,SP
42283,321,Salesópolis,SP
42315,322,Tramandaí,RS
42347,275,Franco da Rocha,SP
42379,275,Santa Isabel,SP
42411,328,Cajamar,SP
42443,333,Jundiaí,SP
42475,334,Pinhalzinho,SP
42507,336,Itapema,SC
42538,325,Itanhaém,SP
42569,340,Guariba,SP
42631,345,Mairiporã,SP
42662,346,Salto de Pirapora,SP
42693,345,Piracaia,SP
42724,345,Cachoeira Paulista,SP
42755,357,Guarulhos,SP
42786,275,Bragança Paulista,SP
42817,275,Eldorado,SP
42848,275,Jacupiranga,SP
42879,275,Orlândia,SP
42910,275,Santa Bárbara d`Oeste,SP
42941,275,Tapiraí,SP
42972,364,Americana,SP
43003,52,Oiapoque,AP
43034,413,Sorocaba,SP
43065,419,São Paulo,SP
43096,430,Taboão da Serra,SP
43127,180,Brotas,SP
43158,180,Hortolândia,SP
43189,180,Lavrinhas,SP
43220,180,Piquete,SP
43251,180,São Luís do Paraitinga,SP
43282,275,Itirapina,SP
43313,441,Rio de Janeiro,RJ
43344,443,Boituva,SP
43375,403,Sumaré,SP
43406,465,Guarujá,SP
43437,471,São Paulo,SP
43463,488,Duque de Caxias,RJ
43495,498,Monte Mor,SP
43748,528,Ribeirão Preto,SP
43779,530,São Paulo,SP
43810,531,Americana,SP
43841,531,Itapevi,SP
43872,531,Dirce Reis,SP
43903,531,Gália,SP
43934,531,Palmares Paulista,SP
43965,531,Santa Bárbara d`Oeste,SP
43996,531,Alto Alegre,SP
44027,531,Iaras,SP
44058,531,Peruíbe,SP
44089,531,Pracinha,SP
44120,531,Artur Nogueira,SP
44151,531,Bom Sucesso de Itararé,SP
44182,531,Joanópolis,SP
44213,531,Ribeirão dos Índios,SP
44244,531,Santa Ernestina,SP
44275,531,Cajuru,SP
44306,531,Macaubal,SP
44337,531,Monte Aprazível,SP
44368,531,São João da Boa Vista,SP
44399,531,Taciba,SP
44430,531,Ubatuba,SP
44461,536,Campo Limpo Paulista,SP
29015,30,Campo Limpo Paulista,SP
29037,30,Limeira,SP
37217,8,Belém,AL
39404,47,Serra Negra,SP
39441,57,Santo Amaro,BA
39477,58,Cesário Lange,SP
39513,58,Jaguariúna,SP
39549,58,Piedade,SP
39585,58,São Lourenço da Serra,SP
39621,61,Ibiúna,SP
39657,61,Limeira,SP
39693,64,Bragança Paulista,SP
39729,69,Itatiba,SP
39758,73,Bragança Paulista,SP
39794,80,Nova Odessa,SP
39830,88,Morungaba,SP
39866,94,Várzea Paulista,SP
39902,92,Paulínia,SP
39938,96,São João da Boa Vista,SP
39973,96,Hortolândia,SP
40113,107,Campinas,SP
40148,97,Jaguariúna,SP
40183,108,Taubaté,SP
40218,110,Maringá,PR
40253,17,São João da Boa Vista,SP
40288,112,Belo Horizonte,MG
40323,117,São Paulo,SP
40358,11,Limeira,SP
40393,121,Carapicuíba,SP
40463,121,São Vicente,SP
40498,132,Jundiaí,SP
40533,86,Santa Bárbara d`Oeste,SP
40568,86,Sumaré,SP
40636,137,Santa Clara d`Oeste,SP
40704,153,Paulínia,SP
40738,156,Botucatu,SP
40772,156,Ipeúna,SP
40806,156,Olímpia,SP
40840,156,Ribeirão Grande,SP
40874,156,Tarabai,SP
40908,83,Salvador,BA
40942,160,Santa Bárbara d`Oeste,SP
40976,164,Santa Cruz das Palmeiras,SP
41010,165,Andradas,MG
41077,168,Vinhedo,SP
41143,183,Piracicaba,SP
41176,188,Santos,SP
41209,194,Ilhéus,BA
41242,212,Sumaré,SP
41275,215,Valinhos,SP
41308,216,São João da Boa Vista,SP
41341,174,Águas de Lindóia,SP
41374,226,Santa Bárbara d`Oeste,SP
41407,226,Guarulhos,SP
41440,224,Indaiatuba,SP
41473,224,Pouso Alegre,MG
41506,224,Barra Mansa,RJ
41539,184,Rio Claro,SP
41572,184,Cordeirópolis,SP
41605,184,Itapetininga,SP
41638,184,Ouro Verde,SP
41671,184,Salto,SP
41704,236,Mogi Guaçu,SP
41737,236,Ipeúna,SP
41770,236,Socorro,SP
41803,125,Piracicaba,SP
41836,242,Rio Branco,AC
41869,245,Indaiatuba,SP
41902,258,Albertina,MG
41935,258,Itatiba,SP
41968,266,Nova Iguaçu,RJ
42001,282,São Paulo,SP
42033,284,Holambra,SP
42065,86,Lindóia,SP
42097,304,São Caetano do Sul,SP
42129,306,Guarulhos,SP
42161,312,Águas de São Pedro,SP
42220,317,Bragança Paulista,SP
42252,321,Rio Grande da Serra,SP
42284,321,Santana de Parnaíba,SP
42316,322,Capão da Canoa,RS
42348,275,Guararema,SP
42380,275,Vargem Grande Paulista,SP
42412,328,Guarulhos,SP
42444,333,Caieiras,SP
42476,334,Mairiporã,SP
42508,336,Tubarão,SC
42539,325,Mongaguá,SP
42570,340,Matão,SP
42632,346,Sorocaba,SP
42663,346,Ibiúna,SP
42694,345,Piracicaba,SP
42725,355,Campinas,SP
42756,357,São Paulo,SP
42787,275,Brotas,SP
42818,275,Engenheiro Coelho,SP
42849,275,Jaguariúna,SP
42880,275,Paraibuna,SP
42911,275,Santa Cruz das Palmeiras,SP
42942,275,Tapiratiba,SP
42973,364,Sumaré,SP
43004,395,Guararapes,SP
43066,419,Valinhos,SP
43097,430,Mauá,SP
43128,180,Buri,SP
43159,180,Iaras,SP
43190,180,Leme,SP
43221,180,Piracaia,SP
43252,180,São Manuel,SP
43283,434,São Paulo,SP
43314,441,Curitiba,PR
43345,443,Avaré,SP
43376,403,Paulínia,SP
43407,421,Rio de Janeiro,RJ
43438,471,Vargem Grande Paulista,SP
43464,488,São Paulo,SP
43496,498,Porto Feliz,SP
43749,528,São Paulo,SP
43780,530,Valinhos,SP
43811,531,Araçatuba,SP
43873,531,Divinolândia,SP
43904,531,Garça,SP
43935,531,Palmeira d`Oeste,SP
43966,531,Santo André,SP
43997,531,Alumínio,SP
44028,531,Ibaté,SP
44059,531,Piacatu,SP
44090,531,Pratânia,SP
44121,531,Arujá,SP
44152,531,Borá,SP
44183,531,João Ramalho,SP
44214,531,Ribeirão Grande,SP
44245,531,Santa Fé do Sul,SP
44276,531,Campina do Monte Alegre,SP
44307,531,Macedônia,SP
44338,531,Monte Azul Paulista,SP
44369,531,São João das Duas Pontes,SP
44400,531,Taguaí,SP
44431,531,Ubirajara,SP
44462,536,Jundiaí,SP
29016,30,Bragança Paulista,SP
29038,30,Mairiporã,SP
29791,8,Brasília,DF
37218,8,Água Branca,AL
39405,47,Socorro,SP
39442,57,Arujá,SP
39478,58,Charqueada,SP
39514,58,Jambeiro,SP
39550,58,Pilar do Sul,SP
39586,58,São Luís do Paraitinga,SP
39622,61,Piedade,SP
39658,61,Mogi Mirim,SP
39694,64,Amparo,SP
39759,73,Atibaia,SP
39795,80,Paulínia,SP
39831,88,Itatiba,SP
39867,94,Cabreúva,SP
39903,92,Artur Nogueira,SP
39939,96,Andradas,MG
39974,96,Nova Odessa,SP
40114,107,Valinhos,SP
40149,97,Santo Anastácio,SP
40184,108,São Luís do Paraitinga,SP
40219,110,Curitiba,PR
40254,110,Americana,SP
40289,112,Curitiba,PR
40324,86,Águas de Lindóia,SP
40359,11,Aguaí,SP
40394,121,Cerquilho,SP
8453,33,Barueri,SP
8456,33,Bauru,SP
8467,33,Boituva,SP
8468,33,Bom Jesus dos Perdões,SP
8474,33,Botucatu,SP
8475,33,Bragança Paulista,SP
8484,33,Cabreúva,SP
8485,33,Caçapava,SP
8490,33,Caieiras,SP
8492,33,Cajamar,SP
8497,33,Campinas,SP
8498,33,Campo Limpo Paulista,SP
8500,33,Campos Novos Paulista,SP
8508,33,Capivari,SP
8510,33,Carapicuíba,SP
8515,33,Catanduva,SP
8518,33,Cerqueira César,SP
8519,33,Cerquilho,SP
8520,33,Cesário Lange,SP
8521,33,Charqueada,SP
8528,33,Cordeirópolis,SP
8532,33,Cosmópolis,SP
8534,33,Cotia,SP
8542,33,Diadema,SP
8554,33,Elias Fausto,SP
8561,33,Espírito Santo do Pinhal,SP
8563,33,Estiva Gerbi,SP
8576,33,Franca,SP
8577,33,Francisco Morato,SP
8578,33,Franco da Rocha,SP
40429,121,Lorena,SP
40464,121,Serra Negra,SP
40499,132,Atibaia,SP
40534,86,Piracicaba,SP
8603,33,Guarulhos,SP
8607,33,Holambra,SP
8608,33,Hortolândia,SP
8616,33,Ibiúna,SP
8620,33,Igarapava,SP
8621,33,Igaratá,SP
8622,33,Iguape,SP
8623,33,Ilha Comprida,SP
8625,33,Ilhabela,SP
8626,33,Indaiatuba,SP
8630,33,Ipaussu,SP
8636,33,Iracemápolis,SP
8640,33,Itaí,SP
8645,33,Itapecerica da Serra,SP
8646,33,Itapetininga,SP
8647,33,Itapeva,SP
8648,33,Itapevi,SP
8649,33,Itapira,SP
8650,33,Itapirapuã Paulista,SP
8651,33,Itápolis,SP
8652,33,Itaporanga,SP
8653,33,Itapuí,SP
8654,33,Itapura,SP
8655,33,Itaquaquecetuba,SP
8656,33,Itararé,SP
8657,33,Itariri,SP
8658,33,Itatiba,SP
8659,33,Itatinga,SP
8660,33,Itirapina,SP
8661,33,Itirapuã,SP
8662,33,Itobi,SP
8663,33,Itu,SP
8664,33,Itupeva,SP
8665,33,Ituverava,SP
8666,33,Jaborandi,SP
8667,33,Jaboticabal,SP
8668,33,Jacareí,SP
8669,33,Jaci,SP
8670,33,Jacupiranga,SP
8671,33,Jaguariúna,SP
8672,33,Jales,SP
8673,33,Jambeiro,SP
8674,33,Jandira,SP
8675,33,Jardinópolis,SP
8676,33,Jarinu,SP
8677,33,Jaú,SP
8678,33,Jeriquara,SP
8679,33,Joanópolis,SP
8680,33,João Ramalho,SP
8681,33,José Bonifácio,SP
8682,33,Júlio Mesquita,SP
8683,33,Jumirim,SP
8684,33,Jundiaí,SP
8685,33,Junqueirópolis,SP
8686,33,Juquiá,SP
8687,33,Juquitiba,SP
8688,33,Lagoinha,SP
8689,33,Laranjal Paulista,SP
8690,33,Lavínia,SP
8691,33,Lavrinhas,SP
8692,33,Leme,SP
8693,33,Lençóis Paulista,SP
8694,33,Limeira,SP
8695,33,Lindóia,SP
8696,33,Lins,SP
8697,33,Lorena,SP
8698,33,Lourdes,SP
8699,33,Louveira,SP
8700,33,Lucélia,SP
8701,33,Lucianópolis,SP
8702,33,Luís Antônio,SP
8703,33,Luiziânia,SP
8704,33,Lupércio,SP
8705,33,Lutécia,SP
8706,33,Macatuba,SP
8707,33,Macaubal,SP
8708,33,Macedônia,SP
8709,33,Magda,SP
8710,33,Mairinque,SP
8711,33,Mairiporã,SP
8712,33,Manduri,SP
8713,33,Marabá Paulista,SP
8714,33,Maracaí,SP
8715,33,Marapoama,SP
8716,33,Mariápolis,SP
8717,33,Marília,SP
8718,33,Marinópolis,SP
8719,33,Martinópolis,SP
8720,33,Matão,SP
8721,33,Mauá,SP
8722,33,Mendonça,SP
8723,33,Meridiano,SP
8724,33,Mesópolis,SP
8725,33,Miguelópolis,SP
8726,33,Mineiros do Tietê,SP
8727,33,Mira Estrela,SP
8728,33,Miracatu,SP
8729,33,Mirandópolis,SP
8730,33,Mirante do Paranapanema,SP
8731,33,Mirassol,SP
8732,33,Mirassolândia,SP
8733,33,Mococa,SP
8734,33,Mogi das Cruzes,SP
8735,33,Mogi Guaçu,SP
8736,33,Mogi Mirim,SP
8739,33,Mongaguá,SP
8740,33,Monte Alegre do Sul,SP
8745,33,Monte Mor,SP
8748,33,Morungaba,SP
8754,33,Nazaré Paulista,SP
8767,33,Nova Odessa,SP
8778,33,Osasco,SP
8780,33,Osvaldo Cruz,SP
43497,498,Piracaia,SP
43533,527,São Paulo,SP
43750,528,Cotia,SP
43781,530,Indaiatuba,SP
43812,531,Araraquara,SP
43843,531,Itaquaquecetuba,SP
43874,531,Dobrada,SP
43905,531,Gastão Vidigal,SP
43936,531,Palmital,SP
43967,531,Santos,SP
43998,531,Álvares Florence,SP
44029,531,Ibirá,SP
44060,531,Piedade,SP
44091,531,Presidente Alves,SP
44122,531,Aspásia,SP
44153,531,Itajobi,SP
44184,531,José Bonifácio,SP
44215,531,Rifaina,SP
44246,531,Santa Gertrudes,SP
44277,531,Campo Limpo Paulista,SP
44308,531,Magda,SP
44339,531,Monte Castelo,SP
44370,531,São João de Iracema,SP
44401,531,Taiaçu,SP
44432,531,Uchoa,SP
44463,536,Sumaré,SP
8794,33,Paranapuã,SP
8795,33,Parapuã,SP
8796,33,Pardinho,SP
8797,33,Pariquera-Açu,SP
8799,33,Patrocínio Paulista,SP
8800,33,Paulicéia,SP
8801,33,Paulínia,SP
8802,33,Paulistânia,SP
8805,33,Pedra Bela,SP
8806,33,Pedranópolis,SP
8808,33,Pedreira,SP
8809,33,Pedrinhas Paulista,SP
8810,33,Pedro de Toledo,SP
8811,33,Penápolis,SP
8812,33,Pereira Barreto,SP
8813,33,Pereiras,SP
8820,33,Pinhalzinho,SP
8821,33,Piquerobi,SP
8822,33,Piquete,SP
8823,33,Piracaia,SP
8824,33,Piracicaba,SP
8825,33,Piraju,SP
8826,33,Pirajuí,SP
8827,33,Pirangi,SP
8828,33,Pirapora do Bom Jesus,SP
8829,33,Pirapozinho,SP
8830,33,Pirassununga,SP
8831,33,Piratininga,SP
8832,33,Pitangueiras,SP
8833,33,Planalto,SP
8834,33,Platina,SP
8835,33,Poá,SP
8836,33,Poloni,SP
8837,33,Pompéia,SP
8838,33,Pongaí,SP
8839,33,Pontal,SP
8840,33,Pontalinda,SP
8841,33,Pontes Gestal,SP
8842,33,Populina,SP
8843,33,Porangaba,SP
8844,33,Porto Feliz,SP
8845,33,Porto Ferreira,SP
8846,33,Potim,SP
8847,33,Potirendaba,SP
8848,33,Pracinha,SP
8849,33,Pradópolis,SP
8850,33,Praia Grande,SP
8851,33,Pratânia,SP
8852,33,Presidente Alves,SP
8853,33,Presidente Bernardes,SP
8854,33,Presidente Epitácio,SP
8855,33,Presidente Prudente,SP
8856,33,Presidente Venceslau,SP
8857,33,Promissão,SP
8858,33,Quadra,SP
8859,33,Quatá,SP
8860,33,Queiroz,SP
8861,33,Queluz,SP
8862,33,Quintana,SP
8863,33,Rafard,SP
8864,33,Rancharia,SP
8865,33,Redenção da Serra,SP
8866,33,Regente Feijó,SP
8867,33,Reginópolis,SP
8868,33,Registro,SP
8869,33,Restinga,SP
8870,33,Ribeira,SP
8871,33,Ribeirão Bonito,SP
8872,33,Ribeirão Branco,SP
8873,33,Ribeirão Corrente,SP
8875,33,Ribeirão dos Índios,SP
8876,33,Ribeirão Grande,SP
8877,33,Ribeirão Pires,SP
8878,33,Ribeirão Preto,SP
8879,33,Rifaina,SP
8881,33,Rinópolis,SP
8882,33,Rio Claro,SP
8883,33,Rio das Pedras,SP
8884,33,Rio Grande da Serra,SP
8885,33,Riolândia,SP
8886,33,Riversul,SP
8888,33,Roseira,SP
8889,33,Rubiácea,SP
8890,33,Rubinéia,SP
8891,33,Sabino,SP
8892,33,Sagres,SP
8893,33,Sales,SP
8894,33,Sales Oliveira,SP
8897,33,Saltinho,SP
8898,33,Salto,SP
8899,33,Salto de Pirapora,SP
8900,33,Salto Grande,SP
8904,33,Santa Bárbara d`Oeste,SP
8905,33,Santa Branca,SP
8908,33,Santa Cruz da Esperança,SP
8909,33,Santa Cruz das Palmeiras,SP
8911,33,Santa Ernestina,SP
8912,33,Santa Fé do Sul,SP
8913,33,Santa Gertrudes,SP
8916,33,Santa Maria da Serra,SP
8917,33,Santa Mercedes,SP
8918,33,Santa Rita d`Oeste,SP
8920,33,Santa Rosa de Viterbo,SP
8921,33,Santa Salete,SP
8922,33,Santana da Ponte Pensa,SP
8923,33,Santana de Parnaíba,SP
8924,33,Santo Anastácio,SP
8925,33,Santo André,SP
8926,33,Santo Antônio da Alegria,SP
8927,33,Santo Antônio de Posse,SP
8929,33,Santo Antônio do Jardim,SP
8930,33,Santo Antônio do Pinhal,SP
8931,33,Santo Expedito,SP
8932,33,Santópolis do Aguapeí,SP
8935,33,São Bernardo do Campo,SP
8936,33,São Caetano do Sul,SP
8937,33,São Carlos,SP
8943,33,São Joaquim da Barra,SP
8944,33,São José da Bela Vista,SP
8947,33,São José do Rio Preto,SP
8948,33,São José dos Campos,SP
8949,33,São Lourenço da Serra,SP
8951,33,São Manuel,SP
8952,33,São Miguel Arcanjo,SP
8953,33,São Paulo,SP
8954,33,São Pedro,SP
8955,33,São Pedro do Turvo,SP
8956,33,São Roque,SP
8957,33,São Sebastião,SP
8959,33,São Simão,SP
8960,33,São Vicente,SP
8965,33,Serra Negra,SP
8967,33,Sertãozinho,SP
8969,33,Severínia,SP
8970,33,Silveiras,SP
8971,33,Socorro,SP
8972,33,Sorocaba,SP
8974,33,Sumaré,SP
8977,33,Tabapuã,SP
8978,33,Tabatinga,SP
8979,33,Taboão da Serra,SP
8980,33,Taciba,SP
8981,33,Taguaí,SP
8983,33,Taiúva,SP
8985,33,Tanabi,SP
8987,33,Tapiratiba,SP
8990,33,Taquarituba,SP
8993,33,Tarumã,SP
8994,33,Tatuí,SP
8995,33,Taubaté,SP
8996,33,Tejupá,SP
8997,33,Teodoro Sampaio,SP
8998,33,Terra Roxa,SP
8999,33,Tietê,SP
9000,33,Timburi,SP
9001,33,Torre de Pedra,SP
9002,33,Torrinha,SP
9004,33,Tremembé,SP
9008,33,Tupi Paulista,SP
9009,33,Turiúba,SP
9020,33,Valinhos,SP
9022,33,Vargem,SP
9023,33,Vargem Grande do Sul,SP
9024,33,Vargem Grande Paulista,SP
9025,33,Várzea Paulista,SP
9027,33,Vinhedo,SP
9199,37,Santa Quitéria do Maranhão,MA
9200,37,Santa Rita,MA
9201,37,Santana do Maranhão,MA
9202,37,Santo Amaro do Maranhão,MA
9203,37,Santo Antônio dos Lopes,MA
9204,37,São Benedito do Rio Preto,MA
9205,37,São Bento,MA
9206,37,São Bernardo,MA
9207,37,São Domingos do Azeitão,MA
9208,37,São Domingos do Maranhão,MA
9209,37,São Félix de Balsas,MA
9210,37,São Francisco do Brejão,MA
9211,37,São Francisco do Maranhão,MA
9212,37,São João Batista,MA
9213,37,São João do Carú,MA
9214,37,São João do Paraíso,MA
9215,37,São João do Soter,MA
9216,37,São João dos Patos,MA
9217,37,São José de Ribamar,MA
9218,37,São José dos Basílios,MA
9219,37,São Luís,MA
9220,37,São Luís Gonzaga do Maranhão,MA
9221,37,São Mateus do Maranhão,MA
9222,37,São Pedro da Água Branca,MA
9223,37,São Pedro dos Crentes,MA
9224,37,São Raimundo das Mangabeiras,MA
9225,37,São Raimundo do Doca Bezerra,MA
9226,37,São Roberto,MA
9227,37,São Vicente Ferrer,MA
9228,37,Satubinha,MA
9229,37,Senador Alexandre Costa,MA
9230,37,Senador La Rocque,MA
5830,17,Paulínia,SP
5835,17,Sumaré,SP
5840,17,Americana,SP
6386,34,Santos,SP
6387,34,São Bento do Sapucaí,SP
6388,34,São Bernardo do Campo,SP
6389,34,São Caetano do Sul,SP
6390,34,São Carlos,SP
6391,34,São Francisco,SP
6392,34,São João da Boa Vista,SP
6393,34,São João das Duas Pontes,SP
6394,34,São João de Iracema,SP
6395,34,São João do Pau d`Alho,SP
6396,34,São Joaquim da Barra,SP
6397,34,São José da Bela Vista,SP
6398,34,São José do Barreiro,SP
6399,34,São José do Rio Pardo,SP
6400,34,São José do Rio Preto,SP
6401,34,São José dos Campos,SP
6402,34,São Lourenço da Serra,SP
6403,34,São Luís do Paraitinga,SP
6404,34,São Manuel,SP
6405,34,São Miguel Arcanjo,SP
6406,34,São Paulo,SP
6407,34,São Pedro,SP
6408,34,São Pedro do Turvo,SP
6409,34,São Roque,SP
6410,34,São Sebastião,SP
6411,34,São Sebastião da Grama,SP
6412,34,São Simão,SP
6413,34,São Vicente,SP
6414,34,Sarapuí,SP
6415,34,Sarutaiá,SP
6416,34,Sebastianópolis do Sul,SP
6417,34,Serra Azul,SP
6418,34,Serra Negra,SP
6419,34,Serrana,SP
6420,34,Sertãozinho,SP
6421,34,Sete Barras,SP
6422,34,Severínia,SP
6423,34,Silveiras,SP
6424,34,Socorro,SP
6425,34,Sorocaba,SP
6426,34,Sud Mennucci,SP
6427,34,Sumaré,SP
6428,34,Suzanápolis,SP
6429,34,Suzano,SP
6430,34,Tabapuã,SP
6431,34,Tabatinga,SP
6432,34,Taboão da Serra,SP
6433,34,Taciba,SP
6434,34,Taguaí,SP
6435,34,Taiaçu,SP
6436,34,Taiúva,SP
6437,34,Tambaú,SP
6438,34,Tanabi,SP
6439,34,Tapiraí,SP
6440,34,Tapiratiba,SP
6441,34,Taquaral,SP
6442,34,Taquaritinga,SP
6443,34,Taquarituba,SP
6444,34,Taquarivaí,SP
6445,34,Tarabai,SP
6446,34,Tarumã,SP
6447,34,Tatuí,SP
6448,34,Taubaté,SP
6449,34,Tejupá,SP
6450,34,Teodoro Sampaio,SP
6451,34,Terra Roxa,SP
6452,34,Tietê,SP
6453,34,Timburi,SP
6454,34,Torre de Pedra,SP
6455,34,Torrinha,SP
6456,34,Trabiju,SP
