user_id,consumidor_id,cep,cidade,cidade_id,estado,estado_id,anomes_cadastro,data_cadastro,data_ultimo_login,data_aniversario_pf,cadastro_com_cidade,tipo
890578,6618,08568-220,POÁ,5152,SÃO PAULO,26,201907,03-07-2019,03-07-2019,19-02-1963,1,PF
890522,6617,05023-000,SÃO PAULO,5270,SÃO PAULO,26,201907,03-07-2019,03-07-2019,12-03-1980,1,PF
889065,6614,"",,,,,201907,02-07-2019,02-07-2019,,0,
888278,6652,02452-001,SÃO PAULO,5270,SÃO PAULO,26,201907,02-07-2019,10-07-2019,,1,PJ
888195,6612,"",,,,,201907,02-07-2019,18-07-2019,,0,
887690,6611,"",,,,,201907,02-07-2019,02-07-2019,,0,
887073,6609,08717-460,MOGI DAS CRUZES,5051,SÃO PAULO,26,201907,02-07-2019,02-07-2019,29-11-1988,1,PF
886982,6610,04408-004,SÃO PAULO,5270,SÃO PAULO,26,201907,02-07-2019,02-07-2019,,1,PJ
886967,6613,"",,,,,201907,02-07-2019,02-07-2019,,0,
886539,6608,04942-030,SÃO PAULO,5270,SÃO PAULO,26,201907,02-07-2019,02-07-2019,28-03-1996,1,PF
885983,6607,06543-255,SANTANA DE PARNAÍBA,5240,SÃO PAULO,26,201907,02-07-2019,02-07-2019,17-06-2000,1,PF
885559,6606,03676-010,SÃO PAULO,5270,SÃO PAULO,26,201907,02-07-2019,02-07-2019,,1,PJ
884772,6605,"",,,,,201907,02-07-2019,02-07-2019,,0,
883790,6604,05017-020,SÃO PAULO,5270,SÃO PAULO,26,201907,02-07-2019,17-07-2019,01-06-1975,1,PF
883111,6703,08320-790,SÃO PAULO,5270,SÃO PAULO,26,201907,02-07-2019,27-07-2019,21-08-1995,1,PF
883108,6602,"",,,,,201907,02-07-2019,02-07-2019,,0,
882892,6601,07936-190,FRANCISCO MORATO,4894,SÃO PAULO,26,201907,01-07-2019,29-07-2019,27-02-1998,1,PF
882314,6600,09132-410,SANTO ANDRÉ,5242,SÃO PAULO,26,201907,01-07-2019,01-07-2019,,1,PJ
882018,6599,04842-280,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,01-07-2019,20-02-1994,1,PF
881907,6598,03344-040,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,01-07-2019,12-04-1953,1,PF
881848,6597,"",,,,,201907,01-07-2019,01-07-2019,,0,
881474,6595,01124-010,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,23-10-2019,15-01-1993,1,PF
881278,6594,04860-070,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,01-07-2019,17-02-2000,1,PF
881271,6593,13960-000,SOCORRO,5288,SÃO PAULO,26,201907,01-07-2019,02-10-2019,25-03-1985,1,PF
881065,6591,"",,,,,201907,01-07-2019,01-07-2019,,0,
881036,6592,18430-000,RIBEIRÃO BRANCO,5189,SÃO PAULO,26,201907,01-07-2019,01-07-2019,17-07-1997,1,PF
880603,6588,18013-300,SOROCABA,5289,SÃO PAULO,26,201907,01-07-2019,01-07-2019,,1,PJ
880529,6587,"",,,,,201907,01-07-2019,01-07-2019,,0,
880455,6589,04844-480,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,29-08-2019,,1,PJ
880408,6584,04671-245,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,01-07-2019,,1,PJ
880400,6586,05688-000,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,01-07-2019,07-02-1986,1,PF
879695,6583,04040-002,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,01-07-2019,,1,PJ
879363,6582,02553-050,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,01-07-2019,05-03-1969,1,PF
878901,6590,"",,,,,201907,01-07-2019,01-07-2019,,0,
878471,6581,"",,,,,201907,01-07-2019,01-07-2019,,0,
877418,6580,02417-160,SÃO PAULO,5270,SÃO PAULO,26,201907,01-07-2019,01-07-2019,23-07-1984,1,PF
876701,6585,"",,,,,201907,01-07-2019,01-07-2019,,0,
876019,6579,05516-070,SÃO PAULO,5270,SÃO PAULO,26,201906,30-06-2019,30-06-2019,11-04-1968,1,PF
875602,6578,02867-090,SÃO PAULO,5270,SÃO PAULO,26,201906,30-06-2019,30-06-2019,26-09-1991,1,PF
874340,6577,03475-070,SÃO PAULO,5270,SÃO PAULO,26,201906,30-06-2019,30-06-2019,,1,PJ
874075,6576,08411-000,SÃO PAULO,5270,SÃO PAULO,26,201906,30-06-2019,31-07-2019,10-07-1980,1,PF
873295,6575,04740-000,SÃO PAULO,5270,SÃO PAULO,26,201906,30-06-2019,30-06-2019,11-05-1951,1,PF
869706,6574,05212-000,SÃO PAULO,5270,SÃO PAULO,26,201906,29-06-2019,29-06-2019,,1,PJ
869492,6603,08581-410,ITAQUAQUECETUBA,4972,SÃO PAULO,26,201906,29-06-2019,02-07-2019,25-05-1989,1,PF
869471,6572,"",,,,,201906,29-06-2019,29-06-2019,,0,
863438,6569,08141-640,SÃO PAULO,5270,SÃO PAULO,26,201906,28-06-2019,28-06-2019,02-04-1975,1,PF
861385,6568,03315-000,SÃO PAULO,5270,SÃO PAULO,26,201906,28-06-2019,28-06-2019,,1,PJ
861289,6567,"",,,,,201906,28-06-2019,28-06-2019,,0,
860883,6566,11088-550,SANTOS,5250,SÃO PAULO,26,201906,28-06-2019,16-09-2019,,1,PJ
858320,6571,97543-060,ALEGRETE,3855,RIO GRANDE DO SUL,23,201906,28-06-2019,29-06-2019,,1,PJ
858230,6564,72306-605,BRASÍLIA,882,DISTRITO FEDERAL,7,201906,28-06-2019,28-06-2019,14-02-1993,1,PF
857383,6563,06766-180,TABOÃO DA SERRA,5296,SÃO PAULO,26,201906,27-06-2019,27-06-2019,,1,PJ
857119,6562,02809-060,SÃO PAULO,5270,SÃO PAULO,26,201906,27-06-2019,25-07-2019,,1,PJ
857115,6561,"",,,,,201906,27-06-2019,27-06-2019,,0,
856966,6560,05662-020,OIAPOQUE,211,AMAPÁ,4,201906,27-06-2019,27-06-2019,29-02-1996,1,PF
856931,6559,07061-003,GUARULHOS,4920,SÃO PAULO,26,201906,27-06-2019,27-06-2019,,1,PJ
856731,6557,"",,,,,201906,27-06-2019,27-06-2019,,0,
856688,6556,"",,,,,201906,27-06-2019,27-06-2019,,0,
855541,6554,05565-200,SÃO PAULO,5270,SÃO PAULO,26,201906,27-06-2019,27-06-2019,30-11-1998,1,PF
855513,6555,02205-000,SÃO PAULO,5270,SÃO PAULO,26,201906,27-06-2019,21-10-2019,12-01-1965,1,PF
855371,6553,"",,,,,201906,27-06-2019,27-06-2019,,0,
854854,6552,"",,,,,201906,27-06-2019,27-06-2019,,0,
854635,6550,13081-720,CAMPINAS,4814,SÃO PAULO,26,201906,27-06-2019,27-06-2019,,1,PJ
854580,6551,07143-000,GUARULHOS,4920,SÃO PAULO,26,201906,27-06-2019,27-06-2019,,1,PJ
854559,6549,07791-075,CAJAMAR,4809,SÃO PAULO,26,201906,27-06-2019,27-06-2019,19-08-1992,1,PF
854431,6546,"",,,,,201906,27-06-2019,27-06-2019,,0,
854218,6544,05655-030,SÃO PAULO,5270,SÃO PAULO,26,201906,27-06-2019,16-07-2019,11-04-1977,1,PF
854190,6547,02133-020,SÃO PAULO,5270,SÃO PAULO,26,201906,27-06-2019,17-07-2019,28-06-1996,1,PF
854045,6545,"",,,,,201906,27-06-2019,27-06-2019,,0,
853919,6543,02883-140,SÃO PAULO,5270,SÃO PAULO,26,201906,27-06-2019,27-06-2019,07-09-1979,1,PF
852949,6541,37590-000,JACUTINGA,1958,MINAS GERAIS,11,201906,27-06-2019,27-06-2019,13-09-1974,1,PF
851504,6540,19680-000,JOÃO RAMALHO,4997,SÃO PAULO,26,201906,26-06-2019,26-06-2019,,1,PJ
850925,6539,05143-020,SÃO PAULO,5270,SÃO PAULO,26,201906,26-06-2019,26-06-2019,,1,PJ
850776,6538,06320-400,CARAPICUÍBA,4827,SÃO PAULO,26,201906,26-06-2019,26-06-2019,02-05-1997,1,PF
849900,6537,14177-523,SERTÃOZINHO,5284,SÃO PAULO,26,201906,26-06-2019,26-06-2019,,1,PJ
849824,6536,05138-520,SÃO PAULO,5270,SÃO PAULO,26,201906,26-06-2019,26-06-2019,,1,PJ
849464,6535,13960-000,SOCORRO,5288,SÃO PAULO,26,201906,26-06-2019,27-06-2019,,1,PJ
849459,6534,11623-100,SÃO SEBASTIÃO,5274,SÃO PAULO,26,201906,26-06-2019,26-06-2019,,1,PJ
849236,6533,"",,,,,201906,26-06-2019,26-06-2019,,0,
848915,6532,12940-750,ATIBAIA,4753,SÃO PAULO,26,201906,26-06-2019,26-06-2019,,1,PJ
848679,6531,05756-220,SÃO PAULO,5270,SÃO PAULO,26,201906,26-06-2019,26-06-2019,,1,PJ
848659,6530,01006-904,SÃO PAULO,5270,SÃO PAULO,26,201906,26-06-2019,26-06-2019,,1,PJ
848182,6565,13960-000,SOCORRO,5288,SÃO PAULO,26,201906,26-06-2019,27-09-2019,04-05-1988,1,PF
846062,6529,02846-000,SÃO PAULO,5270,SÃO PAULO,26,201906,26-06-2019,26-06-2019,28-01-1987,1,PF
845470,6528,"",,,,,201906,26-06-2019,26-06-2019,,0,
845292,6527,18190-000,ARAÇOIABA DA SERRA,4738,SÃO PAULO,26,201906,26-06-2019,26-06-2019,,1,PJ
844803,6526,"",,,,,201906,25-06-2019,25-06-2019,,0,
844208,6525,04715-005,SÃO PAULO,5270,SÃO PAULO,26,201906,25-06-2019,29-10-2019,,1,PJ
843798,6522,13300-065,ITU,4980,SÃO PAULO,26,201906,25-06-2019,21-09-2019,,1,PJ
843642,6521,05128-000,SÃO PAULO,5270,SÃO PAULO,26,201906,25-06-2019,25-06-2019,,1,PJ
843364,6519,93348-440,PORTO ALEGRE,4174,RIO GRANDE DO SUL,23,201906,25-06-2019,25-06-2019,20-06-1995,1,PF
843320,6518,06409-040,BARUERI,4770,SÃO PAULO,26,201906,25-06-2019,25-06-2019,,1,PJ
843188,6517,97700-000,SANTIAGO,4221,RIO GRANDE DO SUL,23,201906,25-06-2019,25-06-2019,,1,PJ
843119,6520,11950-000,CAJATI,4810,SÃO PAULO,26,201906,25-06-2019,25-06-2019,13-10-1983,1,PF
842684,6516,12519-010,GUARATINGUETÁ,4916,SÃO PAULO,26,201906,25-06-2019,25-06-2019,18-06-1974,1,PF
842181,6513,13874-245,SÃO JOÃO DA BOA VISTA,5256,SÃO PAULO,26,201906,25-06-2019,25-06-2019,,1,PJ
841909,6511,01424-000,SÃO PAULO,5270,SÃO PAULO,26,201906,25-06-2019,25-06-2019,,1,PJ
841643,6514,11430-003,GUARUJÁ,4919,SÃO PAULO,26,201906,25-06-2019,16-09-2019,,1,PJ
841430,6512,11060-002,SANTOS,5250,SÃO PAULO,26,201906,25-06-2019,25-06-2019,22-08-1969,1,PF
840210,6510,"",,,,,201906,25-06-2019,25-06-2019,,0,
839354,6509,04427-020,SÃO PAULO,5270,SÃO PAULO,26,201906,25-06-2019,25-06-2019,,1,PJ
839111,6508,"",,,,,201906,25-06-2019,25-06-2019,,0,
838701,6507,08431-620,SÃO PAULO,5270,SÃO PAULO,26,201906,25-06-2019,25-06-2019,01-03-2000,1,PF
837627,6515,"",,,,,201906,24-06-2019,25-06-2019,,0,
837495,6504,09170-780,SANTO ANDRÉ,5242,SÃO PAULO,26,201906,24-06-2019,24-06-2019,20-12-1988,1,PF
837470,6502,"",,,,,201906,24-06-2019,24-06-2019,,0,
837270,6505,13467-610,AMERICANA,4724,SÃO PAULO,26,201906,24-06-2019,24-06-2019,,1,PJ
837248,6501,36180-000,RIO POMBA,2213,MINAS GERAIS,11,201906,24-06-2019,24-06-2019,,1,PJ
837045,6500,01012-010,SÃO PAULO,5270,SÃO PAULO,26,201906,24-06-2019,24-06-2019,,1,PJ
836198,6499,37750-000,MACHADO,2013,MINAS GERAIS,11,201906,24-06-2019,24-06-2019,16-03-1999,1,PF
836076,6497,08465-220,SÃO PAULO,5270,SÃO PAULO,26,201906,24-06-2019,24-06-2019,,1,PJ
836060,6498,03928-240,SÃO PAULO,5270,SÃO PAULO,26,201906,24-06-2019,24-06-2019,,1,PJ
835905,6496,08530-440,FERRAZ DE VASCONCELOS,4888,SÃO PAULO,26,201906,24-06-2019,24-06-2019,04-01-1983,1,PF
835758,6495,01313-001,SÃO PAULO,5270,SÃO PAULO,26,201906,24-06-2019,24-06-2019,07-05-1985,1,PF
835603,6493,"",,,,,201906,24-06-2019,24-06-2019,,0,
835565,6494,05117-002,SÃO PAULO,5270,SÃO PAULO,26,201906,24-06-2019,24-06-2019,,1,PJ
835139,6491,88215-000,BOMBINHAS,4455,SANTA CATARINA,24,201906,24-06-2019,24-06-2019,,1,PJ
833815,6490,09350-580,MAUÁ,5038,SÃO PAULO,26,201906,24-06-2019,24-06-2019,07-03-1998,1,PF
833779,6489,07231-180,GUARULHOS,4920,SÃO PAULO,26,201906,24-06-2019,02-09-2019,28-05-1990,1,PF
832669,6488,"",,,,,201906,24-06-2019,24-06-2019,,0,
832550,6487,13041-306,CAMPINAS,4814,SÃO PAULO,26,201906,24-06-2019,19-07-2019,05-06-1994,1,PF
831492,6486,18670-000,AREIÓPOLIS,4747,SÃO PAULO,26,201906,23-06-2019,10-07-2019,,1,PJ
830480,6485,23081-020,RIO DE JANEIRO,3658,RIO DE JANEIRO,19,201906,23-06-2019,24-06-2019,,1,PJ
829129,6484,05010-000,SÃO PAULO,5270,SÃO PAULO,26,201906,23-06-2019,23-06-2019,14-10-1981,1,PF
828805,6483,39740-000,GUANHÃES,1882,MINAS GERAIS,11,201906,23-06-2019,23-06-2019,,1,PJ
828123,6482,06754-200,TABOÃO DA SERRA,5296,SÃO PAULO,26,201906,23-06-2019,23-06-2019,,1,PJ
827699,6481,09132-750,SANTO ANDRÉ,5242,SÃO PAULO,26,201906,23-06-2019,23-06-2019,20-08-1979,1,PF
824761,6480,"",,,,,201906,22-06-2019,22-06-2019,,0,
823530,6479,"",,,,,201906,22-06-2019,22-06-2019,,0,
823458,6478,06018-210,OSASCO,5095,SÃO PAULO,26,201906,22-06-2019,22-06-2019,29-06-1972,1,PF
823191,6477,99615-000,TRINDADE DO SUL,4310,RIO GRANDE DO SUL,23,201906,22-06-2019,22-06-2019,,1,PJ
823095,6476,03175-010,SÃO PAULO,5270,SÃO PAULO,26,201906,22-06-2019,22-06-2019,22-07-1980,1,PF
820305,6570,05571-050,SÃO PAULO,5270,SÃO PAULO,26,201906,22-06-2019,29-06-2019,29-06-1962,1,PF
819871,6475,06900-000,EMBU-GUAÇU,4875,SÃO PAULO,26,201906,21-06-2019,21-06-2019,09-07-2001,1,PF
819498,6474,03807-070,SÃO PAULO,5270,SÃO PAULO,26,201906,21-06-2019,02-07-2019,,1,PJ
819170,6473,"",,,,,201906,21-06-2019,21-06-2019,,0,
818071,6471,12082-240,TAUBATÉ,5312,SÃO PAULO,26,201906,21-06-2019,21-06-2019,28-02-1991,1,PF
817216,6470,13150-695,COSMÓPOLIS,4849,SÃO PAULO,26,201906,21-06-2019,21-06-2019,,1,PJ
817177,6469,30860-160,BELO HORIZONTE,1630,MINAS GERAIS,11,201906,21-06-2019,21-06-2019,20-03-1973,1,PF
814998,6467,07022-000,GUARULHOS,4920,SÃO PAULO,26,201906,21-06-2019,12-07-2019,26-11-1984,1,PF
813027,6465,03057-070,SÃO PAULO,5270,SÃO PAULO,26,201906,20-06-2019,01-07-2019,29-04-1972,1,PF
812616,6464,12061-600,TAUBATÉ,5312,SÃO PAULO,26,201906,20-06-2019,20-06-2019,07-04-1999,1,PF
808657,6463,05264-010,SÃO PAULO,5270,SÃO PAULO,26,201906,20-06-2019,20-06-2019,08-10-1968,1,PF
807723,6462,35430-173,NOVA PONTE,2086,MINAS GERAIS,11,201906,19-06-2019,19-06-2019,15-08-1999,1,PF
807451,6461,03319-001,SÃO PAULO,5270,SÃO PAULO,26,201906,19-06-2019,19-06-2019,10-09-1993,1,PF
806460,6459,14806-868,ARARAQUARA,4742,SÃO PAULO,26,201906,19-06-2019,19-06-2019,,1,PJ
806215,6458,06794-090,TABOÃO DA SERRA,5296,SÃO PAULO,26,201906,19-06-2019,04-07-2019,13-05-1955,1,PF
805867,6457,"",,,,,201906,19-06-2019,19-06-2019,,0,
805776,6456,04517-002,SÃO PAULO,5270,SÃO PAULO,26,201906,19-06-2019,19-06-2019,,1,PJ
805633,6466,01255-000,SÃO PAULO,5270,SÃO PAULO,26,201906,19-06-2019,20-06-2019,,1,PJ
805443,6548,08020-220,SÃO PAULO,5270,SÃO PAULO,26,201906,19-06-2019,27-06-2019,,1,PJ
804757,6472,09541-250,SÃO CAETANO DO SUL,5253,SÃO PAULO,26,201906,19-06-2019,25-10-2019,30-01-1979,1,PF
804650,6455,13300-220,ITU,4980,SÃO PAULO,26,201906,19-06-2019,22-06-2019,01-11-1954,1,PF
804562,6454,"",,,,,201906,19-06-2019,19-06-2019,,0,
804436,6453,08594-270,ITAQUAQUECETUBA,4972,SÃO PAULO,26,201906,19-06-2019,30-08-2019,19-03-1984,1,PF
804095,6452,08390-320,SÃO PAULO,5270,SÃO PAULO,26,201906,19-06-2019,19-06-2019,,1,PJ
803658,6523,13800-177,MOGI MIRIM,5053,SÃO PAULO,26,201906,19-06-2019,25-06-2019,25-12-1951,1,PF
802416,6451,01224-010,SÃO PAULO,5270,SÃO PAULO,26,201906,19-06-2019,19-06-2019,08-10-1977,1,PF
802149,6450,05774-280,SÃO PAULO,5270,SÃO PAULO,26,201906,19-06-2019,19-06-2019,19-11-1996,1,PF
801812,6449,"",,,,,201906,19-06-2019,19-06-2019,,0,
799325,6448,08746-125,MOGI DAS CRUZES,5051,SÃO PAULO,26,201906,18-06-2019,18-06-2019,,1,PJ
798339,6447,05171-030,SÃO PAULO,5270,SÃO PAULO,26,201906,18-06-2019,18-06-2019,26-03-1965,1,PF
797835,6446,06767-320,TABOÃO DA SERRA,5296,SÃO PAULO,26,201906,18-06-2019,24-06-2019,,1,PJ
797826,6445,04013-000,SÃO PAULO,5270,SÃO PAULO,26,201906,18-06-2019,01-10-2019,,1,PJ
797794,6444,07142-000,GUARULHOS,4920,SÃO PAULO,26,201906,18-06-2019,04-07-2019,,1,PJ
797659,6443,18530-000,TIETÊ,5316,SÃO PAULO,26,201906,18-06-2019,18-06-2019,,1,PJ
797638,6442,18530-000,TIETÊ,5316,SÃO PAULO,26,201906,18-06-2019,18-06-2019,05-05-1983,1,PF
795234,6441,18180-000,TAPIRAÍ,5303,SÃO PAULO,26,201906,18-06-2019,18-06-2019,26-03-1983,1,PF
795228,6440,11370-080,SÃO VICENTE,5277,SÃO PAULO,26,201906,18-06-2019,18-06-2019,05-04-1997,1,PF
795126,6439,12525-000,POTIM,5163,SÃO PAULO,26,201906,18-06-2019,18-06-2019,13-06-1993,1,PF
794704,6438,03181-030,SÃO PAULO,5270,SÃO PAULO,26,201906,18-06-2019,18-06-2019,,1,PJ
794354,6436,"",,,,,201906,17-06-2019,17-06-2019,,0,
793630,6435,"",,,,,201906,17-06-2019,17-06-2019,,0,
793472,6434,02016-050,SÃO PAULO,5270,SÃO PAULO,26,201906,17-06-2019,17-06-2019,23-08-1989,1,PF
793382,6432,05750-370,SÃO PAULO,5270,SÃO PAULO,26,201906,17-06-2019,02-10-2019,,1,PJ
793274,6431,"",,,,,201906,17-06-2019,17-06-2019,,0,
793231,6460,13323-200,SALTO,5215,SÃO PAULO,26,201906,17-06-2019,19-06-2019,,1,PJ
793050,6430,01304-000,SÃO PAULO,5270,SÃO PAULO,26,201906,17-06-2019,01-07-2019,02-12-1987,1,PF
792789,6428,"",,,,,201906,17-06-2019,17-06-2019,,0,
792244,6506,"",,,,,201906,17-06-2019,24-06-2019,,0,
791978,6427,01037-001,SÃO PAULO,5270,SÃO PAULO,26,201906,17-06-2019,17-06-2019,,1,PJ
791874,6426,28055-293,CAMPOS DOS GOYTACAZES,3605,RIO DE JANEIRO,19,201906,17-06-2019,17-06-2019,,1,PJ
791387,6424,"",,,,,201906,17-06-2019,17-06-2019,,0,
791336,6425,"",,,,,201906,17-06-2019,17-06-2019,,0,
791302,6423,04655-050,SÃO PAULO,5270,SÃO PAULO,26,201906,17-06-2019,17-06-2019,27-08-1986,1,PF
790651,6420,"",,,,,201906,17-06-2019,17-06-2019,,0,
788991,6437,13506-188,RIO CLARO,5199,SÃO PAULO,26,201906,17-06-2019,31-10-2019,,1,PJ
788673,6418,"",,,,,201906,17-06-2019,17-06-2019,,0,
786695,6417,"",,,,,201906,16-06-2019,16-06-2019,,0,
780215,6416,"",,,,,201906,15-06-2019,15-06-2019,,0,
777970,6415,"",,,,,201906,15-06-2019,15-06-2019,,0,
777043,6414,06543-055,SANTANA DE PARNAÍBA,5240,SÃO PAULO,26,201906,15-06-2019,15-06-2019,29-06-1994,1,PF
776959,6413,"",,,,,201906,15-06-2019,15-06-2019,,0,
774814,6412,05414-025,SÃO PAULO,5270,SÃO PAULO,26,201906,15-06-2019,18-06-2019,31-07-1954,1,PF
773856,6411,"",,,,,201906,14-06-2019,14-06-2019,,0,
772691,6409,"",,,,,201906,14-06-2019,15-06-2019,,0,
772470,6468,06472-001,BARUERI,4770,SÃO PAULO,26,201906,14-06-2019,05-09-2019,12-08-1986,1,PF
771091,6407,03057-010,SÃO PAULO,5270,SÃO PAULO,26,201906,14-06-2019,14-06-2019,02-10-1986,1,PF
770360,6405,11724-475,PRAIA GRANDE,5167,SÃO PAULO,26,201906,14-06-2019,14-06-2019,01-01-1995,1,PF
770344,6406,09510-210,SÃO CAETANO DO SUL,5253,SÃO PAULO,26,201906,14-06-2019,09-08-2019,,1,PJ
767089,6404,"",,,,,201906,14-06-2019,14-06-2019,,0,
765776,6403,13160-054,ARTUR NOGUEIRA,4749,SÃO PAULO,26,201906,14-06-2019,14-06-2019,,1,PJ
765749,6400,"",,,,,201906,14-06-2019,14-06-2019,,0,
764483,6399,07126-330,GUARULHOS,4920,SÃO PAULO,26,201906,13-06-2019,13-06-2019,,1,PJ
763439,6397,"",,,,,201906,13-06-2019,13-06-2019,,0,
762741,6396,11925-000,ILHA COMPRIDA,4940,SÃO PAULO,26,201906,13-06-2019,05-07-2019,20-01-1977,1,PF
762457,6395,13481-723,LIMEIRA,5011,SÃO PAULO,26,201906,13-06-2019,13-06-2019,,1,PJ
762113,6393,"",,,,,201906,13-06-2019,13-06-2019,,0,
762006,6391,01233-001,SÃO PAULO,5270,SÃO PAULO,26,201906,13-06-2019,13-06-2019,14-06-1960,1,PF
761872,6394,03015-000,SÃO PAULO,5270,SÃO PAULO,26,201906,13-06-2019,13-06-2019,,1,PJ
761799,6392,04689-140,SÃO PAULO,5270,SÃO PAULO,26,201906,13-06-2019,13-06-2019,,1,PJ
761749,6408,01120-000,SÃO PAULO,5270,SÃO PAULO,26,201906,13-06-2019,14-06-2019,,1,PJ
761257,6433,03433-000,SÃO PAULO,5270,SÃO PAULO,26,201906,13-06-2019,08-09-2019,,1,PJ
759925,6389,08490-010,SÃO PAULO,5270,SÃO PAULO,26,201906,13-06-2019,13-06-2019,,1,PJ
759891,6390,18076-280,SOROCABA,5289,SÃO PAULO,26,201906,13-06-2019,13-06-2019,10-10-1993,1,PF
759545,6388,03582-120,SÃO PAULO,5270,SÃO PAULO,26,201906,13-06-2019,13-06-2019,27-05-1993,1,PF
758568,6387,89120-000,TIMBÓ,4681,SANTA CATARINA,24,201906,13-06-2019,13-06-2019,,1,PJ
758323,6386,03717-000,SÃO PAULO,5270,SÃO PAULO,26,201906,12-06-2019,13-06-2019,10-05-1964,1,PF
757828,6385,05338-000,SÃO PAULO,5270,SÃO PAULO,26,201906,12-06-2019,13-06-2019,09-06-1981,1,PF
757758,6384,02036-011,SÃO PAULO,5270,SÃO PAULO,26,201906,12-06-2019,12-06-2019,07-06-1965,1,PF
755592,6381,07714-020,CAIEIRAS,4807,SÃO PAULO,26,201906,12-06-2019,12-06-2019,10-11-1986,1,PF
755445,6380,"",,,,,201906,12-06-2019,12-06-2019,,0,
755273,6379,13026-140,CAMPINAS,4814,SÃO PAULO,26,201906,12-06-2019,19-08-2019,26-06-1994,1,PF
755017,6378,03756-070,SÃO PAULO,5270,SÃO PAULO,26,201906,12-06-2019,12-06-2019,22-03-1986,1,PF
754172,6377,15025-010,SÃO JOSÉ DO RIO PRETO,5264,SÃO PAULO,26,201906,12-06-2019,12-06-2019,05-09-1986,1,PF
754056,6382,03966-010,SÃO PAULO,5270,SÃO PAULO,26,201906,12-06-2019,12-06-2019,,1,PJ
753231,6376,"",,,,,201906,12-06-2019,12-06-2019,,0,
753159,6375,35051-640,GOVERNADOR VALADARES,1879,MINAS GERAIS,11,201906,12-06-2019,12-06-2019,13-03-1973,1,PF
751318,6374,04583-110,SÃO PAULO,5270,SÃO PAULO,26,201906,12-06-2019,12-06-2019,23-07-1983,1,PF
750487,6373,18085-844,SOROCABA,5289,SÃO PAULO,26,201906,12-06-2019,12-06-2019,,1,PJ
748481,6372,"",,,,,201906,11-06-2019,11-06-2019,,0,
747243,6370,70390-140,BRASÍLIA,882,DISTRITO FEDERAL,7,201906,11-06-2019,11-06-2019,,1,PJ
747145,6371,08550-100,POÁ,5152,SÃO PAULO,26,201906,11-06-2019,11-06-2019,04-07-1962,1,PF
746037,6365,11070-001,SANTOS,5250,SÃO PAULO,26,201906,11-06-2019,11-06-2019,24-02-1962,1,PF
745425,6364,"",,,,,201906,11-06-2019,11-06-2019,,0,
745351,6363,12906-000,BRAGANÇA PAULISTA,4792,SÃO PAULO,26,201906,11-06-2019,11-06-2019,15-01-1988,1,PF
744862,6362,05831-000,SÃO PAULO,5270,SÃO PAULO,26,201906,11-06-2019,11-06-2019,,1,PJ
744483,6361,03972-050,SÃO PAULO,5270,SÃO PAULO,26,201906,11-06-2019,11-06-2019,,1,PJ
744475,6360,03944-150,SÃO PAULO,5270,SÃO PAULO,26,201906,11-06-2019,11-06-2019,15-08-1960,1,PF
744259,6359,18230-000,SÃO MIGUEL ARCANJO,5269,SÃO PAULO,26,201906,11-06-2019,11-06-2019,27-10-1984,1,PF
744085,6358,04560-001,SÃO PAULO,5270,SÃO PAULO,26,201906,11-06-2019,01-07-2019,08-04-1977,1,PF
743558,6354,07152-806,GUARULHOS,4920,SÃO PAULO,26,201906,11-06-2019,11-06-2019,15-04-1967,1,PF
743266,6353,"",,,,,201906,11-06-2019,11-06-2019,,0,
742795,6352,06436-030,BARUERI,4770,SÃO PAULO,26,201906,11-06-2019,11-06-2019,22-01-1983,1,PF
740951,6351,08596-140,SUZANO,5293,SÃO PAULO,26,201906,11-06-2019,11-06-2019,21-08-1970,1,PF
740115,6355,01416-000,SÃO PAULO,5270,SÃO PAULO,26,201906,11-06-2019,11-06-2019,02-07-1986,1,PF
739826,6350,13848-626,MOGI GUAÇU,5052,SÃO PAULO,26,201906,11-06-2019,11-06-2019,,1,PJ
738592,6349,13075-460,CAMPINAS,4814,SÃO PAULO,26,201906,10-06-2019,10-06-2019,,1,PJ
738319,6348,13015-130,CAMPINAS,4814,SÃO PAULO,26,201906,10-06-2019,03-07-2019,07-11-1964,1,PF
736910,6347,70610-410,BRASÍLIA,882,DISTRITO FEDERAL,7,201906,10-06-2019,10-06-2019,,1,PJ
735365,6346,02076-010,SÃO PAULO,5270,SÃO PAULO,26,201906,10-06-2019,23-09-2019,,1,PJ
734624,6345,05568-090,BRAGANÇA PAULISTA,4792,SÃO PAULO,26,201906,10-06-2019,10-06-2019,,1,PJ
734030,6492,07739-605,CAIEIRAS,4807,SÃO PAULO,26,201906,10-06-2019,10-09-2019,,1,PJ
733322,6342,"",,,,,201906,10-06-2019,10-06-2019,,0,
