user_id,consumidor_id,cep,cidade,cidade_id,estado,estado_id,anomes_cadastro,data_cadastro,data_ultimo_login,data_aniversario_pf,cadastro_com_cidade,tipo
1642968,8494,"",,,,,201910,31-10-2019,31-10-2019,,0,
1642861,8493,11704-400,PRAIA GRANDE,5167,SÃO PAULO,26,201910,31-10-2019,31-10-2019,,1,PJ
1642831,8492,"",,,,,201910,31-10-2019,31-10-2019,,0,
1642498,8491,13152-246,COSMÓPOLIS,4849,SÃO PAULO,26,201910,31-10-2019,31-10-2019,,1,PJ
1640977,8490,05712-080,SÃO PAULO,5270,SÃO PAULO,26,201910,30-10-2019,30-10-2019,15-06-1982,1,PF
1640903,8489,"",,,,,201910,30-10-2019,30-10-2019,,0,
1640670,8488,"",,,,,201910,30-10-2019,30-10-2019,,0,
1640630,8487,02404-000,SÃO PAULO,5270,SÃO PAULO,26,201910,30-10-2019,30-10-2019,,1,PJ
1640012,8486,02404-000,SÃO PAULO,5270,SÃO PAULO,26,201910,30-10-2019,30-10-2019,18-06-1995,1,PF
1639876,8484,06132-140,OSASCO,5095,SÃO PAULO,26,201910,30-10-2019,30-10-2019,18-08-1993,1,PF
1639451,8483,04742-001,SÃO PAULO,5270,SÃO PAULO,26,201910,30-10-2019,30-10-2019,,1,PJ
1639240,8482,11990-000,CANANÉIA,4818,SÃO PAULO,26,201910,30-10-2019,30-10-2019,,1,PJ
1639065,8481,"",,,,,201910,30-10-2019,30-10-2019,,0,
1638701,8485,04090-013,SÃO PAULO,5270,SÃO PAULO,26,201910,30-10-2019,30-10-2019,,1,PJ
1638434,8480,04027-000,SÃO PAULO,5270,SÃO PAULO,26,201910,30-10-2019,30-10-2019,,1,PJ
1638272,8479,08674-265,SUZANO,5293,SÃO PAULO,26,201910,30-10-2019,30-10-2019,29-06-1962,1,PF
1638252,8478,"",,,,,201910,30-10-2019,30-10-2019,,0,
1638022,8477,"",,,,,201910,30-10-2019,30-10-2019,,0,
1636401,8475,08380-200,SÃO PAULO,5270,SÃO PAULO,26,201910,30-10-2019,30-10-2019,15-06-1979,1,PF
1634593,8473,"",,,,,201910,29-10-2019,30-10-2019,,0,
1634488,8472,12410-453,PINDAMONHANGABA,5135,SÃO PAULO,26,201910,29-10-2019,30-10-2019,,1,PJ
1634226,8471,"",,,,,201910,29-10-2019,29-10-2019,,0,
1633437,8470,04685-000,SÃO PAULO,5270,SÃO PAULO,26,201910,29-10-2019,29-10-2019,,1,PJ
1633337,8469,"",,,,,201910,29-10-2019,29-10-2019,,0,
1633082,8467,07162-370,GUARULHOS,4920,SÃO PAULO,26,201910,29-10-2019,29-10-2019,14-10-1991,1,PF
1632977,8468,07072-132,GUARULHOS,4920,SÃO PAULO,26,201910,29-10-2019,29-10-2019,08-01-1992,1,PF
1632336,8466,01202-002,SÃO PAULO,5270,SÃO PAULO,26,201910,29-10-2019,29-10-2019,,1,PJ
1632334,8465,03127-040,SÃO PAULO,5270,SÃO PAULO,26,201910,29-10-2019,29-10-2019,,1,PJ
1632030,8463,"",,,,,201910,29-10-2019,29-10-2019,,0,
1631605,8462,66095-280,BELÉM,2436,PARÁ,14,201910,29-10-2019,29-10-2019,03-09-1987,1,PF
1631416,8461,04575-060,SÃO PAULO,5270,SÃO PAULO,26,201910,29-10-2019,29-10-2019,,1,PJ
1630883,8460,02036-011,SÃO PAULO,5270,SÃO PAULO,26,201910,29-10-2019,29-10-2019,18-09-1985,1,PF
1630724,8459,11111-111,BOITUVA,4784,SÃO PAULO,26,201910,29-10-2019,29-10-2019,,1,PJ
1630694,8458,78643-000,QUERÊNCIA,1449,MATO GROSSO,13,201910,29-10-2019,29-10-2019,26-01-2000,1,PF
1628353,8457,41339-408,SALVADOR,616,BAHIA,5,201910,29-10-2019,29-10-2019,,1,PJ
1627681,8456,08080-410,SÃO PAULO,5270,SÃO PAULO,26,201910,28-10-2019,28-10-2019,,1,PJ
1626134,8453,"",,,,,201910,28-10-2019,28-10-2019,,0,
1626099,8454,18550-000,BOITUVA,4784,SÃO PAULO,26,201910,28-10-2019,29-10-2019,15-03-1986,1,PF
1626072,8452,11420-000,GUARUJÁ,4919,SÃO PAULO,26,201910,28-10-2019,28-10-2019,,1,PJ
1625685,8451,11990-000,CANANÉIA,4818,SÃO PAULO,26,201910,28-10-2019,28-10-2019,,1,PJ
1625076,8448,"",,,,,201910,28-10-2019,28-10-2019,,0,
1624142,8447,13059-654,CAMPINAS,4814,SÃO PAULO,26,201910,28-10-2019,28-10-2019,22-10-1992,1,PF
1624091,8446,08790-660,MOGI DAS CRUZES,5051,SÃO PAULO,26,201910,28-10-2019,28-10-2019,02-03-1984,1,PF
1622283,8444,08121-450,SÃO PAULO,5270,SÃO PAULO,26,201910,28-10-2019,30-10-2019,,1,PJ
1621682,8445,07174-470,GUARULHOS,4920,SÃO PAULO,26,201910,28-10-2019,28-10-2019,31-05-1977,1,PF
1621521,8442,30441-048,BELO HORIZONTE,1630,MINAS GERAIS,11,201910,28-10-2019,28-10-2019,21-05-1994,1,PF
1621519,8443,08738-300,MOGI DAS CRUZES,5051,SÃO PAULO,26,201910,28-10-2019,28-10-2019,18-07-1978,1,PF
1621321,8474,13272-476,CAMPINAS,4814,SÃO PAULO,26,201910,28-10-2019,30-10-2019,01-12-1982,1,PF
1620531,8441,04855-100,SÃO PAULO,5270,SÃO PAULO,26,201910,27-10-2019,27-10-2019,,1,PJ
1619981,8440,03816-030,SÃO PAULO,5270,SÃO PAULO,26,201910,27-10-2019,30-10-2019,30-05-1994,1,PF
1619938,8438,03335-045,SÃO PAULO,5270,SÃO PAULO,26,201910,27-10-2019,27-10-2019,,1,PJ
1619903,8437,95270-000,FLORES DA CUNHA,4016,RIO GRANDE DO SUL,23,201910,27-10-2019,27-10-2019,20-10-1985,1,PF
1619789,8439,03755-510,SÃO PAULO,5270,SÃO PAULO,26,201910,27-10-2019,27-10-2019,08-08-1987,1,PF
1619713,8436,07073-010,GUARULHOS,4920,SÃO PAULO,26,201910,27-10-2019,27-10-2019,11-10-1960,1,PF
1619313,8435,04291-040,SÃO PAULO,5270,SÃO PAULO,26,201910,27-10-2019,27-10-2019,10-08-1982,1,PF
1619016,8434,"",,,,,201910,27-10-2019,27-10-2019,,0,
1618855,8432,90470-270,PORTO ALEGRE,4174,RIO GRANDE DO SUL,23,201910,27-10-2019,27-10-2019,20-08-1974,1,PF
1618500,8431,97010-005,SANTA MARIA,4214,RIO GRANDE DO SUL,23,201910,27-10-2019,27-10-2019,29-07-1979,1,PF
1618418,8430,02566-028,SÃO PAULO,5270,SÃO PAULO,26,201910,27-10-2019,27-10-2019,,1,PJ
1618193,8429,08410-000,SÃO PAULO,5270,SÃO PAULO,26,201910,27-10-2019,27-10-2019,,1,PJ
1617951,8427,65030-430,SÃO LUÍS,1314,MARANHÃO,10,201910,27-10-2019,27-10-2019,02-10-1997,1,PF
1617274,8426,12246-000,SÃO JOSÉ DOS CAMPOS,5265,SÃO PAULO,26,201910,27-10-2019,27-10-2019,,1,PJ
1615899,8425,69020-000,MANAUS,256,AMAZONAS,3,201910,27-10-2019,27-10-2019,05-06-1960,1,PF
1615664,8422,88117-750,SÃO JOSÉ,4660,SANTA CATARINA,24,201910,27-10-2019,27-10-2019,09-09-1976,1,PF
1615416,8424,04427-070,SÃO PAULO,5270,SÃO PAULO,26,201910,27-10-2019,27-10-2019,,1,PJ
1615393,8420,"",,,,,201910,27-10-2019,27-10-2019,,0,
1615323,8418,"",,,,,201910,27-10-2019,27-10-2019,,0,
1615311,8417,70845-120,BRASÍLIA,882,DISTRITO FEDERAL,7,201910,27-10-2019,27-10-2019,21-09-1984,1,PF
1615078,8415,18125-000,ALUMÍNIO,4719,SÃO PAULO,26,201910,26-10-2019,26-10-2019,01-04-1986,1,PF
1614986,8413,79065-250,CAMPO GRANDE,1506,MATO GROSSO DO SUL,12,201910,26-10-2019,27-10-2019,16-09-1991,1,PF
1614864,8412,88015-150,FLORIANÓPOLIS,4500,SANTA CATARINA,24,201910,26-10-2019,26-10-2019,16-04-1987,1,PF
1614845,8411,11370-010,SÃO VICENTE,5277,SÃO PAULO,26,201910,26-10-2019,26-10-2019,10-08-1984,1,PF
1614812,8409,16400-090,LINS,5013,SÃO PAULO,26,201910,26-10-2019,26-10-2019,20-02-1981,1,PF
1614735,8410,09090-710,SANTO ANDRÉ,5242,SÃO PAULO,26,201910,26-10-2019,26-10-2019,15-11-1971,1,PF
1614655,8408,30431-320,BELO HORIZONTE,1630,MINAS GERAIS,11,201910,26-10-2019,26-10-2019,04-07-1984,1,PF
1614568,8407,06888-200,ITAPECERICA DA SERRA,4962,SÃO PAULO,26,201910,26-10-2019,26-10-2019,06-02-1976,1,PF
1614194,8405,04821-100,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,,1,PJ
1614107,8421,02118-010,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,27-10-2019,10-05-1955,1,PF
1614096,8404,84600-099,UNIÃO DA VITÓRIA,3173,PARANÁ,18,201910,26-10-2019,26-10-2019,21-03-1983,1,PF
1614014,8403,"",,,,,201910,26-10-2019,26-10-2019,,0,
1613957,8414,87023-480,MARINGÁ,2994,PARANÁ,18,201910,26-10-2019,26-10-2019,17-06-1989,1,PF
1613681,8401,06381-050,OSASCO,5095,SÃO PAULO,26,201910,26-10-2019,26-10-2019,20-11-1987,1,PF
1613531,8399,08120-350,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,26-08-1992,1,PF
1613501,8398,05657-230,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,28-10-2019,23-09-1964,1,PF
1613294,8397,11320-350,SÃO VICENTE,5277,SÃO PAULO,26,201910,26-10-2019,27-10-2019,15-10-1974,1,PF
1613158,8395,91150-400,PORTO ALEGRE,4174,RIO GRANDE DO SUL,23,201910,26-10-2019,26-10-2019,04-11-1979,1,PF
1613148,8393,06814-090,EMBU,4874,SÃO PAULO,26,201910,26-10-2019,26-10-2019,02-09-1992,1,PF
1613060,8392,62280-000,SANTA QUITÉRIA,855,CEARÁ,6,201910,26-10-2019,26-10-2019,06-12-1992,1,PF
1613033,8389,44571-033,SANTO ANTÔNIO DE JESUS,630,BAHIA,5,201910,26-10-2019,26-10-2019,14-10-1987,1,PF
1613025,8390,01409-000,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,28-10-2019,25-12-1970,1,PF
1613021,8391,13140-798,PAULÍNIA,5118,SÃO PAULO,26,201910,26-10-2019,28-10-2019,07-11-1990,1,PF
1612937,8419,88117-750,FLORIANÓPOLIS,4500,SANTA CATARINA,24,201910,26-10-2019,27-10-2019,23-03-1983,1,PF
1612812,8387,04138-002,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,08-04-1986,1,PF
1612737,8406,74810-902,GOIÂNIA,977,GOIÁS,9,201910,26-10-2019,26-10-2019,09-03-1990,1,PF
1612637,8386,04847-020,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,31-10-1993,1,PF
1612596,8394,05089-001,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,11-03-1995,1,PF
1611979,8384,88131-030,PALHOÇA,4593,SANTA CATARINA,24,201910,26-10-2019,26-10-2019,26-07-1986,1,PF
1611815,8382,"",,,,,201910,26-10-2019,26-10-2019,,0,
1611690,8380,04212-020,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,21-11-1935,1,PF
1611673,8428,70650-598,BRASÍLIA,882,DISTRITO FEDERAL,7,201910,26-10-2019,27-10-2019,25-07-1973,1,PF
1611459,8379,05363-010,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,28-10-2019,02-05-1980,1,PF
1611385,8381,84035-310,PONTA GROSSA,3060,PARANÁ,18,201910,26-10-2019,26-10-2019,20-05-1986,1,PF
1611142,8383,06462-240,BARUERI,4770,SÃO PAULO,26,201910,26-10-2019,26-10-2019,01-07-1992,1,PF
1611043,8378,"",,,,,201910,26-10-2019,26-10-2019,,0,
1611015,8375,87013-025,JANDAIA DO SUL,2955,PARANÁ,18,201910,26-10-2019,26-10-2019,06-05-1991,1,PF
1610980,8376,13348-380,INDAIATUBA,4943,SÃO PAULO,26,201910,26-10-2019,27-10-2019,22-04-1986,1,PF
1610907,8373,31550-300,BELO HORIZONTE,1630,MINAS GERAIS,11,201910,26-10-2019,26-10-2019,18-06-1971,1,PF
1610803,8374,90040-130,PORTO ALEGRE,4174,RIO GRANDE DO SUL,23,201910,26-10-2019,26-10-2019,08-11-1993,1,PF
1610779,8377,13323-660,SALTO,5215,SÃO PAULO,26,201910,26-10-2019,28-10-2019,07-07-1968,1,PF
1610663,8372,69053-138,MANAUS,256,AMAZONAS,3,201910,26-10-2019,26-10-2019,08-02-1992,1,PF
1610554,8371,75909-477,RIO VERDE,1080,GOIÁS,9,201910,26-10-2019,26-10-2019,14-11-1994,1,PF
1610454,8385,51021-550,RECIFE,3315,PERNAMBUCO,16,201910,26-10-2019,26-10-2019,22-09-1993,1,PF
1610134,8370,13289-192,VINHEDO,5344,SÃO PAULO,26,201910,26-10-2019,26-10-2019,26-06-1976,1,PF
1610125,8368,06414-025,BARUERI,4770,SÃO PAULO,26,201910,26-10-2019,26-10-2019,31-12-1986,1,PF
1610109,8367,04634-000,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,27-03-1981,1,PF
1610061,8369,05417-000,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,23-04-1979,1,PF
1610018,8364,02537-100,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,13-12-1987,1,PF
1610011,8363,65077-552,SÃO LUÍS,1314,MARANHÃO,10,201910,26-10-2019,26-10-2019,04-01-1974,1,PF
1609978,8402,76907-556,JI-PARANÁ,4369,RONDÔNIA,21,201910,26-10-2019,26-10-2019,05-02-1985,1,PF
1609918,8366,14093-285,RIBEIRÃO PRETO,5195,SÃO PAULO,26,201910,26-10-2019,26-10-2019,10-11-1978,1,PF
1609413,8360,02053-000,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,03-11-1947,1,PF
1608188,8359,79000-190,CAMPO GRANDE,1506,MATO GROSSO DO SUL,12,201910,26-10-2019,26-10-2019,22-05-1989,1,PF
1607136,8357,80620-150,CURITIBA,2878,PARANÁ,18,201910,26-10-2019,26-10-2019,20-10-1985,1,PF
1607015,8356,04633-050,SÃO PAULO,5270,SÃO PAULO,26,201910,26-10-2019,26-10-2019,29-10-1987,1,PF
1606999,8355,08710-460,MOGI DAS CRUZES,5051,SÃO PAULO,26,201910,26-10-2019,26-10-2019,14-11-1972,1,PF
1606828,8352,88130-660,CURITIBA,2878,PARANÁ,18,201910,26-10-2019,26-10-2019,13-09-1985,1,PF
1606749,8353,12246-130,SÃO JOSÉ DOS CAMPOS,5265,SÃO PAULO,26,201910,26-10-2019,26-10-2019,31-08-1988,1,PF
1606550,8350,03523-020,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,29-10-2019,20-01-1989,1,PF
1606528,8351,82310-110,CURITIBA,2878,PARANÁ,18,201910,25-10-2019,25-10-2019,30-11-1977,1,PF
1606353,8354,"",,,,,201910,25-10-2019,26-10-2019,,0,
1606249,8347,12228-610,SÃO JOSÉ DOS CAMPOS,5265,SÃO PAULO,26,201910,25-10-2019,25-10-2019,07-09-1989,1,PF
1606244,8348,19915-497,BAURU,4773,SÃO PAULO,26,201910,25-10-2019,29-10-2019,25-01-1990,1,PF
1606157,8345,13432-581,PIRACICABA,5141,SÃO PAULO,26,201910,25-10-2019,28-10-2019,25-07-1977,1,PF
1606082,8344,04849-210,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,,1,PJ
1606017,8349,71680-389,BRASÍLIA,882,DISTRITO FEDERAL,7,201910,25-10-2019,29-10-2019,25-07-1977,1,PF
1605894,8400,13835-000,ARARAS,4743,SÃO PAULO,26,201910,25-10-2019,26-10-2019,19-08-1981,1,PF
1605819,8341,"",,,,,201910,25-10-2019,25-10-2019,,0,
1605808,8346,11087-520,SANTOS,5250,SÃO PAULO,26,201910,25-10-2019,25-10-2019,10-07-1979,1,PF
1605803,8339,"",,,,,201910,25-10-2019,25-10-2019,,0,
1605742,8340,78557-108,SINOP,1473,MATO GROSSO,13,201910,25-10-2019,25-10-2019,09-02-1988,1,PF
1605693,8342,13025-063,CAMPINAS,4814,SÃO PAULO,26,201910,25-10-2019,29-10-2019,02-02-1988,1,PF
1605686,8337,36021-660,JUIZ DE FORA,1983,MINAS GERAIS,11,201910,25-10-2019,25-10-2019,25-01-1974,1,PF
1605598,8335,"",,,,,201910,25-10-2019,25-10-2019,,0,
1605566,8332,12522-580,GUARATINGUETÁ,4916,SÃO PAULO,26,201910,25-10-2019,25-10-2019,14-10-1987,1,PF
1605546,8331,78049-424,CUIABÁ,1383,MATO GROSSO,13,201910,25-10-2019,25-10-2019,20-02-1983,1,PF
1605492,8334,76929-000,URUPÁ,4394,RONDÔNIA,21,201910,25-10-2019,25-10-2019,13-05-1989,1,PF
1605460,8329,12050-187,TAUBATÉ,5312,SÃO PAULO,26,201910,25-10-2019,28-10-2019,04-05-1985,1,PF
1605457,8328,13874-404,SÃO JOÃO DA BOA VISTA,5256,SÃO PAULO,26,201910,25-10-2019,26-10-2019,28-04-1979,1,PF
1605453,8343,11320-160,SÃO VICENTE,5277,SÃO PAULO,26,201910,25-10-2019,29-10-2019,19-11-1956,1,PF
1605293,8325,06653-360,ITAPEVI,4965,SÃO PAULO,26,201910,25-10-2019,25-10-2019,26-06-1997,1,PF
1605200,8333,01257-040,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,30-10-2019,17-06-1982,1,PF
1605176,8321,05405-100,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,15-02-1991,1,PF
1605116,8358,12243-081,SÃO JOSÉ DOS CAMPOS,5265,SÃO PAULO,26,201910,25-10-2019,26-10-2019,08-04-1980,1,PF
1605099,8330,69921-782,RIO BRANCO,94,ACRE,1,201910,25-10-2019,25-10-2019,30-08-1991,1,PF
1605087,8323,18190-000,CAPELA DO ALTO,4824,SÃO PAULO,26,201910,25-10-2019,25-10-2019,30-10-1992,1,PF
1605040,8324,09710-012,SÃO BERNARDO DO CAMPO,5252,SÃO PAULO,26,201910,25-10-2019,25-10-2019,,1,PJ
1604981,8326,25030-050,DUQUE DE CAXIAS,3615,RIO DE JANEIRO,19,201910,25-10-2019,25-10-2019,08-03-1990,1,PF
1604918,8336,90470-260,PORTO ALEGRE,4174,RIO GRANDE DO SUL,23,201910,25-10-2019,29-10-2019,26-11-1970,1,PF
1604849,8318,06154-060,OSASCO,5095,SÃO PAULO,26,201910,25-10-2019,25-10-2019,07-06-1992,1,PF
1604761,8315,01420-001,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,17-01-1994,1,PF
1604678,8322,03585-000,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,28-10-2019,29-11-1993,1,PF
1604674,8313,30431-305,BELO HORIZONTE,1630,MINAS GERAIS,11,201910,25-10-2019,25-10-2019,25-01-1985,1,PF
1604638,8319,08070-310,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,20-04-1974,1,PF
1604636,8316,25585-100,SÃO JOÃO DE MERITI,3665,RIO DE JANEIRO,19,201910,25-10-2019,25-10-2019,21-09-1977,1,PF
1604547,8308,"",,,,,201910,25-10-2019,25-10-2019,,0,
1604497,8317,06330-240,CARAPICUÍBA,4827,SÃO PAULO,26,201910,25-10-2019,25-10-2019,,1,PJ
1604467,8307,88780-000,IMBITUBA,4524,SANTA CATARINA,24,201910,25-10-2019,25-10-2019,24-01-1983,1,PF
1604460,8433,12701-110,CRUZEIRO,4855,SÃO PAULO,26,201910,25-10-2019,27-10-2019,16-08-1988,1,PF
1604435,8396,06020-194,OSASCO,5095,SÃO PAULO,26,201910,25-10-2019,26-10-2019,26-02-1987,1,PF
1604420,8311,04371-000,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,04-05-1992,1,PF
1604345,8305,29060-030,VITÓRIA,78,ESPÍRITO SANTO,8,201910,25-10-2019,25-10-2019,20-08-1987,1,PF
1604338,8304,89280-177,SÃO BENTO DO SUL,4648,SANTA CATARINA,24,201910,25-10-2019,25-10-2019,23-11-1981,1,PF
1604332,8299,02611-002,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,29-04-1987,1,PF
1604290,8312,17690-000,BASTOS,4771,SÃO PAULO,26,201910,25-10-2019,25-10-2019,16-01-1981,1,PF
1604289,8298,03524-080,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,30-10-2019,30-03-1992,1,PF
1604282,8327,05724-005,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,16-05-1987,1,PF
1604269,8310,"",,,,,201910,25-10-2019,25-10-2019,,0,
1604266,8297,04327-180,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,17-04-1997,1,PF
1604256,8338,07840-030,FRANCO DA ROCHA,4895,SÃO PAULO,26,201910,25-10-2019,28-10-2019,29-12-1982,1,PF
1604223,8303,02238-000,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,27-11-1984,1,PF
1604186,8302,64003-860,TERESINA,3582,PIAUÍ,17,201910,25-10-2019,25-10-2019,02-02-2000,1,PF
1604183,8295,11500-255,CUBATÃO,4856,SÃO PAULO,26,201910,25-10-2019,25-10-2019,09-11-1979,1,PF
1604139,8301,17063-530,BAURU,4773,SÃO PAULO,26,201910,25-10-2019,28-10-2019,22-02-1994,1,PF
1604073,8292,22760-140,RIO DE JANEIRO,3658,RIO DE JANEIRO,19,201910,25-10-2019,25-10-2019,09-07-1948,1,PF
1603929,8294,14021-575,RIBEIRÃO PRETO,5195,SÃO PAULO,26,201910,25-10-2019,29-10-2019,11-06-1993,1,PF
1603924,8289,04138-002,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,09-04-1984,1,PF
1603920,8291,88056-682,FLORIANÓPOLIS,4500,SANTA CATARINA,24,201910,25-10-2019,25-10-2019,18-08-1975,1,PF
1603890,8296,13214-699,JUNDIAÍ,5001,SÃO PAULO,26,201910,25-10-2019,27-10-2019,16-05-1988,1,PF
1603877,8290,78552-157,SINOP,1473,MATO GROSSO,13,201910,25-10-2019,25-10-2019,21-09-1988,1,PF
1603748,8287,11015-000,SANTOS,5250,SÃO PAULO,26,201910,25-10-2019,25-10-2019,16-11-1986,1,PF
1603700,8283,13870-120,SÃO JOÃO DA BOA VISTA,5256,SÃO PAULO,26,201910,25-10-2019,28-10-2019,20-10-1962,1,PF
1603673,8284,07197-040,GUARULHOS,4920,SÃO PAULO,26,201910,25-10-2019,25-10-2019,17-05-1993,1,PF
1603627,8281,11320-160,SÃO VICENTE,5277,SÃO PAULO,26,201910,25-10-2019,25-10-2019,03-07-1973,1,PF
1603614,8280,27533-100,RESENDE,3653,RIO DE JANEIRO,19,201910,25-10-2019,25-10-2019,13-11-1984,1,PF
1603550,8279,13870-120,SÃO JOÃO DA BOA VISTA,5256,SÃO PAULO,26,201910,25-10-2019,30-10-2019,21-11-1967,1,PF
1603517,8278,13328-050,SALTO,5215,SÃO PAULO,26,201910,25-10-2019,25-10-2019,25-02-1987,1,PF
1603499,8277,58068-338,JOÃO PESSOA,2655,PARAÍBA,15,201910,25-10-2019,25-10-2019,18-04-1985,1,PF
1603437,8282,13214-800,JUNDIAÍ,5001,SÃO PAULO,26,201910,25-10-2019,26-10-2019,07-12-1977,1,PF
1603244,8276,86300-000,CORNÉLIO PROCÓPIO,2869,PARANÁ,18,201910,25-10-2019,25-10-2019,13-04-1985,1,PF
1603207,8273,15902-188,TAQUARITINGA,5306,SÃO PAULO,26,201910,25-10-2019,25-10-2019,12-11-1989,1,PF
1603191,8272,24812-472,ITABORAÍ,3619,RIO DE JANEIRO,19,201910,25-10-2019,25-10-2019,12-02-1989,1,PF
1603175,8271,64900-000,BOM JESUS,3398,PIAUÍ,17,201910,25-10-2019,25-10-2019,13-06-1974,1,PF
1603114,8300,70675-502,BRASÍLIA,882,DISTRITO FEDERAL,7,201910,25-10-2019,25-10-2019,28-12-1984,1,PF
1603080,8275,36302-014,SÃO JOÃO DEL REI,2295,MINAS GERAIS,11,201910,25-10-2019,25-10-2019,16-08-1988,1,PF
1602845,8269,51110-380,RECIFE,3315,PERNAMBUCO,16,201910,25-10-2019,28-10-2019,13-11-1988,1,PF
1602809,8270,13920-000,PEDREIRA,5125,SÃO PAULO,26,201910,25-10-2019,25-10-2019,15-03-1993,1,PF
1602770,8266,22790-440,RIO DE JANEIRO,3658,RIO DE JANEIRO,19,201910,25-10-2019,25-10-2019,26-09-1980,1,PF
1602720,8314,29690-000,ITAGUAÇU,35,ESPÍRITO SANTO,8,201910,25-10-2019,25-10-2019,09-04-1985,1,PF
1602686,8265,06365-600,CARAPICUÍBA,4827,SÃO PAULO,26,201910,25-10-2019,25-10-2019,07-05-1967,1,PF
1602641,8263,29065-010,VITÓRIA,78,ESPÍRITO SANTO,8,201910,25-10-2019,25-10-2019,25-05-1988,1,PF
1602621,8264,18105-002,SOROCABA,5289,SÃO PAULO,26,201910,25-10-2019,28-10-2019,08-09-1982,1,PF
1602583,8262,13604-085,ARARAS,4743,SÃO PAULO,26,201910,25-10-2019,25-10-2019,26-09-1984,1,PF
1602509,8274,"",,,,,201910,25-10-2019,25-10-2019,,0,
1602389,8259,24358-638,NITERÓI,3638,RIO DE JANEIRO,19,201910,25-10-2019,25-10-2019,18-10-1976,1,PF
1602382,8320,88032-700,FLORIANÓPOLIS,4500,SANTA CATARINA,24,201910,25-10-2019,25-10-2019,27-11-1979,1,PF
1602274,8258,13290-000,LOUVEIRA,5016,SÃO PAULO,26,201910,25-10-2019,25-10-2019,31-07-1985,1,PF
1602266,8361,07025-130,GUARULHOS,4920,SÃO PAULO,26,201910,25-10-2019,26-10-2019,03-11-1975,1,PF
1602242,8257,87300-460,CAMPO MOURÃO,2845,PARANÁ,18,201910,25-10-2019,25-10-2019,31-05-1968,1,PF
1602172,8260,13640-441,PIRASSUNUNGA,5147,SÃO PAULO,26,201910,25-10-2019,25-10-2019,,1,PJ
1602143,8256,38747-512,PATROCÍNIO,2127,MINAS GERAIS,11,201910,25-10-2019,25-10-2019,27-04-1988,1,PF
1602133,8255,59012-300,NATAL,3770,RIO GRANDE DO NORTE,20,201910,25-10-2019,25-10-2019,05-01-1979,1,PF
1602089,8267,06355-400,CARAPICUÍBA,4827,SÃO PAULO,26,201910,25-10-2019,25-10-2019,02-11-1980,1,PF
1602078,8285,14071-500,RIBEIRÃO PRETO,5195,SÃO PAULO,26,201910,25-10-2019,26-10-2019,03-09-1983,1,PF
1602030,8252,01254-000,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,25-10-2019,05-09-1987,1,PF
1602008,8251,71680-357,BRASÍLIA,882,DISTRITO FEDERAL,7,201910,25-10-2019,25-10-2019,17-12-1975,1,PF
1601971,8249,34006-068,NOVA LIMA,2084,MINAS GERAIS,11,201910,25-10-2019,25-10-2019,20-08-1977,1,PF
1601899,8306,09910-720,SÃO PAULO,5270,SÃO PAULO,26,201910,25-10-2019,28-10-2019,02-07-1977,1,PF
1601868,8250,14022-032,RIBEIRÃO PRETO,5195,SÃO PAULO,26,201910,25-10-2019,25-10-2019,07-06-1984,1,PF
1601681,8246,68960-000,CALÇOENE,204,AMAPÁ,4,201910,25-10-2019,25-10-2019,,1,PJ
