id_cliente,pedidos_efetivos,max_pedido,min_pedido,tk_med_pedido,desvio_padrao_pedido,tk_ano,pedidos_ano,data_cadastro,data_ult_pedido,frequencia_med,frequencia_std,recencia_max,18,46,54,58,65,99,147,255,325,378
1161329,7.0,724.3200073242188,325.7195129394531,507.5970764160156,117.39502716064453,17076.298717298007,33.64144736842105,76.0,28.0,7.498148710480324,7.152608431876296,16.285787823252313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1239755,7.0,786.080322265625,551.3599853515625,660.0128784179688,72.09270477294922,25567.99990567294,38.73863636363636,66.0,3.0,8.144567753603392,3.3344135907205326,14.57052070994213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
734030,6.0,983.3988037109375,102.86199951171875,460.1053466796875,397.82611083984375,7051.195499446842,15.325174825174825,143.0,17.0,15.880653487759583,16.07983323276793,43.06633729673611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
984,6.0,327.5,206.4105987548828,293.4079284667969,48.80936050415039,587.2177652437393,2.0013698630136987,1095.0,934.0,32.24597913155787,64.22730115972468,146.96972076120372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
573276,6.0,1150.36083984375,170.73959350585938,571.1786499023438,345.4268798828125,7774.769979346613,13.611801242236025,161.0,77.0,16.83433177081713,14.589824725014571,36.57677856607639,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1613501,6.0,3879.820068359375,140.2899932861328,890.1806030273438,1474.9515380859375,390166.14938964846,438.3,5.0,5.0,0.012348903363425926,0.017275486740752313,0.03587878717592593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1012978,6.0,1190.199951171875,151.89920043945312,469.5870056152344,372.33441162109375,10189.10792586827,21.698019801980198,101.0,9.0,8.357268426659294,8.508017740921586,25.910184230613424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
995136,6.0,740.4937744140625,320.6600036621094,597.5744018554688,146.30807495117188,12714.41199441558,21.276699029126213,103.0,38.0,8.837184428523472,8.230981916716459,20.827787325405094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2038,6.0,610.1900024414062,225.0,502.5340270996094,165.68527221679688,1236.0306375933817,2.45959595959596,891.0,42.0,140.48478515339508,187.37299215870473,511.0520194048958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65767,6.0,570.81982421875,202.460205078125,333.763671875,135.50352478027344,2879.6971925750495,8.627952755905513,254.0,35.0,43.80085003259491,35.862539884440714,99.97072168711806,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64526,6.0,552.4572143554688,503.48040771484375,525.3289184570312,15.960718154907227,4462.2417418014165,8.494186046511627,258.0,208.0,7.15763029036044,7.869468807465914,23.690093404155093,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57741,6.0,1111.82958984375,207.6300048828125,640.7992553710938,350.1051940917969,5201.154451497396,8.116666666666667,270.0,134.0,16.86178266430411,25.72034600694557,68.24329205313657,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1149931,6.0,773.7681884765625,310.28961181640625,589.08349609375,154.38143920898438,16550.980534480168,28.096153846153847,78.0,15.0,9.79493568217361,13.51386767908419,26.826445576666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21867,6.0,531.8599853515625,104.5,330.5719909667969,166.82778930664062,2105.9549299728037,6.370639534883721,344.0,138.0,7.339611782550429,15.101926618241192,77.66301856075232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
572,6.0,1972.572021484375,307.67041015625,993.6814575195312,549.0819091796875,1878.90662674332,1.8908541846419327,1159.0,353.0,2.6248160179296876,3.6364479488398613,7.976521166840278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
602756,6.0,1041.4739990234375,181.1999969482422,506.21142578125,347.3104553222656,7066.002163054836,13.95859872611465,157.0,8.0,29.85070944449074,28.8005587542053,70.00377003116898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,6.0,360.6767883300781,116.95919799804688,242.0456085205078,87.97756958007812,439.47221393474587,1.8156586578293288,1207.0,881.0,54.37640576134259,47.918497817561494,128.99934933743054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32015,5.0,2039.4000244140625,501.3800048828125,944.2080078125,642.3285522460938,5388.624607086182,5.70703125,320.0,45.0,18.008919260645254,19.15958973547796,45.36569961824074,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152648,5.0,583.5,532.0,557.7999877929688,25.750242233276367,4547.688616071429,8.152901785714286,224.0,17.0,43.50025872946759,9.859375527048796,56.742640078668984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3744,5.0,1080.0,608.4000244140625,765.9320068359375,188.70375061035156,1932.0212321413155,2.5224447513812156,724.0,713.0,0.9098197790345255,1.7490308010778124,4.844668232002315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1391716,5.0,845.0183715820312,151.41000366210938,357.79791259765625,284.56329345703125,15196.00966484602,42.47093023255814,43.0,25.0,4.483767361111111e-07,2.5226828703703703e-08,4.816203703703704e-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
797835,5.0,1048.6416015625,206.82000732421875,553.9606323242188,325.7469787597656,7493.856496853299,13.527777777777779,135.0,120.0,1.2455821502941666,2.73917539870441,8.052643471458333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
413,5.0,503.79998779296875,168.0,303.5973815917969,128.1506805419922,460.50226684266147,1.5168189368770764,1204.0,1177.0,3.1153980790872917,3.6804573573436343,8.987907593391204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5061,5.0,581.6203002929688,509.62030029296875,538.3819580078125,31.300539016723633,1974.3373618987669,3.6671686746987953,498.0,192.0,74.86835858574074,48.35966666428546,131.8209431592014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53996,5.0,1264.468017578125,503.79998779296875,695.1569213867188,319.67327880859375,4616.473999911222,6.640909090909091,275.0,227.0,10.240946989733796,7.169852465474074,20.97190758349537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
582,5.0,744.4500122070312,111.44999694824219,548.7260131835938,250.28936767578125,866.1286982451417,1.5784356093344858,1157.0,997.0,29.704805840760994,13.42989377777897,38.83461532623843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5577,5.0,1098.35986328125,449.6199951171875,796.5559692382812,278.64605712890625,3430.9205578498118,4.307193396226415,424.0,107.0,11.229363794032407,10.795557151322072,29.92009972212963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5130,5.0,636.0,223.11000061035156,482.41400146484375,166.75967407226562,1812.7748816219378,3.757716049382716,486.0,210.0,8.107015583648206,24.04110228624713,106.24354052652778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143147,5.0,742.4404296875,152.72000122070312,448.94146728515625,224.20957946777344,3611.8032261516555,8.045154185022026,227.0,171.0,10.717071378582176,13.682044553610602,28.581610368912038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5232,5.0,511.49578857421875,153.80999755859375,275.76495361328125,167.89173889160156,1071.522817538647,3.8856382978723403,470.0,73.0,98.75939324521701,98.72353370305224,234.9109114746412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3556,5.0,1317.9608154296875,492.0,796.89208984375,348.9060363769531,1940.4322387695315,2.435,750.0,727.0,2.8674326249247684,3.6682156127581482,10.096439114467593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
614765,5.0,875.6099853515625,456.739990234375,624.9166870117188,183.14659118652344,7315.732122567983,11.70673076923077,156.0,141.0,1.6047472952179744,2.797014519213611,7.188229236747685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3934,5.0,532.6768188476562,250.75999450683594,349.52447509765625,117.81476593017578,935.951752111709,2.6777859237536656,682.0,98.0,97.46698690584105,223.23348617811385,552.8769986169676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5489,5.0,783.1199951171875,570.0,612.6240234375,95.3101577758789,2601.8712158203125,4.247093023255814,430.0,346.0,19.257601214184028,6.631504692779537,27.88609535732639,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
951290,5.0,1493.5987548828125,504.5494079589844,798.5916748046875,407.7085266113281,13138.99180809227,16.4527027027027,111.0,43.0,10.815406799890047,11.768015379593761,30.535990635150462,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4380,5.0,1678.447998046875,220.77000427246094,781.2492065429688,719.9064331054688,2418.231162274894,3.0953389830508473,590.0,364.0,22.590235962594907,36.75780118122393,99.33669391216435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1422,5.0,2425.610107421875,200.9600067138672,774.8920288085938,943.6372680664062,1386.0397550487612,1.7886875612144955,1021.0,695.0,34.39488527310185,79.96888710939994,245.64334140053242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1392,5.0,616.22998046875,203.9571990966797,290.74114990234375,182.00665283203125,525.7088694355275,1.808168316831683,1010.0,532.0,95.60479040980093,120.88250088954968,307.0572077949653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1110280,5.0,612.3150024414062,408.2099914550781,566.7779541015625,89.22832489013672,12177.391567813649,21.48529411764706,85.0,42.0,10.77446281157986,3.262877844744803,14.612646494398149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4915,5.0,350.1000061035156,89.45999908447266,216.37600708007812,113.96458435058594,758.4581032311849,3.5052783109404992,521.0,470.0,8.474073178975694,9.320045988105486,25.639192897997685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62978,5.0,805.9500122070312,283.5,502.32989501953125,208.2983856201172,3528.3844172551085,7.024038461538462,260.0,118.0,26.603708963613425,18.043553026488865,49.365735352384256,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1366313,5.0,704.3472290039062,278.0400085449219,502.5101623535156,151.38768005371094,19118.94110107422,38.046875,48.0,14.0,5.120786627094907,12.132004358620833,29.875726312256944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4874,4.0,601.4400024414062,154.25,287.75750732421875,210.46676635742188,800.7880346679688,2.782857142857143,525.0,496.0,4.154835059571759,7.139732310774827,15.972041296400462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
673,4.0,251.38999938964844,103.68000030517578,204.12477111816406,68.04183197021484,260.005484397243,1.2737576285963383,1147.0,1074.0,17.436234951788194,11.708151410563195,25.19750748037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
508911,4.0,448.70001220703125,209.0399932861328,325.64251708984375,121.64778137207031,2798.610102754481,8.594117647058823,170.0,113.0,19.045231474521596,25.722292208921772,48.30602578869213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
976,4.0,305.0,203.60000610351562,249.92930603027344,41.86025619506836,332.2536088355136,1.329390354868062,1099.0,954.0,48.390002251809406,74.39136437995175,134.27145652023148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
138655,4.0,566.47021484375,162.24240112304688,441.39727783203125,187.6071014404297,2803.8322735330335,6.352173913043479,230.0,31.0,22.222117439830242,38.485114269850165,66.66089949533564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
569064,4.0,722.9000244140625,328.0115966796875,505.9279479980469,170.0883331298828,4591.060447361158,9.074534161490684,161.0,161.0,5.982986111111111e-07,2.8615010416666666e-07,9.271759259259259e-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4212,4.0,545.0999755859375,500.3900146484375,522.9730834960938,20.27337646484375,1242.3799593297447,2.375609756097561,615.0,280.0,45.2129911494184,44.330866610196736,99.05650390606482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1360355,4.0,1263.1015625,406.4136047363281,736.1719970703125,368.3329162597656,21949.94464734136,29.816326530612244,49.0,37.0,3.152653138549375,5.417576738974746,9.408331715474537,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
