Data,Precipitacao,TempMinima,TempMaxima
08/05/2000,0.0,14.5,22.8
08/05/2001,0.5,13.0,22.5
08/05/2002,0.0,19.2,27.0
08/05/2003,0.0,9.7,21.0
08/05/2004,4.7,15.7,21.3
08/05/2005,0.0,14.7,25.8
08/05/2006,0.0,14.7,19.5
08/05/2007,0.0,17.0,27.7
08/05/2008,0.0,10.0,23.1
08/05/2009,0.0,13.7,24.9
08/05/2010,0.0,17.1,24.4
08/05/2011,0.0,15.2,27.2
08/05/2012,0.0,14.3,22.3
08/05/2013,0.0,12.4,0.0
08/05/2014,0.0,16.4,27.3
08/05/2015,0.0,13.9,19.2
08/05/2016,0.0,17.1,23.2
08/05/2017,0.0,14.4,24.5
08/05/2018,0.0,16.9,24.1
08/05/2019,0.1,17.9,22.3
08/06/2000,0.0,14.7,25.7
08/06/2001,0.0,17.1,23.1
08/06/2002,0.0,16.5,27.5
08/06/2003,0.0,16.3,21.5
08/06/2004,0.0,8.7,21.3
08/06/2005,0.0,13.7,25.6
08/06/2006,0.0,13.6,23.2
08/06/2007,0.0,15.7,27.8
08/06/2008,0.0,16.3,25.9
08/06/2009,0.0,10.4,21.3
08/06/2010,0.0,9.3,20.3
08/06/2011,36.6,11.1,19.0
08/06/2012,15.2,11.4,15.5
08/06/2013,0.0,15.7,24.1
08/06/2014,0.0,16.2,27.8
08/06/2015,0.0,15.2,26.4
08/06/2016,0.5,10.2,18.6
08/06/2017,0.0,17.8,27.4
08/06/2018,2.0,14.3,20.8
08/06/2019,0.0,13.0,23.7
08/07/2000,0.0,13.8,27.1
08/07/2001,0.0,13.1,25.7
08/07/2002,1.2,9.3,18.4
08/07/2003,0.0,14.7,28.5
08/07/2004,0.0,16.3,24.9
08/07/2005,0.6,10.2,17.3
08/07/2006,0.0,13.0,27.3
08/07/2007,0.0,17.3,27.3
08/07/2008,0.0,10.7,24.1
08/07/2009,0.0,13.3,26.0
08/07/2010,0.0,13.6,25.3
08/07/2011,0.0,7.9,18.1
08/07/2012,21.2,11.5,19.7
08/07/2013,0.0,14.4,20.6
08/07/2014,4.4,15.4,18.7
08/07/2015,4.5,14.9,18.7
08/07/2016,0.0,9.0,20.5
08/07/2017,0.0,13.0,21.1
08/07/2018,0.0,18.4,27.7
08/07/2019,0.0,6.9,18.9
08/08/2000,0.6,14.1,28.0
08/08/2001,0.0,12.2,21.6
08/08/2002,0.0,16.7,31.0
08/08/2003,0.0,15.0,22.4
08/08/2004,0.0,7.9,18.9
08/08/2005,0.0,15.0,22.3
08/08/2006,0.0,15.3,29.5
08/08/2007,0.0,13.6,24.3
08/08/2008,25.2,14.3,18.0
08/08/2009,0.0,15.2,29.9
08/08/2010,0.0,11.1,26.9
08/08/2011,0.0,14.9,30.5
08/08/2012,0.0,12.7,25.3
08/08/2013,0.0,15.6,28.5
08/08/2014,0.0,14.1,20.6
08/08/2015,0.0,16.0,27.8
08/08/2016,0.0,13.6,18.8
08/08/2017,0.0,11.4,27.7
08/08/2018,0.0,12.9,26.0
08/08/2019,0.0,15.2,27.8
08/09/2000,0.0,13.3,23.7
08/09/2001,0.0,12.7,28.4
08/09/2002,0.1,11.2,16.1
08/09/2003,0.0,15.9,30.3
08/09/2004,0.0,17.3,32.9
08/09/2005,0.0,13.1,18.3
08/09/2006,0.0,12.7,26.5
08/09/2007,0.0,16.0,29.8
08/09/2008,0.3,13.4,22.1
08/09/2009,2.2,15.7,26.3
08/09/2010,9.6,13.9,18.9
08/09/2011,0.0,14.5,31.5
08/09/2012,0.0,17.8,31.8
08/09/2013,0.0,13.1,27.8
08/09/2014,0.0,17.3,28.1
08/09/2015,23.6,15.8,19.2
08/09/2016,0.0,11.6,25.8
08/09/2017,0.0,15.4,29.9
08/09/2018,0.0,12.0,26.4
08/09/2019,0.0,17.7,31.7
08/10/2000,0.0,15.7,25.9
08/10/2001,7.2,15.4,19.3
08/10/2002,0.0,22.2,34.7
08/10/2003,6.9,17.3,27.1
08/10/2004,0.0,11.2,24.3
08/10/2005,0.0,18.4,32.5
08/10/2006,0.0,17.3,24.8
08/10/2007,0.0,17.5,28.3
08/10/2008,0.0,12.9,18.1
08/10/2009,2.4,13.5,18.7
08/10/2010,18.8,17.5,25.2
08/10/2011,0.0,16.4,30.7
08/10/2012,0.0,16.8,30.6
08/10/2013,0.0,12.0,20.0
08/10/2014,0.0,14.5,27.7
08/10/2015,0.0,19.3,34.0
08/10/2016,0.0,12.5,27.8
08/10/2017,5.4,17.4,25.8
08/10/2018,1.6,16.2,21.7
08/11/2000,0.0,15.7,27.0
08/11/2001,0.0,18.8,32.9
08/11/2002,0.0,12.8,23.6
08/11/2003,0.0,13.7,29.3
08/11/2004,1.4,14.0,21.0
08/11/2005,0.7,15.5,20.3
08/11/2006,1.0,14.7,20.5
08/11/2007,1.8,17.7,29.7
08/11/2008,43.3,17.7,26.7
08/11/2009,1.6,20.0,26.1
08/11/2010,0.0,16.7,32.1
08/11/2011,0.0,14.1,28.9
08/11/2012,0.0,19.2,29.0
08/11/2013,0.0,15.4,25.7
08/11/2014,9.8,18.5,25.6
08/11/2015,0.6,17.4,23.9
08/11/2016,0.4,15.8,29.0
08/11/2017,0.0,16.1,26.2
08/11/2018,4.4,15.8,20.8
08/12/2000,0.0,18.4,31.7
08/12/2001,2.5,20.3,30.6
08/12/2002,7.2,19.7,25.3
08/12/2003,0.0,19.1,29.3
08/12/2004,25.0,19.1,29.2
08/12/2005,0.0,14.5,26.0
08/12/2006,0.2,17.5,27.3
08/12/2007,2.2,18.7,31.4
08/12/2008,0.0,16.3,32.0
08/12/2009,99.7,18.9,23.7
08/12/2010,0.0,21.6,31.0
08/12/2011,0.6,19.2,29.6
08/12/2012,0.0,23.1,30.4
08/12/2013,0.0,20.1,29.9
08/12/2014,0.0,20.3,31.8
08/12/2015,0.0,18.0,28.0
08/12/2016,0.0,19.1,31.6
08/12/2017,8.2,19.8,28.2
08/12/2018,1.0,13.7,20.0
09/01/2000,12.6,20.1,29.9
09/01/2001,9.4,21.0,32.5
09/01/2002,30.5,17.1,25.9
09/01/2003,0.0,20.0,32.8
09/01/2004,32.9,18.6,24.0
09/01/2005,0.5,21.1,30.8
09/01/2006,0.0,20.1,31.8
09/01/2007,0.0,19.7,26.9
09/01/2008,1.0,18.1,29.8
09/01/2009,0.0,18.0,30.2
09/01/2010,29.4,20.1,31.4
09/01/2011,27.6,20.0,30.6
09/01/2012,0.0,19.1,26.6
09/01/2013,17.5,21.1,27.7
09/01/2014,0.0,17.1,32.6
09/01/2015,4.4,21.9,34.0
09/01/2016,0.0,21.6,30.4
09/01/2017,11.0,20.9,30.4
09/01/2018,9.7,18.3,25.5
09/01/2019,0.8,21.6,34.5
09/02/2000,0.0,19.7,26.3
09/02/2001,0.0,21.3,25.9
09/02/2002,16.7,19.3,23.1
09/02/2003,13.0,22.4,34.1
09/02/2004,0.0,16.3,24.5
09/02/2005,0.0,15.6,27.4
09/02/2006,0.0,22.0,29.1
09/02/2007,30.9,20.9,28.3
09/02/2008,0.7,18.5,31.3
09/02/2009,8.2,20.9,28.7
09/02/2010,0.0,22.9,31.3
09/02/2011,0.0,22.1,32.8
09/02/2012,0.0,23.2,32.1
09/02/2013,23.0,17.7,26.5
09/02/2014,3.0,22.3,36.0
09/02/2015,0.0,19.3,30.7
09/02/2016,48.0,20.7,32.5
09/02/2017,0.0,18.1,27.5
09/02/2018,1.4,19.3,32.8
09/02/2019,0.0,18.3,32.3
09/03/2000,0.0,14.7,24.7
09/03/2001,11.0,20.1,26.7
09/03/2002,42.0,20.0,33.0
09/03/2003,6.7,19.4,26.3
09/03/2004,0.4,19.9,31.3
09/03/2005,0.0,20.7,32.7
09/03/2006,31.6,18.3,31.0
09/03/2007,18.8,20.7,32.7
09/03/2008,0.0,17.9,29.5
09/03/2009,1.0,20.1,29.8
09/03/2010,0.0,18.8,30.7
09/03/2011,5.6,17.6,27.5
09/03/2012,0.0,17.8,31.3
09/03/2013,8.2,20.3,32.3
09/03/2014,4.0,18.1,30.0
09/03/2015,77.0,19.7,23.3
09/03/2016,0.0,20.5,31.5
09/03/2017,0.0,18.6,30.7
09/03/2018,0.4,19.2,26.8
09/03/2019,0.0,18.5,33.5
09/04/2000,0.0,17.7,29.2
09/04/2001,0.0,20.0,29.0
09/04/2002,0.0,16.9,26.6
09/04/2003,0.0,18.2,27.5
09/04/2004,0.0,18.3,26.6
09/04/2005,71.2,20.5,28.0
09/04/2006,34.1,18.3,28.3
09/04/2007,34.8,18.5,26.8
09/04/2008,3.8,19.7,29.1
09/04/2009,0.0,18.9,26.8
09/04/2010,2.0,14.2,19.3
09/04/2011,0.0,16.6,26.7
09/04/2012,0.0,18.4,26.0
09/04/2013,1.2,18.2,0.0
09/04/2014,0.0,20.1,30.3
09/04/2015,0.0,15.9,25.6
09/04/2016,0.0,18.4,32.9
09/04/2017,0.0,19.6,27.6
09/04/2018,0.0,18.6,27.8
09/04/2019,55.8,18.5,21.4
09/05/2000,1.0,15.3,19.8
09/05/2001,0.0,12.4,26.3
09/05/2002,0.1,18.2,23.5
09/05/2003,0.0,11.5,19.1
09/05/2004,0.0,11.9,20.8
09/05/2005,0.0,16.7,24.5
09/05/2006,0.0,13.7,21.7
09/05/2007,13.5,9.9,20.8
09/05/2008,0.0,14.0,20.5
09/05/2009,0.0,14.7,0.0
09/05/2010,38.7,14.9,19.1
09/05/2011,0.0,16.7,23.4
09/05/2012,0.0,15.8,25.7
09/05/2013,0.0,10.2,0.0
09/05/2014,0.0,16.3,23.6
09/05/2015,0.0,13.7,26.1
09/05/2016,0.0,16.4,25.0
09/05/2017,0.0,14.6,25.5
09/05/2018,0.0,15.7,25.0
09/05/2019,0.0,17.3,23.8
09/06/2000,0.0,14.7,25.1
09/06/2001,0.0,17.5,26.1
09/06/2002,0.0,17.0,28.1
09/06/2003,0.0,16.0,25.4
09/06/2004,0.0,11.3,20.5
09/06/2005,0.0,14.5,25.3
09/06/2006,0.0,12.7,25.3
09/06/2007,0.0,14.7,27.6
09/06/2008,0.0,16.0,26.5
09/06/2009,0.0,12.4,24.8
09/06/2010,0.0,11.6,20.7
09/06/2011,0.0,10.5,15.8
09/06/2012,10.3,12.2,17.5
09/06/2013,0.0,16.0,25.8
09/06/2014,0.0,17.5,24.3
09/06/2015,0.0,15.2,26.0
09/06/2016,0.0,8.9,16.5
09/06/2017,0.0,15.2,23.2
09/06/2018,0.0,12.5,19.7
09/06/2019,0.0,11.1,21.8
09/07/2000,0.0,15.0,28.0
09/07/2001,0.0,14.2,25.6
09/07/2002,0.0,9.8,19.0
09/07/2003,0.0,17.4,28.4
09/07/2004,16.4,15.7,20.8
09/07/2005,0.0,9.4,18.8
09/07/2006,0.0,15.5,27.5
09/07/2007,0.0,14.5,28.4
09/07/2008,0.0,10.8,21.8
09/07/2009,0.0,14.7,26.1
09/07/2010,0.0,13.4,25.3
09/07/2011,0.0,8.5,21.3
09/07/2012,0.2,11.6,19.5
09/07/2013,0.0,14.4,18.7
09/07/2014,1.5,14.1,19.7
09/07/2015,0.0,15.3,20.4
09/07/2016,0.0,8.1,23.2
09/07/2017,0.0,13.1,22.8
09/07/2018,0.0,14.7,25.2
09/07/2019,0.0,10.2,20.2
09/08/2000,0.0,15.4,29.5
09/08/2001,0.0,12.2,23.7
09/08/2002,0.5,18.3,29.9
09/08/2003,0.8,11.1,19.3
09/08/2004,0.0,6.9,17.9
09/08/2005,0.0,14.2,22.8
09/08/2006,0.0,15.8,27.8
09/08/2007,0.0,12.7,27.7
09/08/2008,12.4,13.5,17.5
09/08/2009,0.0,16.4,28.8
09/08/2010,0.0,13.5,20.8
09/08/2011,0.0,16.2,23.9
09/08/2012,0.0,12.8,25.7
09/08/2013,0.0,16.8,28.5
09/08/2014,0.0,15.0,20.0
09/08/2015,0.0,15.6,26.2
09/08/2016,0.0,14.6,22.0
09/08/2017,0.0,17.5,29.3
09/08/2018,2.2,15.2,24.6
09/08/2019,0.0,15.5,29.0
09/09/2000,0.0,15.2,25.9
09/09/2001,0.0,16.0,28.1
09/09/2002,0.0,13.1,23.7
09/09/2003,0.0,19.7,25.3
09/09/2004,0.0,17.4,33.4
09/09/2005,0.0,14.5,27.1
09/09/2006,0.0,13.7,28.0
09/09/2007,0.0,13.7,27.6
09/09/2008,0.0,14.2,21.9
09/09/2009,78.1,15.7,22.4
09/09/2010,0.2,13.2,22.1
09/09/2011,0.0,14.5,30.7
09/09/2012,0.0,19.6,33.3
09/09/2013,0.0,14.7,28.2
09/09/2014,0.0,15.9,31.0
09/09/2015,58.0,15.8,22.9
09/09/2016,0.0,13.5,22.5
09/09/2017,0.0,14.7,30.2
09/09/2018,0.0,13.0,24.5
09/09/2019,0.0,18.1,32.8
09/10/2000,0.0,16.1,27.1
09/10/2001,15.2,15.6,20.3
09/10/2002,0.0,19.7,33.8
09/10/2003,0.0,18.7,30.5
09/10/2004,0.0,12.0,32.3
09/10/2005,0.0,19.3,29.9
09/10/2006,0.0,16.7,25.8
09/10/2007,0.0,16.4,30.4
09/10/2008,0.4,11.2,18.0
09/10/2009,6.9,12.7,15.6
09/10/2010,1.0,12.0,20.4
09/10/2011,9.8,18.7,24.5
09/10/2012,0.0,17.0,32.3
09/10/2013,0.0,11.7,24.9
09/10/2014,0.0,15.4,31.9
09/10/2015,0.0,19.8,29.0
09/10/2016,0.0,15.0,23.7
09/10/2017,0.0,18.4,31.1
09/10/2018,15.2,18.7,28.3
09/11/2000,0.0,15.7,29.1
09/11/2001,0.0,18.7,26.9
09/11/2002,0.0,13.6,30.6
09/11/2003,0.0,15.3,31.6
09/11/2004,0.0,16.0,28.3
09/11/2005,0.0,14.7,20.1
09/11/2006,0.0,12.9,22.5
09/11/2007,27.0,17.8,29.3
09/11/2008,3.0,17.7,29.9
09/11/2009,26.4,19.7,26.1
09/11/2010,0.0,20.7,32.7
09/11/2011,0.0,16.2,30.7
09/11/2012,5.2,19.0,22.5
09/11/2013,0.0,16.9,29.1
09/11/2014,2.7,18.6,25.3
09/11/2015,4.4,18.7,29.5
09/11/2016,0.0,16.2,31.0
09/11/2017,0.0,17.7,26.7
09/11/2018,4.0,16.2,24.4
09/12/2000,0.0,19.3,32.2
09/12/2001,23.6,18.5,26.1
09/12/2002,14.4,17.7,23.7
09/12/2003,12.6,18.3,25.7
09/12/2004,14.4,18.9,26.3
09/12/2005,0.0,15.3,30.5
09/12/2006,0.0,17.6,25.3
09/12/2007,0.0,20.8,30.8
09/12/2008,0.0,18.4,34.0
09/12/2009,9.8,18.2,22.7
09/12/2010,6.2,19.6,27.0
09/12/2011,22.7,19.6,25.6
09/12/2012,4.4,19.7,26.6
09/12/2013,0.0,20.2,32.9
09/12/2014,0.0,22.0,28.7
09/12/2015,0.0,19.6,27.9
09/12/2016,0.0,20.5,29.8
09/12/2017,11.0,19.1,27.4
09/12/2018,0.0,13.3,26.8
10/01/2000,11.0,19.7,32.1
10/01/2001,0.2,20.6,30.1
10/01/2002,15.0,17.5,28.3
10/01/2003,0.0,17.2,33.0
10/01/2004,10.2,17.7,28.1
10/01/2005,0.0,21.1,31.5
10/01/2006,0.0,20.6,31.5
10/01/2007,0.0,19.4,29.0
10/01/2008,0.0,17.9,31.8
10/01/2009,1.6,18.0,27.8
10/01/2010,0.0,22.2,32.5
10/01/2011,0.0,22.2,29.8
10/01/2012,1.4,19.0,21.8
10/01/2013,11.1,17.8,24.5
10/01/2014,28.5,17.1,33.2
10/01/2015,0.0,22.1,34.2
10/01/2016,28.2,20.6,28.2
10/01/2017,16.7,20.3,30.6
10/01/2018,0.8,19.0,29.0
10/01/2019,0.0,22.5,32.5
10/02/2000,18.3,19.7,25.3
10/02/2001,7.4,20.5,26.7
10/02/2002,5.1,17.7,28.1
10/02/2003,0.0,23.0,34.0
10/02/2004,0.0,16.0,25.7
10/02/2005,0.0,17.1,28.9
10/02/2006,17.4,19.3,25.2
10/02/2007,0.0,22.2,30.3
10/02/2008,0.0,20.7,30.7
10/02/2009,0.2,21.1,30.3
10/02/2010,0.0,21.1,28.7
10/02/2011,0.0,24.3,32.0
10/02/2012,0.1,21.0,31.7
10/02/2013,4.5,19.2,28.5
10/02/2014,6.8,22.3,34.7
10/02/2015,32.2,20.1,29.0
10/02/2016,0.0,23.4,32.5
10/02/2017,0.0,18.6,29.4
10/02/2018,0.0,20.3,30.0
10/02/2019,0.0,18.8,32.5
10/03/2000,0.0,16.4,25.7
10/03/2001,1.8,20.7,27.1
10/03/2002,0.0,20.4,32.4
10/03/2003,1.1,20.7,26.8
10/03/2004,0.0,20.7,30.0
10/03/2005,0.0,20.3,33.1
10/03/2006,0.0,18.7,28.3
10/03/2007,0.0,22.2,32.5
10/03/2008,38.6,17.8,30.7
10/03/2009,0.8,20.9,27.8
10/03/2010,0.0,20.2,31.8
10/03/2011,0.0,18.2,29.3
10/03/2012,0.0,18.4,29.6
10/03/2013,75.6,20.0,29.7
10/03/2014,0.0,19.2,31.1
10/03/2015,9.7,21.2,26.9
10/03/2016,0.1,20.3,25.9
10/03/2017,0.0,20.5,31.0
10/03/2018,0.0,20.1,27.5
10/03/2019,42.0,18.4,27.8
10/04/2000,0.0,18.6,29.5
10/04/2001,0.0,20.4,30.1
10/04/2002,0.0,17.7,27.9
10/04/2003,0.0,20.4,23.1
10/04/2004,0.1,18.7,25.7
10/04/2005,0.0,20.4,30.1
10/04/2006,9.6,17.7,27.1
10/04/2007,0.0,17.3,25.3
10/04/2008,0.0,20.1,29.1
10/04/2009,0.0,18.2,27.5
10/04/2010,3.6,13.9,21.1
10/04/2011,0.0,16.9,23.7
10/04/2012,0.0,19.5,29.0
10/04/2013,0.0,17.0,0.0
10/04/2014,0.0,20.9,28.1
10/04/2015,0.0,17.0,25.5
10/04/2016,0.0,21.2,31.0
10/04/2017,0.0,20.4,28.8
10/04/2018,0.0,18.3,28.2
10/04/2019,8.0,16.7,22.0
10/05/2000,0.0,11.8,20.7
10/05/2001,0.0,15.2,27.5
10/05/2002,0.0,16.7,24.6
10/05/2003,0.0,12.9,21.3
10/05/2004,0.0,13.7,22.1
10/05/2005,7.0,16.7,26.1
10/05/2006,0.0,13.3,22.0
10/05/2007,3.1,9.7,19.1
10/05/2008,0.0,12.7,19.5
10/05/2009,4.6,0.0,0.0
10/05/2010,1.7,13.1,19.9
10/05/2011,0.0,16.4,24.9
10/05/2012,0.0,15.3,25.3
10/05/2013,0.0,11.4,0.0
10/05/2014,0.0,14.2,21.0
10/05/2015,0.0,13.7,21.0
10/05/2016,0.0,17.7,24.2
10/05/2017,0.0,17.2,23.4
10/05/2018,0.0,15.9,26.6
10/05/2019,0.0,17.6,27.3
10/06/2000,0.0,15.7,23.7
10/06/2001,3.0,15.9,23.9
10/06/2002,0.0,18.7,27.7
10/06/2003,0.0,16.7,27.9
10/06/2004,0.8,14.7,26.0
10/06/2005,0.0,15.4,25.4
10/06/2006,0.0,12.7,24.9
10/06/2007,0.0,15.2,26.9
10/06/2008,0.0,15.7,24.8
10/06/2009,0.0,14.2,20.1
10/06/2010,0.0,13.7,20.3
10/06/2011,23.2,11.4,18.5
10/06/2012,0.0,13.6,21.1
10/06/2013,0.0,14.4,26.1
10/06/2014,0.0,15.5,18.5
10/06/2015,0.0,15.5,26.2
10/06/2016,0.0,5.5,18.8
10/06/2017,0.0,10.9,19.6
10/06/2018,0.0,14.0,24.5
10/06/2019,0.0,12.2,22.8
10/07/2000,0.0,15.7,27.5
10/07/2001,0.0,14.0,26.1
10/07/2002,0.0,11.9,21.2
10/07/2003,0.0,13.5,18.1
10/07/2004,0.0,15.9,20.0
10/07/2005,0.0,9.7,19.1
10/07/2006,25.0,15.5,18.9
10/07/2007,0.0,14.7,27.3
10/07/2008,0.0,12.2,21.5
10/07/2009,0.0,16.9,22.1
10/07/2010,0.0,15.7,22.0
10/07/2011,0.0,9.2,26.7
10/07/2012,0.0,11.3,23.8
10/07/2013,0.0,14.0,22.3
10/07/2014,4.6,14.1,18.6
10/07/2015,0.0,14.0,25.4
10/07/2016,0.0,8.4,27.9
10/07/2017,0.0,12.7,23.8
10/07/2018,0.0,10.6,15.6
10/07/2019,0.0,10.0,23.1
10/08/2000,1.0,12.7,29.0
10/08/2001,0.0,11.8,23.5
10/08/2002,0.0,14.3,24.7
10/08/2003,5.2,9.4,15.3
10/08/2004,0.0,10.7,19.7
10/08/2005,4.7,10.7,17.3
10/08/2006,0.0,19.7,30.1
10/08/2007,0.0,13.9,28.3
10/08/2008,18.2,12.8,18.9
10/08/2009,0.0,15.1,24.5
10/08/2010,0.0,13.2,19.5
10/08/2011,2.3,14.4,19.1
10/08/2012,0.0,13.3,26.7
10/08/2013,0.0,15.8,27.9
10/08/2014,0.0,13.9,25.3
10/08/2015,0.0,15.6,28.0
10/08/2016,0.2,11.4,20.0
10/08/2017,0.0,14.9,24.0
10/08/2018,0.0,10.2,20.7
10/08/2019,0.0,16.5,29.8
10/09/2000,0.0,14.9,28.9
10/09/2001,0.0,14.7,26.9
10/09/2002,0.0,14.9,23.5
10/09/2003,0.0,13.0,21.7
10/09/2004,0.0,15.0,30.0
10/09/2005,0.0,15.2,29.7
10/09/2006,0.0,17.9,27.2
10/09/2007,0.0,14.7,28.0
10/09/2008,0.0,15.4,32.0
10/09/2009,0.2,16.8,24.1
10/09/2010,0.0,14.2,24.2
10/09/2011,0.0,15.7,24.7
10/09/2012,0.0,18.5,32.6
10/09/2013,0.0,15.1,29.3
10/09/2014,0.0,13.7,31.6
10/09/2015,0.0,13.9,25.6
10/09/2016,0.0,15.3,27.0
10/09/2017,0.0,17.1,30.4
10/09/2018,0.0,13.9,25.0
10/09/2019,0.0,18.7,33.4
10/10/2000,0.0,18.1,27.3
10/10/2001,0.0,16.3,28.3
10/10/2002,0.0,18.9,35.7
10/10/2003,24.6,16.4,21.2
10/10/2004,0.0,16.5,29.0
10/10/2005,0.0,16.0,22.8
10/10/2006,0.0,17.7,28.0
10/10/2007,0.0,17.2,33.1
10/10/2008,0.0,13.5,24.7
10/10/2009,0.0,12.9,18.3
10/10/2010,0.0,12.5,20.0
10/10/2011,4.1,17.8,28.7
10/10/2012,0.0,20.0,32.8
10/10/2013,0.0,14.4,25.3
10/10/2014,0.0,18.2,34.4
10/10/2015,0.3,19.6,28.0
10/10/2016,0.0,14.6,22.6
10/10/2017,0.0,20.3,33.9
10/10/2018,1.2,19.8,28.6
10/11/2000,0.0,18.1,28.1
10/11/2001,0.0,18.8,30.6
10/11/2002,0.0,19.7,31.0
10/11/2003,0.0,17.6,32.3
10/11/2004,0.0,17.9,31.6
10/11/2005,0.6,14.7,18.8
10/11/2006,3.2,11.7,18.7
10/11/2007,1.7,20.1,25.9
10/11/2008,0.0,18.9,26.7
10/11/2009,0.0,20.2,29.8
10/11/2010,21.6,16.5,26.5
10/11/2011,0.0,20.0,32.2
10/11/2012,8.2,18.7,28.7
10/11/2013,0.0,17.5,32.3
10/11/2014,0.0,16.8,26.8
10/11/2015,10.4,19.4,31.8
10/11/2016,36.0,16.5,30.1
10/11/2017,4.2,18.4,29.5
10/11/2018,0.0,17.3,25.3
10/12/2000,9.5,18.3,28.2
10/12/2001,23.4,17.3,27.1
10/12/2002,0.0,17.3,24.2
10/12/2003,1.3,17.0,27.7
10/12/2004,23.0,17.9,22.3
10/12/2005,0.0,19.5,30.6
10/12/2006,0.0,18.4,25.2
10/12/2007,0.0,20.7,30.3
10/12/2008,0.0,21.1,32.1
10/12/2009,0.0,17.7,27.0
10/12/2010,0.0,18.4,29.8
10/12/2011,20.5,17.2,21.0
10/12/2012,0.0,19.1,32.7
10/12/2013,4.8,21.5,26.7
10/12/2014,3.4,20.2,27.1
10/12/2015,0.0,22.2,27.7
10/12/2016,0.6,20.4,30.6
10/12/2017,0.0,17.3,30.2
10/12/2018,0.0,15.7,30.0
11/01/2000,0.0,20.1,31.4
11/01/2001,0.0,20.7,30.9
11/01/2002,0.0,19.1,26.7
11/01/2003,34.8,17.3,31.5
11/01/2004,0.0,16.7,31.8
11/01/2005,28.9,20.4,25.8
11/01/2006,0.0,20.0,30.3
11/01/2007,0.0,18.7,31.5
11/01/2008,0.0,20.2,31.3
11/01/2009,0.0,21.1,29.6
11/01/2010,0.4,18.7,31.5
11/01/2011,66.6,19.5,28.7
11/01/2012,15.5,18.1,23.8
11/01/2013,3.4,16.5,22.3
11/01/2014,1.0,20.9,32.9
11/01/2015,3.4,22.2,34.8
11/01/2016,8.6,20.7,23.5
11/01/2017,0.0,20.9,30.1
11/01/2018,18.5,20.0,30.2
11/01/2019,0.0,20.3,32.2
11/02/2000,16.8,20.1,24.3
11/02/2001,14.3,20.4,31.3
11/02/2002,0.0,16.9,31.1
11/02/2003,0.0,23.5,33.7
11/02/2004,0.0,17.4,26.0
11/02/2005,0.0,18.7,28.3
11/02/2006,36.6,18.3,21.3
11/02/2007,2.1,18.9,27.0
11/02/2008,11.6,20.2,31.8
11/02/2009,0.0,21.0,30.0
11/02/2010,1.0,19.9,30.3
11/02/2011,0.0,21.1,31.6
11/02/2012,30.9,19.3,28.0
11/02/2013,27.6,18.7,30.9
11/02/2014,0.0,22.2,33.3
11/02/2015,2.2,19.9,30.4
11/02/2016,0.1,21.5,27.8
11/02/2017,0.0,20.4,31.2
11/02/2018,10.2,20.2,31.0
11/02/2019,0.0,21.8,32.8
11/03/2000,0.0,17.5,22.3
11/03/2001,1.6,19.5,29.1
11/03/2002,0.0,20.5,32.3
11/03/2003,8.5,20.6,25.8
11/03/2004,33.0,20.3,28.7
11/03/2005,0.0,21.7,33.3
11/03/2006,95.4,17.7,26.3
11/03/2007,0.6,21.4,31.6
11/03/2008,4.4,17.9,26.5
11/03/2009,10.0,20.2,25.1
11/03/2010,0.0,21.7,31.6
11/03/2011,0.0,20.5,30.1
11/03/2012,28.0,18.1,28.1
11/03/2013,5.8,20.0,27.6
11/03/2014,0.0,21.4,30.3
11/03/2015,9.5,20.1,28.1
11/03/2016,87.2,19.0,26.9
11/03/2017,4.6,20.4,30.6
11/03/2018,0.4,19.3,31.0
11/03/2019,37.2,18.7,24.4
11/04/2000,0.0,18.3,28.9
11/04/2001,0.0,21.2,29.4
11/04/2002,0.0,17.9,29.9
11/04/2003,0.3,19.6,24.5
11/04/2004,0.3,18.2,27.6
11/04/2005,0.0,19.9,30.8
11/04/2006,0.0,19.4,26.3
11/04/2007,0.0,18.0,29.0
11/04/2008,2.6,18.4,30.4
11/04/2009,0.0,16.3,27.5
11/04/2010,0.0,13.9,23.1
11/04/2011,20.4,15.2,28.3
11/04/2012,1.0,19.2,28.6
11/04/2013,0.0,18.6,0.0
11/04/2014,0.0,18.5,30.6
11/04/2015,0.0,17.2,28.4
11/04/2016,0.0,20.7,29.5
11/04/2017,4.8,21.2,29.6
11/04/2018,0.0,18.5,27.7
11/04/2019,0.0,17.8,28.0
11/05/2000,0.0,12.1,19.2
11/05/2001,0.0,16.2,23.6
11/05/2002,0.0,18.1,26.4
11/05/2003,0.0,14.7,22.1
11/05/2004,0.0,15.1,22.7
11/05/2005,0.0,15.3,28.3
11/05/2006,0.0,11.7,21.5
11/05/2007,0.0,11.2,23.5
11/05/2008,0.0,13.4,19.9
11/05/2009,1.4,16.4,27.3
11/05/2010,0.2,13.3,21.8
11/05/2011,0.0,17.3,26.8
11/05/2012,0.0,15.8,27.0
11/05/2013,0.0,12.9,0.0
11/05/2014,0.0,13.7,20.6
11/05/2015,22.2,15.7,20.6
11/05/2016,0.0,15.6,23.7
11/05/2017,1.0,16.1,21.6
11/05/2018,0.0,15.2,27.3
11/05/2019,0.0,18.9,29.3
11/06/2000,0.0,14.5,24.7
11/06/2001,0.0,16.0,22.5
11/06/2002,0.0,18.4,27.6
11/06/2003,0.0,19.1,26.6
