Tipo,Ano,Trimestre,Mês,Dia,MesAno,AnoMes,NumBU
VALE TRANSPORTE / COMUM,2016,Tri 1,janeiro,31,2016-01-31 00:00:00,201601,24327295
VALE TRANSPORTE / COMUM,2016,Tri 1,fevereiro,29,2016-02-29 00:00:00,201602,24465098
VALE TRANSPORTE / COMUM,2016,Tri 1,março,31,2016-03-31 00:00:00,201603,24634568
VALE TRANSPORTE / COMUM,2016,Tri 2,abril,30,2016-04-30 00:00:00,201604,24766889
VALE TRANSPORTE / COMUM,2016,Tri 2,maio,31,2016-05-31 00:00:00,201605,24894054
VALE TRANSPORTE / COMUM,2016,Tri 2,junho,30,2016-06-30 00:00:00,201606,25020857
VALE TRANSPORTE / COMUM,2016,Tri 3,julho,31,2016-07-31 00:00:00,201607,25205201
VALE TRANSPORTE / COMUM,2016,Tri 3,agosto,31,2016-08-31 00:00:00,201608,25325698
VALE TRANSPORTE / COMUM,2016,Tri 3,setembro,30,2016-09-30 00:00:00,201609,25452830
VALE TRANSPORTE / COMUM,2016,Tri 4,outubro,31,2016-10-31 00:00:00,201610,25570199
VALE TRANSPORTE / COMUM,2016,Tri 4,novembro,30,2016-11-30 00:00:00,201611,25631785
VALE TRANSPORTE / COMUM,2016,Tri 4,dezembro,31,2016-12-31 00:00:00,201612,25753936
VALE TRANSPORTE / COMUM,2017,Tri 1,janeiro,31,2017-01-31 00:00:00,201701,25936436
VALE TRANSPORTE / COMUM,2017,Tri 1,fevereiro,28,2017-02-28 00:00:00,201702,26063531
VALE TRANSPORTE / COMUM,2017,Tri 1,março,31,2017-03-31 00:00:00,201703,26180544
VALE TRANSPORTE / COMUM,2017,Tri 2,abril,30,2017-04-30 00:00:00,201704,26274565
VALE TRANSPORTE / COMUM,2017,Tri 2,maio,31,2017-05-31 00:00:00,201705,26401730
VALE TRANSPORTE / COMUM,2017,Tri 2,junho,30,2017-06-30 00:00:00,201706,26528533
VALE TRANSPORTE / COMUM,2017,Tri 3,julho,31,2017-07-31 00:00:00,201707,26712877
VALE TRANSPORTE / COMUM,2017,Tri 3,agosto,31,2017-08-31 00:00:00,201708,26833374
VALE TRANSPORTE / COMUM,2017,Tri 3,setembro,30,2017-09-30 00:00:00,201709,26960506
VALE TRANSPORTE / COMUM,2017,Tri 4,outubro,31,2017-10-31 00:00:00,201710,27077875
VALE TRANSPORTE / COMUM,2017,Tri 4,novembro,30,2017-11-30 00:00:00,201711,27139461
VALE TRANSPORTE / COMUM,2017,Tri 4,dezembro,31,2017-12-31 00:00:00,201712,27261612
VALE TRANSPORTE / COMUM,2018,Tri 1,janeiro,31,2018-01-31 00:00:00,201801,27445763
VALE TRANSPORTE / COMUM,2018,Tri 1,fevereiro,28,2018-02-28 00:00:00,201802,27681584
VALE TRANSPORTE / COMUM,2018,Tri 1,março,31,2018-03-31 00:00:00,201803,27899023
VALE TRANSPORTE / COMUM,2018,Tri 2,abril,30,2018-04-30 00:00:00,201804,26611514
VALE TRANSPORTE / COMUM,2018,Tri 2,maio,31,2018-05-31 00:00:00,201805,27031162
VALE TRANSPORTE / COMUM,2018,Tri 2,junho,30,2018-06-30 00:00:00,201806,27024640
VALE TRANSPORTE / COMUM,2018,Tri 3,julho,31,2018-07-31 00:00:00,201807,27278628
VALE TRANSPORTE / COMUM,2018,Tri 3,agosto,31,2018-08-31 00:00:00,201808,27493928
VALE TRANSPORTE / COMUM,2018,Tri 3,setembro,30,2018-09-30 00:00:00,201809,27313277
VALE TRANSPORTE / COMUM,2018,Tri 4,outubro,31,2018-10-31 00:00:00,201810,27517305
VALE TRANSPORTE / COMUM,2018,Tri 4,novembro,30,2018-11-30 00:00:00,201811,27440122
VALE TRANSPORTE / COMUM,2018,Tri 4,dezembro,31,2018-12-31 00:00:00,201812,27464088
VALE TRANSPORTE / COMUM,2019,Tri 1,janeiro,31,2019-01-31 00:00:00,201901,27488313
VALE TRANSPORTE / COMUM,2019,Tri 1,fevereiro,28,2019-02-28 00:00:00,201902,27605556
