ano,bairro,dia,local,mes,referencia,sentido
2018,Perus,18,AV. RAIMUNDO PEREIRA DE MAGALHAES,12,ALTURA DO NÚMERO 16850,CENTRO/BAIRRO
2018,Itaquera,18,AV. JACU PESSEGO N TRABALHADORES,12,R. DR. AURELIANO BARREIROS,MAUA/A SENNA
2018,Mooca,18,AV. JOSE PINHEIRO BORGES,12,AV. JACU PESSEGO N TRABALHADORES,BAIRRO/CENTRO
2018,Mooca,18,AV. CELSO GARCIA,12,ALTURA DO NÚMERO 3200,CENTRO/BAIRRO
2018,Perus,19,R. FIORELLI PECCICACCO,12,PC INACIA DIAS,UNICO
2018,Perus,19,R. BERNARDO JOSE DE LORENA,12,R JOAO BATISTA FANTON,UNICO
2018,Sé,19,PC. DA. BANDEIRA,12,AV. NOVE DE JULHO,CENTRO/BAIRRO
2018,Sé,19,AV. MERCURIO,12,ALTURA DO NÚMERO 586,BAIRRO/CENTRO - CORREDOR DE ÔNIBUS
2018,Sé,19,AV. SEN. QUEIROS,12,ALTURA DO NÚMERO 586,BAIRRO/CENTRO - CORREDOR DE ÔNIBUS
2018,Sé,19,AV. RIO BRANCO,12,ALTURA DO NÚMERO 1661,BAIRRO/CENTRO
2018,Sé,19,AV. MERCURIO,12,PC. S. VITO,ÚNICO
2018,Butantã,19,AV. VITAL BRASIL,12,PC. JORGE DE LIMA,BAIRRO/CENTRO
2018,Mooca,19,AV. CELSO GARCIA,12,AV SALIM FARAH MALUF,CENTRO/BAIRRO
2018,Mooca,19,AV. CELSO GARCIA,12,PC MAJ GUILHERME RUDGE,CENTRO/BAIRRO
2018,Mooca,19,AV. CELSO GARCIA,12,R SALDANHA MARINHO,CENTRO/BAIRRO
2018,Sé,20,R. BR. DE. CAMPINAS,12,AL. NOTHMANN,ÚNICO
2018,Pinheiros,20,R. ESTADOS UNIDOS,12,R. AUGUSTA,ÚNICO
2018,Pinheiros,20,R. ESTADOS UNIDOS,12,AL. GABRIEL MONTEIRO DA SILVA,BAIRRO/CENTRO
2018,Santo Amaro,20,AV. DAS NACOES UNIDAS,12,R JAIME DE OLIVEIRA SOUZA,INTERLAGOS/CASTELO - LOCAL
2018,Pirituba/Jaraguá,23,AV. RAIMUNDO PEREIRA DE MAGALHAES,12,ALTURA DO NÚMERO 9700,CENTRO/BAIRRO
2018,Campo Limpo,23,ES. DE. ITAPECERICA,12,ALTURA DO NÚMERO 2611,BAIRRO/CENTRO
2018,M'Boi Mirim,23,AV. MARIA COELHO AGUIAR,12,AV. JOÃO DIAS,CENTRO/BAIRRO
2018,Santo Amaro,23,AV. DAS. NACOES UNIDAS,12,ALTURA DO NÚMERO 17271,CASTELO/INTERLAGOS - LOCAL
2018,Santo Amaro,23,AV. DAS NACOES UNIDAS,12,PTE EDSON DE GODOY BUENO,INTERLAGOS/CASTELO - LOCAL
2018,Santo Amaro,23,AV. DAS NACOES UNIDAS,12,PTE TRANSAMERICA,INTERLAGOS/CASTELO - LOCAL
2018,Santo Amaro,23,PTE. JOAO DIAS,12,AV DAS NACOES UNIDAS,BAIRRO/CENTRO
2018,Pirituba/Jaraguá,24,AV. RAIMUNDO PEREIRA DE MAGALHAES,12,ALTURA DO NÚMERO 9700,CENTRO/BAIRRO
2018,Itaquera,24,AV DO CONTORNO,12,ESTACAO-CORINTHIANS ITAQUERA METRO,BAIRRO/CENTRO
2018,Mooca,24,AV. JOSE PINHEIRO BORGES,12,AV. JACU PESSEGO N TRABALHADORES,CENTRO/BAIRRO
2018,Sé,25,AV. SANTOS DUMONT,12,R. GUAPORE,AEROPORTO/SANTANA
2018,Sé,26,AV. SANTOS DUMONT,12,ALTURA DO NÚMERO 536,AEROPORTO/SANTANA
2018,Santana,28,R. CEL. ANTONIO DE CARVALHO,12,ALTURA DO NÚMERO 53,ÚNICO
2018,Vila Prudente,28,VD. GRANDE SAO PAULO,12,ALTURA DO NÚMERO 0,IPIRANGA/V PRUDENTE
2018,Vila Prudente,28,AV. SALIM FARAH MALUF,12,AV VILA EMA,MARGINAL/V PRUDENTE
2019,Perus,01,R. CRISPIM DO AMARAL,01,ALTURA DO NÚMERO 102,CENTRO/BAIRRO
2019,Perus,01,PÇ INACIO DIAS,01,RUA CRISPIM DO AMARAL,AMBOS
2019,Perus,01,RUA FRANCIS DE CASTELNAU,01,ALTURA DO NUMERO 10,AMBOS
2019,Perus,01,AV. RAIMUNDO PEREIRA DE MAGALHAES,01,ALTURA DO NÚMERO 16271,CENTRO/BAIRRO
2019,Sé,01,PC. DA BANDEIRA,01,AV. VINTE E TRES DE MAIO,CENTRO/BAIRRO
2019,Pinheiros,01,AV. DAS NACOES UNIDAS,01,AV QUEIROZ FILHO,INTERLAGOS/CASTELO
2019,Itaquera,01,AV. JACU PESSEGO N TRABALHADORES,01,R. MONTANHAS,MAUA/A SENNA
2019,Itaquera,01,AV. JACU PESSEGO N TRABALHADORES,01,R. RAINHA-DA-NOITE,A SENNA/MAUA
2019,Itaquera,01,AV. JACU PESSEGO N TRABALHADORES,01,R. MONTANHAS,MAUA/A SENNA - LOCAL
2019,Itaim Paulista,01,RUA MANUEL B. DE LIMA,01,SEM NUMERO,AMBOS
2019,Mooca,01,AV. SALIM FARAH MALUF,01,R. DEMETRIO RIBEIRO,MARGINAL/V PRUDENTE - EXPRESSA
2019,Itaquera,02,AV. ADRIANO BERTOZZI,01,ALTURA DO NÚMERO 125,CENTRO/BAIRRO
2019,Sé,03,PC. DA. BANDEIRA,01,ALTURA DO NÚMERO 27,CENTRO/BAIRRO
2019,Sé,03,AV. VINTE E TRES DE MAIO (LIBERDADE),01,PC DA BANDEIRA,SANTANA/AEROPORTO
2019,Sé,03,TN. PAPA JOAO PAULO II (REPUBLICA),01,AV PRESTES MAIA,SANTANA/AEROPORTO
2019,Sé,03,AV. PRES CASTELO BRANCO (BARRA FUNDA),01,VD ENG JOAO BIRMAN,CASTELO B/A SENNA
2019,Vila Maria/ Vila Guilherme,04,R. CHICO PONTES,01,ALTURA DO NÚMERO 1349,UNICO
2019,Sé,04,R. DA. CANTAREIRA,01,AV. MERCURIO,BAIRRO/CENTRO
2019,Sé,04,R. PAULA SOUSA,01,AV DO ESTADO,AMBOS - LOCAL
2019,Sé,04,AV. MERCURIO,01,PC. S. VITO,UNICO
2019,Sé,04,AV. SEN. QUEIROS,01,ALTURA DO NÚMERO 587,UNICO
2019,Lapa,04,PC. PASCOAL MARTINS,01,AV. MARQ. DE. SAO VICENTE,BAIRRO/CENTRO
2019,Pinheiros,04,MARGINAL PINHEIROS,01,PTE ENG ARY TORRES,INTERLAGOS/CASTELO - EXPRESSA
2019,Mooca,04,MARGINAL TIETE,01,PTE PRES JANIO QUADROS,CASTELO B/A SENNA - CENTRAL
2019,Mooca,04,AV. CELSO GARCIA,01,PC MAJ GUILHERME RUDGE,AMBOS
2019,Vila Prudente,04,R.JOSÉ ZAPPI,01,ALTURA DO NUMERO 165,AMBOS
2019,Campo Limpo,04,AV. MAGALHAES DE CASTRO,01,PTE DO MORUMBI CAIO POMPEU DE TOLEDO,CASTELO/INTERLAGOS - LOCAL
2019,M'Boi Mirim,04,PC. DOM. FRANCISCO DE SOUSA,01,AV. VITOR MANZINI,CENTRO/BAIRRO
2019,Santo Amaro,04,MARGINAL PINHEIROS,01,PONTE DO MORUMBI,CAST B/INT - EXP
2019,Santo Amaro,04,AV. DAS NACOES UNIDAS,01,PTE TRANSAMERICA,INTERLAGOS/CASTELO - LOCAL
2019,Santo Amaro,04,AV. ROQUE PETRONI JUNIOR,01,R. CANCIONEIRO POPULAR,AMBOS
2019,Ipiranga,04,PÇ LEONOR KAUPA,01,AV ABRAÃO DE MORAIS,AMBOS
2019,Vila Mariana,04,AV. PROF ABRAAO DE MORAIS,01,R ELISA SILVEIRA / AV MIGUEL ESTEFNO,AMBOS
2019,Vila Mariana,04,AV. FAGUNDES FILHO,01,AV PROF ABRAAO DE MORAIS,CENTRO/BAIRRO
2019,Vila Mariana,04,AV. PROF ABRAAO DE MORAIS,01,R IBIRAREMA / R RIBEIRO LACERDA,S PAULO/SANTOS
2019,Jaçanã/ Tremembé,06,AV. EDU CHAVES,01,AV. SANATÓRIO,AMBOS
2019,Sé,08,PÇ DA BANDEIRA,01,AV.23 DE MAIO,CENTRO/BAIRRO
2019,Sé,08,AV. RIO BRANCO,01,AV. DUQUE DE CAXIAS,BAIRRO/CENTRO
2019,Mooca,08,AV. ARICANDUVA,01,AV.LATINOS,AMBOS
2019,Mooca,08,RUA BRESSER,01,VD. BRESSER,AMBOS
2019,Vila Prudente,08,AV. LUIZ INACIO DE ANHAIA MELO,01,PÇ. RUY ROXA,AMBOS
2019,Vila Prudente,08,AV. LUIZ INACIO DE ANHAIA MELO,01,R. IBITIRAMA,AMBOS
2019,Vila Prudente,08,AV. LUIZ INACIO DE ANHAIA MELO,01,AV. FRANCISCO FALCONE,AMBOS
2019,Ipiranga,08,AV. LACERDA FRANCO,01,ALTURA 1855,AMBOS
2019,Ipiranga,08,RUA DAS JUNTAS PROVISÓRIA,01,RUA 02 DE JULHO,AMBOS
2019,Ipiranga,08,AV TEREZA CRISTINA,01,R. TABOR,AMBOS
2019,Butantã,10,PTE. OCTAVIO FRIAS DE OLIVEIRA,01,ALTURA DO NÚMERO 0: INICIO,CENTRO/BAIRRO
2019,Pinheiros,10,AV. DAS. NACOES UNIDAS,01,AV. PRES. JUSCELINO KUBITSCHEK,INT/CASTELO - LOCAL
2019,Pinheiros,10,AV. DAS. NACOES UNIDAS,01,R. OLIVIA FEDER,INT/CASTELO - LOCAL
2019,Santo Amaro,10,AV. JORN. ROBERTO MARINHO,01,AV. SANTO AMARO,AMBOS
2019,Santo Amaro,10,AV. INTERLAGOS,01,AV YERVANT KISSAJIKIAN,AMBOS
2019,Vila Mariana,10,AV. PROF ABRAAO DE MORAIS,01,PÇ. LEONOR KAUPA,AMBOS
2019,Vila Mariana,10,AV. PROF ABRAAO DE MORAIS,01,R RIBEIRO LACERDA,AMBOS
2019,Santana,11,MARGINAL TIETE,01,PTE DAS BANDEIRAS SEN ROMEU TUMA,A SENNA/CASTELO B - AUXILIAR
2019,Santana,11,MARGINAL TIETE,01,PTE. DAS. BANDEIRAS SEN ROMEU TUMA,A SENNA/CASTELO B - CENTRAL
2019,Pinheiros,11,AL. SANTOS,01,R. PEIXOTO GOMIDE,UNICO
2019,Pinheiros,11,AV. CIDADE JARDIM,01,R. FRANZ SCHUBERT,CENTRO/BAIRRO
2019,M'Boi Mirim,11,ES. M BOI MIRIM,01,R. CLAMECY,AMBOS
2019,Parelheiros,13,AV. SEN TEOTONIO VILELA,01,R RUBEN DARIO,BAIRRO/CENTRO
2019,Aricanduva/ Vila Formosa,14,AV. ARICANDUVA,01,R. JULIO COLACO,MARGINAL/ITAQUERA - ESQUERDA
2019,Itaquera,14,AV. ITAQUERA,01,R. TOMAZZO FERRARA,BAIRRO/CENTRO
2019,Mooca,14,AV. CELSO GARCIA,01,R SALDANHA MARINHO,CENTRO/BAIRRO - LOCAL
2019,Cidade Ademar,14,AV. INTERLAGOS,01,R. ENG. DAGOBERTO SALLES FILHO,AMBOS
2019,Santo Amaro,14,AV. DAS. NACOES UNIDAS,01,R. JAIME DE OLIVEIRA SOUZA,AMBOS
2019,Vila Mariana,14,AV. VINTE E TRES DE MAIO,01,VD. GAL. EUCLIDES DE FIGUEIREDO,AMBOS
2019,Penha,16,AV. AIRTON PRETINI,01,VD. ENG. ALBERTO BADRA,BAIRRO/CENTRO
2019,Casa Verde,17,MARGINAL TIETE,01,PTE DA CASA VERDE-JORN.WALTER ABRAHAO,A SENNA/CASTELO B - EXP
2019,Casa Verde,17,AV. ANTONIO MUNHOZ BONILHA,01,AV NSRA DO O,AMBOS
2019,Casa Verde,17,AV. NSRA. DO. O,01,AV. ANTONIO MUNHOZ BONILHA,AMBOS
2019,Casa Verde,17,AV. NSRA DO O,01,AV PROF CELESTINO BOURROUL,CENTRO/BAIRRO
2019,Sé,17,R. MANOEL DUTRA,01,PC QUATORZE BIS,ÚNICO
2019,Sé,17,PC. DA. BANDEIRA,01,AV. VINTE E TRES DE MAIO,CENTRO/BAIRRO
2019,Sé,17,AV. RIO BRANCO,01,AV DUQUE DE CAXIAS,BAIRRO/CENTRO
2019,Sé,17,PC. QUATORZE BIS,01,AV NOVE DE JULHO,AMBOS
2019,Butantã,17,AV. VITAL BRASIL,01,PC JORGE DE LIMA,BAIRRO/CENTRO
2019,Lapa,17,AV. SUMARE,01,R DR HOMEM DE MELO,AMBOS
2019,Lapa,17,AV. POMPEIA,01,R PALESTRA ITALIA,AMBOS
2019,Lapa,17,R. BR DO BANANAL,01,R VENANCIO AIRES,AMBOS
2019,Lapa,17,PC. PASCOAL MARTINS,01,AV. MARQ. DE. SAO VICENTE,AMBOS
2019,Lapa,17,AV. MARQ DE SAO VICENTE,01,PC LUIZ CARLOS MESQUITA,AMBOS
2019,Lapa,17,MARGINAL TIETE,01,PTE DA CASA VERDE-JORN.WALTER ABRAHAO,CASTELO B/A SENNA - CENTRAL
2019,Pinheiros,17,TN. MAX FEFFER,01,AV CIDADE JARDIM,AMBOS
2019,Pinheiros,17,R. HARMONIA,01,R LUIS MURAT,AMBOS
2019,Pinheiros,17,R. HENRIQUE SCHAUMANN,01,AV REBOUCAS,IBIRAPUERA/SUMARE
2019,Pinheiros,17,PC. PAN-AMERICANA,01,AV. PEDROSO DE MORAIS,BAIRRO/CENTRO
2019,Mooca,17,AV. CELSO GARCIA,01,R. SALDANHA MARINHO,CENTRO/BAIRRO
2019,Penha,17,MARGINAL TIETE,01,PTE. ARICANDUVA-DR.MIGUEL ARRAES,CASTELO B/A SENNA - EXP
2019,Santo Amaro,17,AV. DAS NACOES UNIDAS,01,R ACARI,INTERLAGOS/CASTELO - LOCAL
2019,Vila Mariana,17,AV. VINTE E TRES DE MAIO,01,VD GAL EUCLIDES DE FIGUEIREDO,AEROPORTO/SANTANA
2019,M'Boi Mirim,18,AV. MARIA COELHO AGUIAR,01,ALTURA DO NÚMERO 1447,BAIRRO/CENTRO
2019,Santo Amaro,18,R. MIGUEL YUNES),01,AV INTERLAGOS,INTERLAGOS/MARGINAL
2019,Butantã,19,AV. PROF FRANCISCO MORATO,01,AV GAL FRANCISCO MORAZAN,AMBOS - LOCAL
2019,Butantã,19,AV. JULES RIMET,01,AV PDE LEBRET,AMBOS
2019,Campo Limpo,19,R. ALVES DOS SANTOS,01,ES DO CAMPO LIMPO,ÚNICO
2019,Vila Mariana,19,AV. VINTE E TRES DE MAIO,01,VD GAL EUCLIDES DE FIGUEIREDO,AMBOS
2019,Vila Maria/ Vila Guilherme,20,PTE. DO. TATUAPE DEP. RICARDO IZAR,01,AV. MORVAN DIAS DE FIGUEIREDO,MARGINAL/V PRUDENTE
2019,Vila Mariana,20,AV. PROF. ABRAAO DE MORAIS,01,VD. MIN. ALIOMAR BALEEIRO,S PAULO/SANTOS
2019,Santana,22,AV. OLAVO FONTOURA,01,ALTURA DO N. 1209,ST/CV
2019,Santana,22,R. COMEN JOAQUIM MONTEIRO,01,AV BRAZ LEME,ÚNICO
2019,Santana,22,R. CEL. ANTONIO DE CARVALHO,01,R. URUPIARA,ÚNICO
2019,Santana,22,MARGINAL TIETE,01,PTE DAS BANDEIRAS SEN ROMEU TUMA,A SENNA/CASTELO B - CENTRAL
2019,Sé,22,R. PAULINO GUIMARÃES,01,R. EDUARDO CHAVES,ÚNICO
2019,Sé,22,R. MARIA PAULA,01,R STO AMARO,ÚNICO
2019,Sé,22,AV. MERCURIO,01,PC. S. VITO,UNICO
2019,Sé,22,AV. S. JOAO,01,ALTURA DO N. 1821,BAIRRO/CENTRO
2019,Lapa,22,R. SEN JOAQUIM RIBEIRO DO VALLE,01,AV DR GASTAO VIDIGAL / AV DR GASTAO VIDIGAL,ÚNICO
2019,Pinheiros,22,MARGINAL PINHEIROS,01,PTE ENG ARY TORRES,INTERLAGOS/CASTELO - EXP
2019,Pinheiros,22,R. GUARARAPES,01,AV DAS NACOES UNIDAS,BAIRRO/CENTRO
2019,Mooca,22,MARGINAL TIETE,01,PTE PRES JANIO QUADROS,CASTELO B/A SENNA - CENTRAL
2019,M'Boi Mirim,22,AV. ENG. LUIZ CARLOS BERRINI,01,PC. PROCÓPIO FERREIRA,AMBOS - CORREDOR DE ÔNIBUS
2019,Perus,23,R. FRANCIS DE CASTELNAU,01,R. BERNARDO JOSÉ DE LORENA,ÚNICO
2019,Perus,23,PÇ. INACIO DIAS,01,AV. COM. FIORELLI PECCICACCO,ÚNICO
2019,Vila Maria/ Vila Guilherme,24,AV. AL ATALIBA LEONEL,01,AV LUIZ DUMONT VILLARES,CENTRO/BAIRRO
2019,Vila Maria/ Vila Guilherme,24,AV. LUIZ DUMONT VILLARES,01,R MARIA CANDIDA,AMBOS
2019,Perus,24,R. BERNARDO JOSE DE LORENA,01,R. FRANCIS DE CASTELNAU,AMBOS
2019,Sé,24,AV. RIO BRANCO,01,AV DUQ DE CAXIAS,BAIRRO/CENTRO
2019,Sé,24,PC. DA BANDEIRA,01,AV VINTE E TRÊS DE MAIO,BAIRRO/CENTRO
2019,Sé,24,AV. NOVE DE JULHO,01,PC DA BANDEIRA,AMBOS
2019,Sé,24,AV. PRES CASTELO BRANCO,01,PTE DAS BANDEIRAS SEN ROMEU TUMA,CASTELO B/A SENNA - LOCAL
2019,Sé,24,PC. DA BANDEIRA,01,ALTURA DO NÚMERO 0,CENTRO/BAIRRO
2019,Sé,24,R. TEIXEIRA LEITE,01,VD DO GLICERIO,CENTRO/BAIRRO
2019,Sé,24,AV. RIO BRANCO,01,R DOS GUSMOES,BAIRRO/CENTRO
2019,Sé,24,AV. SANTOS DUMONT,01,AV DO ESTADO,AEROPORTO/SANTANA
2019,Sé,24,R. TEIXEIRA LEITE,01,R S PAULO,CENTRO/BAIRRO
2019,Butantã,24,ROD. RAPOSO TAVARES,01,KM 16,AMBOS
2019,Butantã,24,R. DOS PIEMONTESES,01,ALTURA DO NÚMERO 160: JUNTO DA ROTATÓRIA ACESSO PARA RAPOSO,AMBOS
2019,Lapa,24,AV. MARQ DE SÃO VICENTE,01,PC PASCOAL MARTINS,AMBOS
2019,Lapa,24,AV. MARQ DE SAO VICENTE,01,ALTURA DO NÚMERO 1612,AMBOS
2019,Lapa,24,AV. POMPEIA,01,R PALESTRA ITALIA,AMBOS
2019,Lapa,24,AV. PRES CASTELO BRANCO,01,PTE DA CASA VERDE-JORN.WALTER ABRAHAO,CASTELO B/A SENNA - TRANSPOSIÇÃO CENTRAL P LOCAL
2019,Mooca,24,AV. ALCÂNTARA MACHADO,01,R. BRESSER,BAIRRO/CENTRO - EXP
2019,Mooca,24,AV. ALCANTARA MACHADO,01,R. SILVA JARDIM,BAIRRO/CENTRO
2019,Mooca,24,AV. CELSO GARCIA,01,R SALDANHA MARINHO,CENTRO/BAIRRO
2019,Ipiranga,24,R. PRES BATISTA PEREIRA,01,AV DO ESTADO,UNICO
2019,Perus,25,R. BERNARDO JOSE DE LORENA,01,R FRANCIS DE CASTELNAU,AMBOS
2019,Santana,25,MARGINAL TIETE,01,PTE DAS BANDEIRAS SEN ROMEU TUMA,A SENNA/CASTELO B - CENTRAL
2019,Sé,25,AV. DO. ESTADO,01,VD. VINTE E CINCO DE MARCO,SANTANA/IPIRANGA
2019,Sé,25,AV. DO. ESTADO,01,VD. VINTE E CINCO DE MARCO,SANTANA/IPIRANGA
2019,Lapa,25,AV. DRA RUTH CARDOSO,01,PTE JAGUARE-HIRANT SANAZAR,CENTRO/BAIRRO - LOCAL
2019,Pinheiros,25,AV. RIO BRANCO,01,AV. RUDGE,BAIRRO/CENTRO
2019,Penha,25,AV. AIRTON PRETINI,01,ALTURA DO NÚMERO 320,CENTRO/BAIRRO
2019,Vila Prudente,25,AV. PROF. LUIZ IGNACIO ANHAIA MELLO,01,VD. GRANDE SAO PAULO VER M O SALA,AMBAS
2019,Santo Amaro,25,AV. VER. JOSE DINIZ,01,ALTURA DO NÚMERO 2990,AMBOS
2019,Santo Amaro,25,R. AMERICO BRASILIENSE,01,ALTURA DO NÚMERO 482,AMBOS
2019,Vila Mariana,25,AV. ARATAS,01,AV IBIRAPUERA,UNICO
2019,Vila Mariana,25,AV. IBIRAPUERA,01,AV DOS IMARES,BAIRRO/CENTRO
2019,Vila Mariana,25,AV. IBIRAPUERA,01,AV. ARATAS,BAIRRO/CENTRO
2019,Butantã,26,AV. MAGALHAES DE CASTRO,01,PTE ENG ARY TORRES,CASTELO/INTERLAGOS - LOCAL
2019,Butantã,26,MARGINAL PINHEIROS,01,PTE CIDADE UNIVERSITARIA - PREFEITO WILLIAM SALEM,CASTELO/INTERLAGOS
2019,Lapa,26,AV. ENG BILLINGS,01,R ALVARENGA,CASTELO/INTERLAGOS
2019,Lapa,26,AV. ENG BILLINGS,01,RAIA OLIMPICA,CASTELO/INTERLAGOS
2019,Lapa,26,MARGINAL PINHEIROS,01,ACESSO PT ARY TORRES,CASTELO/INTERLAGOS - EXP
2019,Pinheiros,26,AV. DOS BANDEIRANTES,01,R CABO VERDE,AMBOS
2019,Santo Amaro,26,AV. DAS NACOES UNIDAS,01,R DR RUBENS GOMES BUENO,INTERLAGOS/CASTELO - LOCAL
2019,Santo Amaro,26,AV. ROQUE PETRONI JUNIOR,01,R BACAETAVA,MARGINAL/DIADEMA
2019,Santo Amaro,26,AV. JORN. ROBERTO MARINHO,01,AV. DR. LINO DE MORAES LEME,MARGINAL/AEROPORTO
2019,Santo Amaro,26,AV. SANTO AMARO,01,AV ROQUE PETRONI JUNIOR,AMBOS
2019,Vila Mariana,26,AV. IBIRAPUERA,01,AV. JANDIRA,BAIRRO/CENTRO
2019,Vila Mariana,26,AV. ARATAS,01,AV. IBIRAPUERA,AMBOS
2019,Vila Mariana,26,AV. DOS BANDEIRANTES,01,"AV IBIRAPUERA, 7",AMBOS
2019,Vila Mariana,26,AV. IBIRAPUERA,01,AV ROUXINOL,AMBOS
2019,Vila Mariana,26,AV. PROF ASCENDINO REIS,01,ALTURA DO NÚMERO 1130,AMBOS
2019,Sé,29,AV. S. JOAO,01,ALTURA DO NÚMERO 1821,BAIRRO/CENTRO
2019,Mooca,29,AV. GAL. ASDRUBAL DA CUNHA,01,R. ENG. JOSE CRUZ DE OLIVEIRA,BAIRRO/CENTRO
2019,Casa Verde,30,AV. NSRA DO O,01,AV PROF CELESTINO BOURROUL,CENTRO/BAIRRO
2019,Casa Verde,30,AV. NSRA DO O,01,R NELSON FRANCISCO / R MANUEL PINTO DE CARVALHO,AMBOS
2019,Casa Verde,30,MARGINAL TIETE,01,PTE DA CASA VERDE-JORN.WALTER ABRAHAO,A SENNA/CASTELO B - EXP
2019,Casa Verde,30,AV. ANTONIO MUNHOZ BONILHA,01,AV. NSRA. DO. O,AMBOS
2019,Casa Verde,30,AV. BRAZ LEME,01,R. DR. MELLO NOGUEIRA,BAIRRO CENTRO
2019,Casa Verde,30,AV. OLAVO FONTOURA,01,PTE DA CASA VERDE-JORN.WALTER ABRAHAO,C VERDE/SANTANA
2019,Jaçanã/ Tremembé,30,AV. EDU CHAVES,01,AV. SANATÓRIO,AMBOS
2019,Vila Maria/ Vila Guilherme,30,AV. GAL ATALIBA LEONEL,01,AV LUIZ DUMONT VILLARES,CENTRO/BAIRRO
2019,Vila Maria/ Vila Guilherme,30,AV. LUIZ DUMONT VILLARES,01,R MARIA CANDIDA,AMBOS
2019,Santana,30,R. MANUEL TAVEIRA,01,ALTURA DO N. 100,ÚNICO
2019,Santana,30,R. DARZAN,01,AV. CRUZEIRO DO SUL,UNICO
2019,Santana,30,R. ESTEFÂNIA LOURO,01,R. PAULO AVELAR,ÚNICO
2019,Santana,30,R. MAJ SAMPAIO,01,R DR ZUQUIM / R JOVITA,AMBOS
2019,Sé,30,R. DA. CANTAREIRA,01,AV. MERCURIO,AMBOS
2019,Sé,30,MARGINAL TIETE,01,PTE DAS BANDEIRAS SEN ROMEU TUMA,CASTELO B/A SENNA - LOCAL
2019,Sé,30,AV. RIO BRANCO,01,ALTURA DO NÚMERO 621,BAIRRO/CENTRO
2019,Sé,30,AV. RIO BRANCO,01,AV DUQ DE CAXIAS,AMBOS
2019,Sé,30,AV. IPIRANGA,01,AV. CASPER LIBERO,CENTRO/BAIRRO
2019,Sé,30,AV. SANTOS DUMONT,01,R. GUAPORE,AEROPORTO/SANTANA
2019,Lapa,30,PC. PASCOAL MARTINS,01,AV MARQ DE SAO VICENTE,AMBOS
2019,Lapa,30,AV. MARQ DE SAO VICENTE,01,PC PASCOAL MARTINS,AMBOS
2019,Lapa,30,R. TRAJANO,01,PC. MALVIN JONES,UNICO
2019,Lapa,30,R. CORIOLANO,01,R. JEROAQUARA,UNICO
2019,Lapa,30,R. PALESTRA ITALIA,01,AV POMPEIA,AMBOS
2019,Lapa,30,MARGINAL TIETE,01,PTE DO LIMAO-ADHEMAR F. DA SILVA,CASTELO B/A SENNA - LOCAL
2019,Lapa,30,AV. ORDEM E PROGRESSO,01,ALTURA DO NÚMERO 247,AMBOS
2019,Casa Verde,04,MARGINAL TIETE,02,PTE DO LIMAO-ADHEMAR F. DA SILVA,A SENNA/CASTELO B - CENTRAL
2019,Vila Maria/ Vila Guilherme,04,R. CEL MARQUES RIBEIRO,02,R GALATEA,AMBOS
2019,Santana,04,AV. MORVAN DIAS DE FIGUEIREDO,02,PTE DAS BANDEIRAS SEN ROMEU TUMA,A SENNA/CASTELO B - CENTRAL
2019,Santana,04,MARGINAL TIETE,02,PTE DAS BANDEIRAS SEN ROMEU TUMA,A SENNA/CASTELO B - EXP
2019,Sé,04,R. PRES. COSTA PEREIRA,02,R. PRES. BATISTA PEREIRA,UNICO
2019,Sé,04,AV. SANTOS DUMONT,02,AV DO ESTADO,AEROPORTO/SANTANA
2019,Sé,04,AV. SANTOS DUMONT,02,R. GUAPORE,AEROPORTO/SANTANA - LOCAL
2019,Sé,04,AV. PRES CASTELO BRANCO,02,PTE DAS BANDEIRAS SEN ROMEU TUMA,CASTELO B/A SENNA - LOCAL
2019,Sé,04,AV. PRES CASTELO BRANCO,02,PTE DAS BANDEIRAS SEN ROMEU TUMA,CASTELO B/A SENNA - CENTRAL
2019,Sé,04,AV. SANTOS DUMONT,02,ALTURA DO NÚMERO 536,AEROPORTO/SANTANA
2019,Sé,04,AV. RIO BRANCO,02,R. GAL. OSORIO,BAIRRO/CENTRO
2019,Butantã,04,AV. VITAL BRASIL,02,PC. JORGE DE LIMA,BAIRRO/CENTRO
2019,Lapa,04,R. BR. DO. BANANAL,02,R. VENANCIO AIRES,UNICO
2019,Lapa,04,AV. IMP. LEOPOLDINA,02,ALTURA DO NÚMERO 1415,BAIRRO/CENTRO
2019,Lapa,04,AV. IMP. LEOPOLDINA,02,ALTURA DO NÚMERO 137,BAIRRO/CENTRO
2019,Pinheiros,04,MARGINAL PINHEIROS,02,PTE ENG ARY TORRES,INTERLAGOS/CASTELO - LOCAL
2019,Pinheiros,04,AV. DAS NACOES UNIDAS,02,R FLORIDA,INTERLAGOS/CASTELO - LOCAL
2019,Itaquera,04,AV. JACU PESSEGO N TRABALHADORES,02,R. MONTANHAS,MAUA/A SENNA
2019,Mooca,04,R. BRESSER,02,AV ALCANTARA MACHADO,CENTRO/BAIRRO
2019,Mooca,04,AV. ALCANTARA MACHADO,02,VD. GUADALAJARA,CENTRO/BAIRRO
2019,Mooca,04,MARGINAL TIETE,02,PTE PRES JANIO QUADROS,CASTELO B/A SENNA - CENTRAL
2019,Mooca,04,AV. CELSO GARCIA,02,R. SALDANHA MARINHO,BAIRRO/CENTRO
2019,Penha,04,R. DR LUIZ AYRES,02,ALTURA DO NÚMERO 1 100M APOS AV AGUIA DE HAIA,BAIRRO/CENTRO
